protein	log2FC	p-val
sp|P0ADN6|YIFL_ECOLI	0.469	0.011
sp|Q46948|YAJL_ECOLI	0.322	0.021
sp|P21513|RNE_ECOLI	0.462	5.329e-15
sp|P76194|SUFE_ECOLI	3.193	4.414e-08
sp|P0A800|RPOZ_ECOLI	0.135	0.346
sp|P45579|HCXA_ECOLI	-1.442	5.864e-09
sp|P0A7T3|RS16_ECOLI	-0.657	8.927e-05
sp|P0AA16|OMPR_ECOLI	0.342	0.018
sp|P00370|DHE4_ECOLI	-2.831	0.0
sp|P0ABS5|DNAG_ECOLI	0.926	0.015
sp|P15042|DNLJ_ECOLI	-0.324	0.0003581
sp|P37177|PT1P_ECOLI	0.321	0.151
sp|P75818|YBJP_ECOLI	2.493	0.0
sp|P24215|UXUA_ECOLI	0.02	0.596
sp|P40120|OPGD_ECOLI	-0.437	0.004
sp|P0AE01|TRMJ_ECOLI	-0.807	1.445e-05
sp|P27248|GCST_ECOLI	-1.016	3.096e-10
sp|P37902|GLTI_ECOLI	1.19	0.0
sp|P0ACF8|HNS_ECOLI	0.439	3.777e-07
sp|P0AC38|ASPA_ECOLI	4.912	0.0
sp|P68739|NFI_ECOLI	1.002	4.777e-06
sp|P76491|5DNU_ECOLI	-0.257	0.222
sp|P07118|SYV_ECOLI	-0.944	0.0
sp|P0A7B5|PROB_ECOLI	-0.453	3.058e-08
sp|P0A9Z1|GLNB_ECOLI	0.433	0.105
sp|P0A9T0|SERA_ECOLI	0.285	0.015
sp|P0AAA1|YAGU_ECOLI	3.482	1.625e-09
sp|P29217|YCEH_ECOLI	1.106	6.217e-15
sp|P06968|DUT_ECOLI	-0.777	0.004
sp|P27306|STHA_ECOLI	0.407	0.003
sp|P0ABV2|EXBD_ECOLI	-1.54	8.261e-07
sp|P75960|NPD_ECOLI	-0.174	0.255
sp|P0A951|ATDA_ECOLI	-0.426	0.388
sp|P0A8P6|XERC_ECOLI	1.412	0.004
sp|P69797|PTNAB_ECOLI	0.447	2.349e-08
sp|P0AGE6|CHRR_ECOLI	1.847	0.0
sp|P0A9X4|MREB_ECOLI	-0.148	0.036
sp|P76170|YNFB_ECOLI	0.313	0.25
sp|P37774|YECC_ECOLI	0.478	0.04
sp|P0A7Y0|RNC_ECOLI	0.002	0.917
sp|P0A6T1|G6PI_ECOLI	0.073	0.566
sp|P37330|MASZ_ECOLI	2.411	0.0
sp|P0A8B5|YBAB_ECOLI	-0.375	0.066
sp|P0A6B4|ALR1_ECOLI	0.855	0.026
sp|P39830|YBAL_ECOLI	0.754	0.0002715
sp|P0AGJ7|TRML_ECOLI	0.304	0.3
sp|P31658|HCHA_ECOLI	2.503	8.882e-16
sp|P61175|RL22_ECOLI	-0.505	0.0007255
sp|P00490|PHSM_ECOLI	-0.172	0.15
sp|P56262|DLHH_ECOLI	0.6	0.156
sp|P08200|IDH_ECOLI	0.228	0.943
sp|P0A7D7|PUR7_ECOLI	0.473	5.456e-05
sp|P45464|LPOA_ECOLI	-0.755	6.529e-12
sp|P37595|IAAA_ECOLI	1.047	2.82e-11
sp|P17952|MURC_ECOLI	0.337	0.004
sp|P17854|CYSH_ECOLI	-3.117	3.216e-09
sp|P21151|FADA_ECOLI	1.598	1.776e-15
sp|P0A6X7|IHFA_ECOLI	1.781	0.0
sp|P0AD57|ISPB_ECOLI	-1.478	4.582e-06
sp|P0A763|NDK_ECOLI	-1.335	2.22e-16
sp|P27250|AHR_ECOLI	1.381	2.22e-13
sp|P0A6J5|DADA_ECOLI	2.12	0.0
sp|P0C0L7|PROP_ECOLI	0.684	1.282e-06
sp|P0ACY1|YDJA_ECOLI	0.152	0.337
sp|P0A870|TALB_ECOLI	0.44	1.643e-05
sp|P0AF36|ZAPB_ECOLI	-0.435	0.388
sp|P77257|LSRA_ECOLI	0.594	0.009
sp|P0A7G2|RBFA_ECOLI	-0.106	0.482
sp|P77330|BORD_ECOLI	-0.579	0.0003912
sp|P0A7E9|PYRH_ECOLI	-0.007	0.202
sp|P00887|AROH_ECOLI	-0.507	0.047
sp|P0A6J1|CYSC_ECOLI	-2.105	2.458e-09
sp|P16676|CYSA_ECOLI	-2.224	0.0
sp|P0A821|SELA_ECOLI	-0.152	0.175
sp|P0A9T8|YBBA_ECOLI	-0.425	0.097
sp|P62620|ISPG_ECOLI	-0.689	0.018
sp|P0A9G8|MODE_ECOLI	-0.085	0.83
sp|P39173|YEAD_ECOLI	-0.744	9.51e-12
sp|P0A744|MSRA_ECOLI	0.853	0.0005667
sp|P17846|CYSI_ECOLI	-4.945	0.0
sp|P21177|FADB_ECOLI	1.901	0.0
sp|P0AEK2|FABG_ECOLI	-0.476	0.0008598
sp|P0AAH0|PSTB_ECOLI	-1.635	0.0004168
sp|P0ACX3|YDHR_ECOLI	0.287	0.005
sp|P77488|DXS_ECOLI	-0.862	1.147e-07
sp|P0ABE2|BOLA_ECOLI	1.563	4.425e-09
