protein	log2FC	p-val
sp|P0ADZ0|RL23_ECOLI	0.278	0.596
sp|P69783|PTGA_ECOLI	-0.259	0.012
sp|P33355|YEHS_ECOLI	-1.193	0.0002476
sp|P0A6D0|ARGR_ECOLI	0.094	0.899
sp|P0AEU7|SKP_ECOLI	-1.277	0.0
sp|P37690|ENVC_ECOLI	-0.273	0.458
sp|P60716|LIPA_ECOLI	0.914	7.523e-07
sp|P0AEN1|FRE_ECOLI	-0.696	9.721e-05
sp|P0AG80|UGPB_ECOLI	-1.363	0.0
sp|P31063|YEDD_ECOLI	-0.512	0.01
sp|P0C0L7|PROP_ECOLI	-1.232	1.155e-14
sp|P0A8W8|YFBU_ECOLI	-0.066	0.449
sp|P0AFL6|PPX_ECOLI	-0.477	0.055
sp|P0AEJ2|ENTC_ECOLI	-3.07	0.0
sp|P23845|CYSN_ECOLI	1.273	0.0
sp|P12281|MOEA_ECOLI	-0.221	0.067
sp|P15373|PRLF_ECOLI	-1.436	9.943e-10
sp|P0A6L2|DAPA_ECOLI	-0.412	0.002
sp|P37902|GLTI_ECOLI	-0.526	3.562e-08
sp|P04335|FRSA_ECOLI	-0.302	0.007
sp|P0AB91|AROG_ECOLI	-0.686	0.051
sp|P07014|SDHB_ECOLI	0.971	8.815e-14
sp|P23827|ECOT_ECOLI	-1.73	4.774e-10
sp|P77300|XYNR_ECOLI	0.122	0.564
sp|P0AD27|YEJM_ECOLI	-0.415	0.43
sp|P00393|DHNA_ECOLI	-0.41	5.434e-05
sp|P52697|6PGL_ECOLI	-1.11	1.471e-08
sp|P0A6Q3|FABA_ECOLI	-0.284	0.025
sp|P02359|RS7_ECOLI	0.153	0.117
sp|P0A780|NUSB_ECOLI	-0.524	0.001
sp|P0AFZ1|SSEB_ECOLI	-0.371	0.13
sp|P0A6Z1|HSCA_ECOLI	0.032	0.742
sp|P25535|UBII_ECOLI	0.933	0.005
sp|P37648|YHJJ_ECOLI	-0.379	0.049
sp|P0AC65|NRDH_ECOLI	-3.141	3.216e-09
sp|P0AE12|AMN_ECOLI	-0.384	0.002
sp|P0AAP3|FRMR_ECOLI	-0.496	0.008
sp|P45748|TSAC_ECOLI	-0.289	0.313
sp|P76491|5DNU_ECOLI	-0.112	0.142
sp|P0AFG3|ODO1_ECOLI	0.152	0.01
sp|P0AB14|YCCJ_ECOLI	-1.314	1.099e-08
sp|P33232|LLDD_ECOLI	-0.33	0.01
sp|P07913|TDH_ECOLI	-0.284	0.151
sp|P0C0S1|MSCS_ECOLI	-0.919	8.644e-10
sp|P39321|TAMB_ECOLI	-0.759	0.051
sp|Q47690|MMUM_ECOLI	-0.084	0.832
sp|P0A7M9|RL31_ECOLI	-1.404	0.008
sp|P0A9V1|LPTB_ECOLI	0.156	0.014
