protein	log2FC	p-val
sp|P60664|HIS6_ECOLI	-0.354	3.072e-06
sp|P00904|TRPGD_ECOLI	-0.617	5.001e-09
sp|P0AA91|YEAY_ECOLI	1.155	8.235e-11
sp|P0A6C1|END4_ECOLI	0.793	0.0002717
sp|P09996|YIDB_ECOLI	0.341	0.166
sp|P0A7B1|PPK1_ECOLI	1.111	0.0
sp|P30850|RNB_ECOLI	-0.207	0.005
sp|P27829|WECC_ECOLI	-1.011	8.324e-07
sp|P0AG80|UGPB_ECOLI	1.048	0.0
sp|P16384|MIAA_ECOLI	0.042	0.403
sp|P12995|BIOA_ECOLI	-0.082	0.602
sp|P0ADP9|YIHD_ECOLI	-0.023	0.657
sp|P0AEJ2|ENTC_ECOLI	0.67	9.185e-05
sp|P0ADE8|YGFZ_ECOLI	0.382	0.001
sp|P06999|PFKB_ECOLI	1.129	0.0
sp|P60595|HIS5_ECOLI	-0.797	1.775e-06
sp|P0AG18|PURE_ECOLI	0.346	0.015
sp|P0ACB4|HEMG_ECOLI	0.815	2.806e-05
sp|P0A6N8|EFPL_ECOLI	-0.202	0.052
sp|P0A9D2|GSTA_ECOLI	0.848	6.286e-06
sp|P46889|FTSK_ECOLI	0.033	0.869
sp|P0AF36|ZAPB_ECOLI	0.228	0.518
sp|P0AGJ5|YFIF_ECOLI	0.615	0.038
sp|P0AEV1|RSSB_ECOLI	1.598	0.0001526
sp|P76116|YNCE_ECOLI	0.384	5.877e-06
sp|P62399|RL5_ECOLI	-0.276	1.745e-05
sp|P0AB96|ARSC_ECOLI	1.187	0.001
sp|P0A6F9|CH10_ECOLI	1.026	1.073e-08
sp|P0AEW6|INGK_ECOLI	-0.927	0.0002846
sp|P15770|AROE_ECOLI	0.48	3.956e-05
sp|P39321|TAMB_ECOLI	0.552	0.006
sp|P09424|MTLD_ECOLI	0.591	4.735e-11
sp|P07623|METAS_ECOLI	-0.094	0.072
sp|P0A7X3|RS9_ECOLI	0.08	0.892
sp|P77258|NEMA_ECOLI	0.399	0.026
sp|P0AFJ1|YJDM_ECOLI	1.111	0.007
sp|P30178|HCXB_ECOLI	0.729	9.091e-08
sp|P0A8P6|XERC_ECOLI	1.854	5.09e-06
sp|P31663|PANC_ECOLI	0.068	0.674
sp|P0AC59|GLRX2_ECOLI	0.638	1.892e-08
sp|P07001|PNTA_ECOLI	-0.413	2.118e-06
sp|P27302|TKT1_ECOLI	-0.243	0.017
sp|P0A959|ALAA_ECOLI	-0.224	0.57
sp|P0A8Y3|YIHX_ECOLI	0.52	0.073
sp|P19934|TOLA_ECOLI	0.28	0.197
sp|P16676|CYSA_ECOLI	-0.154	0.396
sp|P37626|YHII_ECOLI	-0.392	0.002
sp|P0AD12|YEEZ_ECOLI	0.326	0.142
sp|P0C0R7|RLME_ECOLI	-0.157	0.408
sp|P0AE52|BCP_ECOLI	0.424	0.002
sp|P09053|AVTA_ECOLI	0.074	0.283
sp|P30859|ARTI_ECOLI	0.834	3.353e-14
sp|P0A9D4|CYSE_ECOLI	0.222	0.223
sp|P0A749|MURA_ECOLI	-0.521	8.822e-09
sp|P06710|DPO3X_ECOLI	0.477	0.007
sp|P0AGK8|ISCR_ECOLI	-1.22	5.085e-14
sp|P64612|ZAPE_ECOLI	0.283	0.703
