protein	log2FC	p-val
sp|P0AED5|UVRY_ECOLI	-0.39	0.222
sp|P0A9S3|GATD_ECOLI	-0.052	0.197
sp|P77544|YFCF_ECOLI	0.487	0.004
sp|P0AFJ1|YJDM_ECOLI	1.699	0.006
sp|P0ACR9|MPRA_ECOLI	-0.035	0.52
sp|P0AFM2|PROX_ECOLI	-0.414	0.176
sp|P0AFR4|YCIO_ECOLI	0.784	5.139e-07
sp|P0AFZ1|SSEB_ECOLI	-0.253	0.264
sp|Q46871|YQJH_ECOLI	-0.019	0.927
sp|P45470|YHBO_ECOLI	1.224	5.736e-10
sp|P0ADV1|LPTA_ECOLI	0.603	9.697e-06
sp|P0ADI4|ENTB_ECOLI	0.314	0.575
sp|P0A6K6|DEOB_ECOLI	0.357	0.01
sp|P30843|BASR_ECOLI	0.493	0.022
sp|P21156|CYSD_ECOLI	-0.087	0.067
sp|P76550|YFFS_ECOLI	0.216	0.125
sp|P77526|YFCG_ECOLI	0.925	1.141e-05
sp|P05055|PNP_ECOLI	-0.309	1.269e-05
sp|P0AEW9|K1PF_ECOLI	0.093	0.918
sp|P22939|ISPA_ECOLI	-0.003	0.907
sp|P0ADS9|YGGN_ECOLI	0.594	0.003
sp|P0A707|IF3_ECOLI	0.487	0.0007133
sp|P43329|HRPA_ECOLI	-0.264	0.021
sp|P00959|SYM_ECOLI	-0.183	0.005
sp|P76243|YEAO_ECOLI	0.515	0.111
sp|P0AGG0|THIL_ECOLI	0.011	0.463
sp|P78061|PUUA_ECOLI	-1.869	1.837e-11
sp|P0A763|NDK_ECOLI	-0.368	0.0005463
sp|P00393|DHNA_ECOLI	0.102	0.492
sp|P0ACU7|YJDC_ECOLI	0.608	0.0006288
sp|P0AAC8|ISCA_ECOLI	0.043	0.705
sp|P0AAB4|UBID_ECOLI	0.114	0.315
sp|P75728|UBIF_ECOLI	0.048	0.183
sp|P32173|MOBA_ECOLI	0.126	0.43
sp|P64451|YDCL_ECOLI	0.975	6.972e-14
sp|P04983|RBSA_ECOLI	0.367	0.106
sp|P02359|RS7_ECOLI	-0.208	0.042
sp|P09151|LEU1_ECOLI	0.782	0.0
sp|P09831|GLTB_ECOLI	-0.204	1.624e-06
sp|P10441|LPXB_ECOLI	0.378	0.3
sp|P0AFD1|NUOE_ECOLI	-0.195	0.257
sp|P0A6U8|GLGA_ECOLI	-0.087	0.478
sp|P0A8M6|YEEX_ECOLI	-0.208	0.443
sp|P75849|GLO22_ECOLI	0.139	0.522
sp|P0AA43|RSUA_ECOLI	-0.041	0.573
sp|P0AAB6|GALF_ECOLI	-0.226	0.152
sp|P0AEM9|FLIY_ECOLI	0.286	7.795e-07
sp|P02918|PBPA_ECOLI	-0.251	0.244
sp|P0ADY3|RL14_ECOLI	-0.126	0.004
sp|P77625|HXPA_ECOLI	0.126	0.026
sp|P0A935|MLTA_ECOLI	-0.116	0.627
sp|P06610|BTUE_ECOLI	0.828	1.625e-06
sp|P16659|SYP_ECOLI	-0.19	0.0004448
sp|P67080|PLPHP_ECOLI	-0.524	8.081e-05
sp|P33643|RLUD_ECOLI	-0.033	0.737
sp|P0AC13|DHPS_ECOLI	0.075	0.927
sp|P42641|OBG_ECOLI	0.345	0.051
sp|P0A7R5|RS10_ECOLI	-0.16	0.07
sp|P0ADW3|YHCB_ECOLI	0.219	0.155
sp|P39310|YTFB_ECOLI	0.009	0.873
sp|P08331|CPDB_ECOLI	-0.163	0.139
sp|P42620|YQJG_ECOLI	1.124	3.864e-14
sp|P0AE06|ACRA_ECOLI	0.136	0.002
sp|P0AB67|PNTB_ECOLI	-0.62	2.794e-07
sp|P0AA16|OMPR_ECOLI	0.204	0.025
sp|P39285|MSCM_ECOLI	0.321	0.17
sp|P17445|BETB_ECOLI	-0.301	0.006
sp|P0ADX9|RSMD_ECOLI	0.172	0.268
sp|P0A9U3|YBIT_ECOLI	-0.229	0.062
sp|P15042|DNLJ_ECOLI	-0.088	0.224
sp|P31460|DGOR_ECOLI	0.385	0.319
sp|P31802|NARP_ECOLI	0.165	0.285
sp|P77795|YDCT_ECOLI	0.717	0.011
sp|P0ACQ4|OXYR_ECOLI	0.226	0.159
sp|P0AGD1|SODC_ECOLI	1.509	5.176e-12
sp|P0ADS2|ZAPA_ECOLI	0.347	0.092
sp|P31120|GLMM_ECOLI	-0.059	0.278
sp|P75777|YBHG_ECOLI	0.287	0.221
sp|P28304|QOR1_ECOLI	1.008	0.0
sp|P45955|CPOB_ECOLI	0.248	0.077
sp|P23827|ECOT_ECOLI	-0.264	0.346
sp|P77173|ZIPA_ECOLI	0.402	0.005
sp|P04968|ILVA_ECOLI	-0.293	0.004
sp|P0ADS6|YGGE_ECOLI	0.668	1.72e-09
sp|P0A6P5|DER_ECOLI	0.139	0.29
sp|P23869|PPIB_ECOLI	0.089	0.863
sp|P21151|FADA_ECOLI	0.439	0.0008771
sp|P15067|GLGX_ECOLI	0.461	0.011
sp|P0A9H5|BTUR_ECOLI	0.284	0.291
sp|P64429|YPFJ_ECOLI	0.56	5.634e-05
sp|P15254|PUR4_ECOLI	0.0003991	0.045
sp|P31554|LPTD_ECOLI	0.43	2.051e-06
sp|P0AFH8|OSMY_ECOLI	0.278	0.002
sp|P76329|MPGP_ECOLI	1.264	0.005
sp|P38104|RSPA_ECOLI	1.233	2.294e-05
sp|P77257|LSRA_ECOLI	0.759	0.02
sp|P0A9L8|P5CR_ECOLI	0.686	0.0002055
sp|P0AAV6|YBGS_ECOLI	0.602	0.021
sp|Q46939|YQEF_ECOLI	0.418	0.203
sp|P18956|GGT_ECOLI	0.341	0.005
sp|P17846|CYSI_ECOLI	-0.067	0.075
sp|P52647|NIFJ_ECOLI	-0.003	0.609
sp|P0A6D3|AROA_ECOLI	0.232	0.003
sp|P77611|RSXC_ECOLI	-0.512	0.016
sp|P25742|RFAQ_ECOLI	0.641	0.029
sp|P06999|PFKB_ECOLI	-0.186	0.066
