protein	log2FC	p-val
sp|P0A9L3|FKBB_ECOLI	0.085	0.302
sp|P0AA99|YAFK_ECOLI	-0.323	0.174
sp|P0AEM0|FKBX_ECOLI	-0.569	0.001
sp|P39286|RSGA_ECOLI	0.029	0.376
sp|P0C093|SLMA_ECOLI	0.027	0.819
sp|P0AAN9|IRAP_ECOLI	0.47	0.024
sp|P75913|GHRA_ECOLI	0.096	0.531
sp|P24202|MRR_ECOLI	0.087	0.484
sp|P24215|UXUA_ECOLI	0.822	1.382e-08
sp|P04036|DAPB_ECOLI	-0.099	0.378
sp|P0A6F5|CH60_ECOLI	0.218	2.929e-05
sp|P0A873|TRMD_ECOLI	-0.487	0.048
sp|P76291|CMOB_ECOLI	0.046	0.844
sp|P28903|NRDD_ECOLI	0.778	4.871e-05
sp|P77756|QUEC_ECOLI	0.308	0.5
sp|P78067|YNJE_ECOLI	0.567	0.03
sp|P69503|APT_ECOLI	-0.055	0.536
sp|P0A722|LPXA_ECOLI	0.019	0.752
sp|P0A910|OMPA_ECOLI	0.233	0.0001194
sp|P05020|PYRC_ECOLI	0.238	0.375
sp|P0AEZ1|METF_ECOLI	-0.145	0.188
sp|P07012|RF2_ECOLI	-0.234	0.006
sp|P27302|TKT1_ECOLI	0.177	0.0002108
sp|P0A9D4|CYSE_ECOLI	0.124	0.334
sp|P00582|DPO1_ECOLI	0.377	2.582e-06
sp|P0AG30|RHO_ECOLI	-0.329	1.37e-07
sp|P63177|RLMB_ECOLI	0.45	0.026
sp|P0A7K2|RL7_ECOLI	0.17	0.203
sp|P0ABU0|MENB_ECOLI	0.499	4.017e-05
sp|P0C054|IBPA_ECOLI	0.294	0.3
sp|P0A6S5|FTSB_ECOLI	-0.565	0.055
sp|P18956|GGT_ECOLI	0.801	3.917e-10
sp|P0AG80|UGPB_ECOLI	1.048	0.0
sp|P04816|LIVK_ECOLI	-0.284	0.007
sp|P06986|HIS8_ECOLI	0.364	0.0002111
sp|P76578|A2MG_ECOLI	-0.051	0.542
sp|P0ADZ0|RL23_ECOLI	-0.605	7.609e-06
sp|P37329|MODA_ECOLI	0.714	1.823e-10
sp|P06988|HISX_ECOLI	0.459	8.933e-05
sp|P0A8E1|YCFP_ECOLI	0.08	0.155
sp|P76172|YNFD_ECOLI	0.925	0.0001166
sp|P0AC59|GLRX2_ECOLI	0.377	0.0001363
sp|P0A6W5|GREA_ECOLI	0.055	0.427
sp|P21889|SYD_ECOLI	-0.156	0.0001646
sp|P25524|CODA_ECOLI	0.399	0.0001592
sp|P15034|AMPP_ECOLI	0.341	0.086
sp|P75957|LOLD_ECOLI	-0.348	0.001
sp|P0A8Y3|YIHX_ECOLI	0.694	1.365e-05
sp|P21499|RNR_ECOLI	-0.183	0.005
sp|P75914|YCDX_ECOLI	-0.182	0.116
sp|P0A8W2|SLYA_ECOLI	-0.025	0.444
sp|P0A7Z4|RPOA_ECOLI	0.134	0.004
sp|P77330|BORD_ECOLI	-0.51	0.002
sp|P0A9I3|GCVR_ECOLI	-0.497	0.003
sp|P0A9C3|GALM_ECOLI	0.306	0.0005374
sp|P27833|WECE_ECOLI	-0.555	0.007
sp|P36680|ZAPD_ECOLI	-0.158	0.399
sp|P21177|FADB_ECOLI	0.191	0.037
sp|P0A7N9|RL33_ECOLI	0.488	0.008
sp|P37671|YIAJ_ECOLI	-0.014	1.0
sp|P77293|GTRB_ECOLI	-0.714	0.01
sp|P0A6C1|END4_ECOLI	0.254	0.053
sp|P75809|YBJI_ECOLI	0.126	0.743
sp|P25894|LOIP_ECOLI	0.534	2.602e-06
