protein	log2FC	p-val
sp|P77318|YDEN_ECOLI	1.928	9.306e-07
sp|P75694|YAHO_ECOLI	1.815	7.901e-12
sp|P69411|RCSF_ECOLI	0.285	0.057
sp|P0AFZ3|SSPB_ECOLI	0.282	0.085
sp|P0AGL7|RSME_ECOLI	-0.466	0.008
sp|P0A8R4|SLYX_ECOLI	0.407	0.4
sp|P0AE06|ACRA_ECOLI	-0.055	0.185
sp|P39356|YJHU_ECOLI	-0.462	0.725
sp|P17445|BETB_ECOLI	0.301	0.104
sp|P17117|NFSA_ECOLI	0.044	0.802
sp|P76291|CMOB_ECOLI	-0.254	0.087
sp|P0ADK8|YIBL_ECOLI	-0.313	0.163
sp|P35340|AHPF_ECOLI	0.607	0.0
sp|P17443|MURG_ECOLI	0.389	0.106
sp|P22186|MRAZ_ECOLI	0.756	0.003
sp|P0AET2|HDEB_ECOLI	3.71	1.625e-09
sp|P37188|PTKB_ECOLI	2.544	6.528e-14
sp|P10121|FTSY_ECOLI	0.349	6.687e-05
sp|P23869|PPIB_ECOLI	0.26	0.135
sp|P0AEU0|HISJ_ECOLI	-0.005	0.457
sp|P08395|SPPA_ECOLI	-0.59	0.002
sp|P28306|MLTG_ECOLI	0.295	0.174
sp|P63386|MLAF_ECOLI	0.395	0.009
sp|P0ADR8|PPNN_ECOLI	0.402	5.104e-05
sp|P36879|YADG_ECOLI	0.164	0.258
sp|P06983|HEM3_ECOLI	0.15	0.754
sp|P00959|SYM_ECOLI	-0.131	0.026
sp|P0A9M2|HPRT_ECOLI	0.132	0.698
sp|P0A6W5|GREA_ECOLI	-0.05	0.633
sp|P62768|YAEH_ECOLI	0.7	6.192e-05
sp|P0AB38|LPOB_ECOLI	0.617	0.003
sp|P0AA82|CODB_ECOLI	-2.054	3.216e-09
sp|P00894|ILVH_ECOLI	-0.316	0.0006802
sp|P0A6B4|ALR1_ECOLI	0.825	0.079
sp|P08331|CPDB_ECOLI	1.487	0.0
sp|P77581|ASTC_ECOLI	0.61	0.02
sp|P52007|YECM_ECOLI	-0.266	0.111
sp|P20083|PARE_ECOLI	-0.577	0.004
sp|P27434|RODZ_ECOLI	0.159	0.106
sp|P0ACQ4|OXYR_ECOLI	-0.227	0.005
sp|P23839|YICC_ECOLI	0.197	0.036
sp|P32131|HEMN_ECOLI	-0.02	0.069
sp|P09126|HEM4_ECOLI	0.536	0.049
sp|P68767|AMPA_ECOLI	-0.381	4.679e-07
sp|P02929|TONB_ECOLI	-0.874	2.41e-07
sp|P75682|YAGE_ECOLI	0.751	0.681
sp|P0ABQ2|GARR_ECOLI	1.324	3.84e-05
sp|P25665|METE_ECOLI	-0.32	4.722e-11
sp|P0AG80|UGPB_ECOLI	1.517	0.0
sp|P0ADQ7|YGAM_ECOLI	2.169	1.843e-14
sp|P61175|RL22_ECOLI	-0.49	5.008e-06
sp|P23836|PHOP_ECOLI	0.754	1.191e-06
sp|P0A731|MGSA_ECOLI	0.621	0.161
sp|P04335|FRSA_ECOLI	0.065	0.707
sp|P63020|NFUA_ECOLI	0.052	0.832
sp|P0C0V0|DEGP_ECOLI	-0.864	0.0
sp|P76116|YNCE_ECOLI	-0.438	2.783e-05
