protein	log2FC	p-val
sp|P05041|PABB_ECOLI	-0.177	0.659
sp|P36938|PGM_ECOLI	-0.081	0.321
sp|P27833|WECE_ECOLI	0.44	0.028
sp|P0A9Q1|ARCA_ECOLI	0.578	2.527e-10
sp|P76291|CMOB_ECOLI	0.208	0.147
sp|P60716|LIPA_ECOLI	-0.684	2.369e-07
sp|P21599|KPYK2_ECOLI	0.356	6.027e-08
sp|P23882|FMT_ECOLI	0.117	0.183
sp|P77499|SUFC_ECOLI	0.906	1.865e-14
sp|P0ABU0|MENB_ECOLI	-0.131	0.675
sp|P27828|WECB_ECOLI	-1.042	0.001
sp|P0A972|CSPE_ECOLI	-0.011	0.722
sp|P62623|ISPH_ECOLI	-0.425	0.056
sp|P0C0S1|MSCS_ECOLI	0.3	0.005
sp|P77748|YDIJ_ECOLI	-0.349	0.0001025
sp|P0AB89|PUR8_ECOLI	-0.378	1.044e-05
sp|P31554|LPTD_ECOLI	0.277	3.374e-05
sp|P0AB12|YCCF_ECOLI	0.569	0.02
sp|P0ADP2|YIGI_ECOLI	-0.064	0.509
sp|P32144|CSQR_ECOLI	0.029	0.051
sp|P0A6W5|GREA_ECOLI	0.385	0.0007229
sp|P60546|KGUA_ECOLI	-0.219	0.487
sp|P67095|YFCE_ECOLI	0.484	0.097
sp|P04425|GSHB_ECOLI	0.238	0.069
sp|P0AFC7|NUOB_ECOLI	-0.721	2.132e-05
sp|P0AGE0|SSB_ECOLI	-0.379	0.043
sp|P0ABU7|EXBB_ECOLI	-0.64	2.335e-05
sp|P05852|TSAD_ECOLI	-0.136	0.061
sp|P06616|ERA_ECOLI	-0.475	0.01
sp|P0AG86|SECB_ECOLI	0.321	0.013
sp|P31680|DJLA_ECOLI	-0.836	0.195
sp|P0A705|IF2_ECOLI	-0.348	1.67e-07
sp|P0AG40|RIBF_ECOLI	0.378	0.014
sp|P0AB14|YCCJ_ECOLI	0.285	0.2
sp|P0A840|SURE_ECOLI	-0.027	0.973
sp|P30126|LEUD_ECOLI	0.295	0.0002991
sp|P0A6Q3|FABA_ECOLI	0.225	0.178
sp|P15993|AROP_ECOLI	-0.457	0.042
sp|P23847|DPPA_ECOLI	-0.465	1.113e-12
sp|P0A6F9|CH10_ECOLI	0.543	5.79e-07
sp|P67826|CUTC_ECOLI	0.052	0.913
sp|P0AGI1|RBSC_ECOLI	1.052	2.517e-05
sp|P0ACR9|MPRA_ECOLI	0.022	0.948
sp|P0ABV6|TOLR_ECOLI	0.23	0.444
sp|P64483|YEAK_ECOLI	0.311	0.006
sp|P12295|UNG_ECOLI	0.022	0.984
sp|P17846|CYSI_ECOLI	-0.315	4.161e-06
sp|P0AB28|YCED_ECOLI	0.236	0.119
sp|P42593|FADH_ECOLI	0.098	0.086
sp|P45748|TSAC_ECOLI	-0.192	0.849
sp|P0AES0|GSP_ECOLI	0.7	2.496e-06
sp|P21362|YCIF_ECOLI	1.633	1.872e-13
sp|P15254|PUR4_ECOLI	-0.129	0.03
sp|P76187|YDHF_ECOLI	0.311	0.15
sp|P76268|KDGR_ECOLI	0.008	0.578
sp|P00363|FRDA_ECOLI	-1.862	0.0
sp|Q46829|BGLA_ECOLI	-0.019	0.889
sp|P32695|DUSA_ECOLI	-0.456	0.031
sp|P0A6K3|DEF_ECOLI	-0.171	0.661
sp|P0AA10|RL13_ECOLI	-0.41	0.0002291
sp|P0A6P1|EFTS_ECOLI	-0.095	0.011
sp|P0ADZ7|YAJC_ECOLI	0.688	0.001
sp|P0A9H7|CFA_ECOLI	-0.188	0.958
sp|P23827|ECOT_ECOLI	-0.156	0.751
sp|P75694|YAHO_ECOLI	0.975	7.229e-10
sp|P26646|ACUI_ECOLI	0.179	0.109
sp|P0ADV5|YHBW_ECOLI	-0.355	0.237
sp|P0AE18|MAP1_ECOLI	0.07	0.223
sp|P76569|YFGD_ECOLI	-0.295	0.351
sp|P0A6U8|GLGA_ECOLI	0.254	0.023
sp|P77735|YAJO_ECOLI	0.223	0.008
sp|P0A9M0|LON_ECOLI	-0.009	0.957
sp|P27434|RODZ_ECOLI	0.345	0.006
sp|P76270|MSRC_ECOLI	0.27	0.003
sp|P0AGF2|CSDE_ECOLI	0.39	0.079
sp|P0A8C4|YGFB_ECOLI	0.192	0.405
sp|Q46948|YAJL_ECOLI	0.307	0.052
sp|P0A7K2|RL7_ECOLI	-0.01	0.479
sp|Q93K97|ADPP_ECOLI	0.539	0.009
sp|P60595|HIS5_ECOLI	0.222	0.293
sp|P0ADE6|KBP_ECOLI	0.945	0.0
sp|P0ADQ7|YGAM_ECOLI	0.576	0.009
sp|P0ACC3|ERPA_ECOLI	-0.153	0.096
sp|P0AG84|YGHA_ECOLI	1.308	4.441e-16
sp|P0AG80|UGPB_ECOLI	0.51	7.055e-09
sp|P39401|OPGB_ECOLI	-0.79	2.528e-05
sp|P0ACP1|CRA_ECOLI	-0.099	0.479
sp|P07003|POXB_ECOLI	0.923	1.91e-14
sp|P76193|YNHG_ECOLI	1.406	1.172e-13
sp|P33219|YEBF_ECOLI	0.014	0.777
sp|P0A8W8|YFBU_ECOLI	0.342	0.002
