protein	log2FC	p-val
sp|P0A6I0|KCY_ECOLI	-0.149	0.185
sp|P68739|NFI_ECOLI	0.855	0.0005524
sp|P0AF12|MTNN_ECOLI	0.14	0.181
sp|P22188|MURE_ECOLI	-0.167	0.028
sp|P0AAG0|DPPD_ECOLI	0.976	4.441e-16
sp|P0A6V1|GLGC_ECOLI	0.62	1.933e-07
sp|P37750|WBBJ_ECOLI	0.624	0.036
sp|P0A7J7|RL11_ECOLI	-0.289	0.0003898
sp|P0AEE5|DGAL_ECOLI	3.926	0.0
sp|P25522|MNME_ECOLI	0.08	0.434
sp|P17854|CYSH_ECOLI	-0.06	0.109
sp|P69801|PTNC_ECOLI	0.297	0.44
sp|P08957|T1MK_ECOLI	-0.409	3.455e-06
sp|P10371|HIS4_ECOLI	-0.326	0.002
sp|P09831|GLTB_ECOLI	-0.272	1.243e-14
sp|P0AEN8|FUCM_ECOLI	0.596	0.0009573
sp|P0AF36|ZAPB_ECOLI	0.024	0.968
sp|P0A6E6|ATPE_ECOLI	0.13	0.155
sp|P03023|LACI_ECOLI	-0.238	0.37
sp|P0A6N8|EFPL_ECOLI	-0.083	0.035
sp|P00887|AROH_ECOLI	-0.447	0.0004204
sp|P76243|YEAO_ECOLI	-0.05	0.987
sp|P0AG99|SECG_ECOLI	-0.289	0.11
sp|P0C8J6|GATY_ECOLI	1.823	0.0
sp|P0ABA4|ATPD_ECOLI	0.203	0.072
sp|P0ABU7|EXBB_ECOLI	0.267	0.033
sp|P32695|DUSA_ECOLI	-0.359	0.007
sp|P75863|YCBX_ECOLI	-0.072	0.201
sp|P0C960|EMTA_ECOLI	0.003	0.325
sp|P42620|YQJG_ECOLI	0.26	0.036
sp|P0AEM0|FKBX_ECOLI	-0.1	0.524
sp|P16676|CYSA_ECOLI	0.207	0.082
sp|P0ACP1|CRA_ECOLI	0.643	0.0004377
sp|P37005|LAST_ECOLI	-0.237	0.06
sp|P64423|ZNTB_ECOLI	1.521	1.643e-07
sp|P67087|RSMI_ECOLI	-0.073	0.676
sp|P40874|MTOX_ECOLI	-0.539	3.415e-07
sp|P77173|ZIPA_ECOLI	0.015	0.908
sp|P77775|YFCH_ECOLI	0.552	0.0001281
sp|P0A825|GLYA_ECOLI	-0.52	0.0
sp|P0A968|CSPD_ECOLI	2.268	1.625e-09
sp|P31678|OTSB_ECOLI	0.379	0.036
sp|P25894|LOIP_ECOLI	0.964	5.529e-09
sp|P0A8J8|RHLB_ECOLI	0.026	0.883
sp|P65294|YGDR_ECOLI	1.564	8.21e-07
sp|P0A759|NAGB_ECOLI	1.129	1.023e-11
sp|P0ADV9|LPTC_ECOLI	0.075	0.865
sp|P76346|MTFA_ECOLI	2.658	4.623e-12
sp|P46889|FTSK_ECOLI	-0.338	0.081
sp|P30011|NADC_ECOLI	-0.145	0.246
sp|P32125|MOBB_ECOLI	0.561	0.069
sp|P0AFI7|PDXH_ECOLI	-0.027	0.714
sp|P07001|PNTA_ECOLI	-0.384	1.523e-07
sp|P0A940|BAMA_ECOLI	0.023	0.973
sp|P32162|YIIS_ECOLI	0.096	0.763
sp|P0ACA1|YIBF_ECOLI	0.342	0.069
sp|P0CE48|EFTU2_ECOLI	-0.092	0.02
sp|Q46829|BGLA_ECOLI	0.394	0.01
sp|P77689|SUFD_ECOLI	-0.204	0.031
sp|P0ACF0|DBHA_ECOLI	0.281	0.011
sp|P0AEK2|FABG_ECOLI	-0.34	4.879e-05
sp|P0AC41|SDHA_ECOLI	0.91	0.0
sp|P39325|YTFQ_ECOLI	3.436	1.625e-09
sp|P0A9K7|PHOU_ECOLI	0.904	7.105e-15
sp|P0ABE2|BOLA_ECOLI	-0.081	0.661
sp|P0C037|PPNP_ECOLI	0.246	0.022
sp|P69786|PTGCB_ECOLI	-1.665	0.0
sp|P62620|ISPG_ECOLI	-0.048	0.454
sp|P07118|SYV_ECOLI	-0.353	1.048e-12
sp|P75960|NPD_ECOLI	0.109	0.043
sp|P76329|MPGP_ECOLI	1.685	0.0002329
sp|P0ACR9|MPRA_ECOLI	-0.132	0.477
sp|P0AG48|RL21_ECOLI	-0.182	0.416
sp|P37647|KDGK_ECOLI	0.305	0.017
sp|P04846|NLPA_ECOLI	-0.035	0.37
sp|P0A6E4|ASSY_ECOLI	-0.899	0.0
sp|P02925|RBSB_ECOLI	2.062	0.0
sp|P0A6K6|DEOB_ECOLI	0.43	0.0001262
sp|P77625|HXPA_ECOLI	0.083	0.293
sp|P0AB83|END3_ECOLI	0.13	0.807
sp|P05459|PDXB_ECOLI	-0.161	0.034
sp|P0A988|DPO3B_ECOLI	0.418	0.003
sp|P0A901|BLC_ECOLI	0.323	0.692
sp|P0A9X9|CSPA_ECOLI	-1.536	2.753e-13
sp|P0A9B6|E4PD_ECOLI	0.246	0.152
sp|P37745|RMLC_ECOLI	-0.097	0.694
sp|P77552|YDHQ_ECOLI	0.506	0.004
sp|P0AC13|DHPS_ECOLI	0.002	0.97
sp|P0A734|MINE_ECOLI	0.479	0.0001168
sp|P17993|UBIG_ECOLI	-0.046	0.246
sp|P39310|YTFB_ECOLI	-0.026	0.846
sp|P04391|OTC1_ECOLI	-0.856	7.372e-14
sp|P0AFL3|PPIA_ECOLI	0.073	0.142
sp|P0A9D2|GSTA_ECOLI	0.684	9.717e-07
sp|P0A6D7|AROK_ECOLI	-0.318	0.0002534
sp|P0AG03|UBIX_ECOLI	0.235	0.576
sp|P15067|GLGX_ECOLI	0.286	0.009
sp|P0AG93|SECF_ECOLI	0.569	3.511e-05
sp|P23886|CYDC_ECOLI	0.164	0.186
sp|P22523|MUKB_ECOLI	0.298	5.727e-06
sp|P37643|YHJE_ECOLI	-0.09	0.188
sp|P37344|PSPF_ECOLI	1.081	1.592e-06
sp|P04994|EX7L_ECOLI	0.144	0.321
sp|P0A7Z4|RPOA_ECOLI	0.024	0.022
sp|P0AG44|RL17_ECOLI	-0.554	7.08e-07
