protein	log2FC	p-val
sp|P0A9K9|SLYD_ECOLI	0.063	0.612
sp|P0C054|IBPA_ECOLI	0.105	0.802
sp|P60752|MSBA_ECOLI	-0.087	0.595
sp|P63386|MLAF_ECOLI	0.381	0.027
sp|P0A7D4|PURA_ECOLI	-0.103	0.007
sp|P24186|FOLD_ECOLI	0.044	0.412
sp|P30744|SDHM_ECOLI	0.068	0.849
sp|P0ADX1|YHFA_ECOLI	1.039	0.001
sp|P0ABD5|ACCA_ECOLI	-0.536	5.7e-10
sp|P0A9T8|YBBA_ECOLI	0.87	0.003
sp|P0C0K3|SRKA_ECOLI	0.295	0.387
sp|P06715|GSHR_ECOLI	0.128	0.166
sp|P77285|RSXG_ECOLI	-0.063	0.271
sp|P0A825|GLYA_ECOLI	-0.738	0.0
sp|P0AEC3|ARCB_ECOLI	1.061	1.074e-12
sp|P16456|SELD_ECOLI	0.775	6.384e-10
sp|Q46948|YAJL_ECOLI	0.346	0.005
sp|P0A915|OMPW_ECOLI	3.897	1.625e-09
sp|P02413|RL15_ECOLI	-0.311	0.005
sp|P31142|THTM_ECOLI	1.337	0.0
sp|P0AFX4|RSD_ECOLI	0.809	8.424e-05
sp|P0AB28|YCED_ECOLI	-0.551	0.001
sp|P75823|LTAE_ECOLI	0.652	8.972e-06
sp|P0A944|RIMI_ECOLI	-0.055	0.553
sp|P0A9A9|FUR_ECOLI	0.331	0.016
sp|P0AB65|ACYP_ECOLI	0.624	0.123
sp|P31678|OTSB_ECOLI	1.019	2.529e-06
sp|P26602|UBIC_ECOLI	0.564	0.002
sp|P0AGG4|THIO2_ECOLI	0.267	0.566
sp|P75914|YCDX_ECOLI	0.203	0.707
sp|P27298|OPDA_ECOLI	0.171	0.069
sp|P0AG67|RS1_ECOLI	-0.485	0.0
sp|P77781|MENI_ECOLI	0.183	0.475
sp|P0A879|TRPB_ECOLI	-0.462	1.221e-07
sp|P37774|YECC_ECOLI	0.01	0.956
sp|P0A799|PGK_ECOLI	0.116	0.419
sp|P0AGJ9|SYY_ECOLI	-0.373	0.003
sp|P64588|YQJI_ECOLI	-0.219	0.273
sp|P0A6X7|IHFA_ECOLI	0.057	0.252
sp|P0A905|SLYB_ECOLI	0.146	0.086
sp|P77775|YFCH_ECOLI	1.167	1.364e-09
sp|P0ACP1|CRA_ECOLI	1.395	3.642e-13
sp|P69853|DMSD_ECOLI	0.291	0.193
sp|P0A8K1|PSD_ECOLI	-0.025	0.837
sp|P64519|YODD_ECOLI	0.249	0.479
sp|P77774|BAMB_ECOLI	0.004	0.744
sp|P29018|CYDD_ECOLI	0.776	0.0001018
sp|P0A850|TIG_ECOLI	-0.669	0.0
sp|P0A9Q1|ARCA_ECOLI	0.801	9.962e-07
sp|P0A884|TYSY_ECOLI	-0.367	0.004
sp|P0AC59|GLRX2_ECOLI	0.429	3.729e-05
sp|P0A881|TRPR_ECOLI	0.384	0.058
sp|P0AA57|YOBA_ECOLI	-0.753	0.066
sp|P32132|TYPA_ECOLI	-1.212	0.0
sp|P0A8N3|SYK1_ECOLI	-0.066	0.033
sp|P39315|QOR2_ECOLI	1.002	5.58e-08
sp|P77804|YDGA_ECOLI	0.661	0.0
sp|P0A6G7|CLPP_ECOLI	0.23	0.151
sp|P23865|PRC_ECOLI	0.191	0.018
sp|P11557|DAMX_ECOLI	-0.106	0.236
sp|P76034|YCIT_ECOLI	0.559	0.005
sp|P13029|KATG_ECOLI	1.284	0.0
sp|P31134|POTG_ECOLI	0.562	0.001
sp|P0AB24|EFEO_ECOLI	-0.33	0.018
sp|P77330|BORD_ECOLI	-1.555	7.956e-08
sp|P0AFM6|PSPA_ECOLI	0.243	0.009
sp|P0A991|ALF1_ECOLI	1.794	0.0
sp|P77444|SUFS_ECOLI	0.572	3.773e-05
sp|P0A9Y6|CSPC_ECOLI	0.094	0.479
sp|P37759|RMLB1_ECOLI	-0.256	0.0003322
sp|P0ADY3|RL14_ECOLI	-0.285	0.005
sp|P0A7Y4|RNH_ECOLI	-0.338	0.318
sp|P39172|ZNUA_ECOLI	-1.775	0.0
sp|P0A9F6|GCVA_ECOLI	0.771	0.014
sp|P0ACL0|GLPR_ECOLI	0.411	0.042
sp|P69829|PTSN_ECOLI	0.208	0.477
sp|P0AE01|TRMJ_ECOLI	-0.357	0.001
sp|P31064|YEDE_ECOLI	1.919	5.283e-07
sp|P06616|ERA_ECOLI	-0.097	0.573
sp|P15082|SRLR_ECOLI	1.709	3.238e-09
sp|P0A9G4|CUER_ECOLI	0.64	0.011
sp|P33920|NDPA_ECOLI	-0.124	0.034
sp|P0ADU5|YGIW_ECOLI	0.908	2.563e-07
sp|P0ADC3|LOLC_ECOLI	-0.019	1.0
sp|P0AAG3|GLTL_ECOLI	-0.428	0.056
sp|P0ACB7|HEMY_ECOLI	0.515	5.981e-06
sp|P09148|GAL7_ECOLI	0.967	9.839e-05
sp|P64483|YEAK_ECOLI	0.387	0.073
sp|P64624|YHEO_ECOLI	0.38	0.087
sp|P21889|SYD_ECOLI	-0.178	0.001
sp|P0ABB0|ATPA_ECOLI	0.145	0.084
sp|P0A6R0|FABH_ECOLI	0.325	0.012
sp|P0A8V6|FADR_ECOLI	-0.092	0.431
sp|P61316|LOLA_ECOLI	-0.154	0.121
sp|P0A6L4|NANA_ECOLI	1.423	1.03e-09
sp|P33362|YEHZ_ECOLI	0.422	0.002
sp|P75949|NAGZ_ECOLI	0.108	0.944
sp|P69786|PTGCB_ECOLI	-2.077	0.0
sp|P00936|CYAA_ECOLI	0.369	0.584
sp|P0A6I6|COAD_ECOLI	-0.078	0.486
sp|P0A9H5|BTUR_ECOLI	0.043	0.835
sp|P0AEC0|YOAE_ECOLI	1.517	9.185e-05
sp|P0A7Z0|RPIA_ECOLI	0.141	0.115
sp|P0ADR8|PPNN_ECOLI	1.023	0.0
sp|P07862|DDLB_ECOLI	0.401	0.0008084
sp|P0A9R4|FER_ECOLI	-0.009	0.639
sp|P0A7D7|PUR7_ECOLI	0.01	0.372
sp|P0A8D6|YMDB_ECOLI	1.669	1.824e-10
sp|P64479|YDIZ_ECOLI	1.35	9.557e-05
sp|P0ACE3|HHA_ECOLI	-1.129	4.351e-05
sp|P0AED0|USPA_ECOLI	0.981	5.706e-10
