protein	log2FC	p-val
sp|P75949|NAGZ_ECOLI	-0.243	0.096
sp|P0A6A8|ACP_ECOLI	-0.297	0.117
sp|P0A9W9|YRDA_ECOLI	0.094	0.669
sp|P0AB83|END3_ECOLI	-0.381	0.068
sp|P00452|RIR1_ECOLI	-0.595	1.549e-11
sp|P18133|PNCB_ECOLI	-0.002	0.429
sp|P15082|SRLR_ECOLI	0.233	0.455
sp|P0AD49|YFIA_ECOLI	-0.01	0.128
sp|P63224|GMHA_ECOLI	0.54	5.761e-09
sp|P0AB55|YCII_ECOLI	-0.16	0.246
sp|P25665|METE_ECOLI	-0.538	0.0
sp|P75931|YCEM_ECOLI	1.397	0.0002641
sp|P52097|TILS_ECOLI	-1.293	1.859e-05
sp|P0A915|OMPW_ECOLI	1.386	4.511e-07
sp|P0A9D8|DAPD_ECOLI	-0.852	0.0
sp|P12758|UDP_ECOLI	0.788	1.55e-13
sp|P39176|ERFK_ECOLI	0.702	0.0006782
sp|P12995|BIOA_ECOLI	0.906	0.001
sp|P77434|ALAC_ECOLI	0.572	0.0006079
sp|P0AG07|RPE_ECOLI	0.463	0.01
sp|P0AFF2|NUPC_ECOLI	-1.007	8.91e-07
sp|P09147|GALE_ECOLI	0.445	3.015e-05
sp|P0ACE7|HINT_ECOLI	0.362	0.003
sp|P0ADV5|YHBW_ECOLI	0.476	0.068
sp|P00935|METB_ECOLI	-0.842	2.975e-12
sp|P0A6C5|ARGA_ECOLI	-0.484	7.31e-08
sp|P0A9U3|YBIT_ECOLI	-0.354	0.0008434
sp|P0A968|CSPD_ECOLI	1.931	7.164e-05
sp|P25535|UBII_ECOLI	0.112	0.66
sp|P0AG99|SECG_ECOLI	-0.482	0.013
sp|P08957|T1MK_ECOLI	-0.008	0.596
sp|P0A707|IF3_ECOLI	-0.064	0.299
sp|P06992|RSMA_ECOLI	0.181	0.269
sp|P23908|ARGE_ECOLI	-0.786	4.441e-16
sp|P05055|PNP_ECOLI	-0.17	0.0006394
sp|P0ABN5|DCUA_ECOLI	-0.49	0.001
sp|P03004|DNAA_ECOLI	0.121	0.404
sp|P02925|RBSB_ECOLI	1.472	0.0
sp|P0ABA4|ATPD_ECOLI	0.443	0.001
sp|P76491|5DNU_ECOLI	-0.147	0.239
sp|P0ABU5|ELBB_ECOLI	0.547	0.002
sp|P69503|APT_ECOLI	-0.46	0.006
sp|P67080|PLPHP_ECOLI	0.425	0.0005311
sp|P0AET2|HDEB_ECOLI	1.297	2.33e-06
sp|P00561|AK1H_ECOLI	-1.173	0.0
sp|P0A7L0|RL1_ECOLI	-0.267	0.0001382
sp|P37128|NUDK_ECOLI	0.104	0.619
sp|P0A9W6|IBAG_ECOLI	-0.709	0.019
sp|P0AAB6|GALF_ECOLI	0.48	1.515e-05
sp|P25894|LOIP_ECOLI	0.79	1.571e-05
sp|P03841|MALM_ECOLI	0.774	3.395e-06
sp|P0A8N3|SYK1_ECOLI	-0.202	0.0002789
sp|P06129|BTUB_ECOLI	0.417	1.1e-07
sp|P77171|YDCI_ECOLI	0.884	3.419e-07
sp|P36767|RDGC_ECOLI	0.163	0.134
sp|P0A9C3|GALM_ECOLI	0.345	0.001
sp|P0AB61|YCIN_ECOLI	0.154	0.155
sp|P0AEI1|MIAB_ECOLI	0.186	0.046
sp|P0A6Q6|FABZ_ECOLI	-0.241	0.638
sp|P61320|LOLB_ECOLI	0.47	0.002
sp|P0ABD5|ACCA_ECOLI	0.171	0.088
sp|P0AFC3|NUOA_ECOLI	-0.465	0.097
sp|P0AGG2|TESB_ECOLI	0.241	0.068
sp|P60716|LIPA_ECOLI	0.488	7.599e-06
sp|P21420|NMPC_ECOLI	0.943	0.022
sp|P38521|YGGL_ECOLI	0.077	0.524
sp|P0AFG0|NUSG_ECOLI	0.149	0.864
sp|P76149|SAD_ECOLI	-0.105	0.432
sp|P25437|FRMA_ECOLI	1.003	0.0
sp|P0A7F9|QUEA_ECOLI	0.028	0.818
sp|P0A855|TOLB_ECOLI	-0.045	0.707
sp|Q46857|DKGA_ECOLI	-0.246	0.071
sp|P39286|RSGA_ECOLI	0.154	0.188
sp|P0A9R7|FTSE_ECOLI	0.212	0.028
sp|P16701|CYST_ECOLI	-0.335	0.404
sp|P00803|LEP_ECOLI	-0.085	0.138
sp|P33570|TKT2_ECOLI	0.627	4.053e-10
sp|P0ADT8|YGIM_ECOLI	-0.053	0.814
sp|P0A6J1|CYSC_ECOLI	0.034	0.586
sp|P46130|YBHC_ECOLI	-0.241	0.0002824
sp|P0ACI0|ROB_ECOLI	-0.061	0.308
sp|P37760|RMLD_ECOLI	0.033	0.531
sp|P13000|BIOD1_ECOLI	0.228	0.142
sp|P0A6Q3|FABA_ECOLI	-0.092	0.021
sp|Q47147|YAFJ_ECOLI	0.543	0.005
sp|P76027|OPPD_ECOLI	0.146	0.563
sp|P0AG14|SOHB_ECOLI	-0.084	0.309
sp|P0AF03|MOG_ECOLI	0.91	1.341e-06
sp|P0ABS8|HOLE_ECOLI	0.057	0.985
