protein	log2FC	p-val
sp|P0AC19|FOLX_ECOLI	0.053	0.557
sp|P09030|EX3_ECOLI	-0.477	0.0004793
sp|P21169|DCOR_ECOLI	-0.28	0.007
sp|P22333|ADD_ECOLI	0.084	0.476
sp|P0AEN1|FRE_ECOLI	0.298	0.033
sp|P23930|LNT_ECOLI	0.351	0.495
sp|P0ADB1|OSME_ECOLI	0.496	0.342
sp|P0A744|MSRA_ECOLI	7.887e-05	0.661
sp|P0AFM6|PSPA_ECOLI	-0.551	3.157e-07
sp|P0ADW3|YHCB_ECOLI	-0.181	0.353
sp|P0AFG6|ODO2_ECOLI	0.633	3.553e-14
sp|P45577|PROQ_ECOLI	0.165	0.875
sp|P0A9G6|ACEA_ECOLI	2.209	0.0
sp|P0AC13|DHPS_ECOLI	0.135	0.268
sp|P0AFD6|NUOI_ECOLI	1.09	2.22e-15
sp|P0AC38|ASPA_ECOLI	4.832	0.0
sp|P0AG20|RELA_ECOLI	0.51	0.0005809
sp|P37744|RMLA1_ECOLI	0.211	0.102
sp|P0ADU5|YGIW_ECOLI	0.905	1.964e-09
sp|P0AB58|LAPB_ECOLI	1.605	4.264e-06
sp|P0AF50|YJBR_ECOLI	0.648	0.0003138
sp|P30958|MFD_ECOLI	0.352	0.0001951
sp|P75913|GHRA_ECOLI	0.174	0.143
sp|P77695|GNSB_ECOLI	0.091	0.362
sp|P31060|MODF_ECOLI	-0.218	0.035
sp|P18956|GGT_ECOLI	0.953	0.0
sp|P76243|YEAO_ECOLI	0.289	0.111
sp|P69423|TATC_ECOLI	0.179	0.726
sp|P37595|IAAA_ECOLI	0.417	0.133
sp|P0ADP9|YIHD_ECOLI	-0.304	0.014
sp|P25524|CODA_ECOLI	0.181	0.27
sp|P0AAR3|YBAK_ECOLI	-0.57	0.001
sp|P0A705|IF2_ECOLI	0.09	0.038
sp|P76507|YFDI_ECOLI	0.202	0.223
sp|P0A8B2|YFCN_ECOLI	0.177	0.369
sp|P75949|NAGZ_ECOLI	-0.071	0.075
sp|P0A9W6|IBAG_ECOLI	-1.107	0.001
sp|P21369|PNCA_ECOLI	0.42	0.204
sp|P0AFT2|YECS_ECOLI	-0.242	0.405
sp|P0C0L2|OSMC_ECOLI	0.286	0.32
sp|P76346|MTFA_ECOLI	3.141	1.501e-13
sp|P77756|QUEC_ECOLI	-0.109	0.223
sp|P0A7V8|RS4_ECOLI	-0.158	0.034
sp|P0ACF8|HNS_ECOLI	0.473	2.187e-05
sp|P63284|CLPB_ECOLI	0.574	0.0
sp|P0A780|NUSB_ECOLI	0.238	0.526
sp|P23827|ECOT_ECOLI	0.475	0.117
sp|P0AFY8|SEQA_ECOLI	-0.341	0.007
sp|P0A742|MSCL_ECOLI	-0.131	0.308
sp|P0A8I3|YAAA_ECOLI	-0.253	0.006
sp|P0A8G9|EX7S_ECOLI	0.327	0.106
sp|P08395|SPPA_ECOLI	0.034	0.877
sp|P08373|MURB_ECOLI	0.234	0.22
sp|P24171|DCP_ECOLI	0.31	4.556e-05
sp|P39325|YTFQ_ECOLI	4.518	1.625e-09
sp|P0A8W5|YQGE_ECOLI	0.036	0.685
sp|P30750|METN_ECOLI	-0.267	0.005
sp|P24215|UXUA_ECOLI	1.942	0.0
sp|P0AAI3|FTSH_ECOLI	-0.036	0.086
sp|P37902|GLTI_ECOLI	1.127	0.0
sp|P28635|METQ_ECOLI	-0.515	3.254e-12
sp|P77243|PRPD_ECOLI	-0.648	0.019
sp|P76372|WZZB_ECOLI	-0.299	0.011
sp|P60651|SPEB_ECOLI	0.327	0.111
sp|P30749|MOAE_ECOLI	-0.544	0.0001837
sp|P04425|GSHB_ECOLI	0.025	0.87
sp|P30859|ARTI_ECOLI	0.909	0.0
sp|P0A790|PAND_ECOLI	-0.555	0.039
sp|P0AEK2|FABG_ECOLI	-0.265	0.002
sp|P36562|COBT_ECOLI	0.117	0.571
sp|P0A707|IF3_ECOLI	-0.31	0.0001516
sp|P39099|DEGQ_ECOLI	0.464	1.538e-06
sp|P0AES6|GYRB_ECOLI	0.077	0.19
sp|P30178|HCXB_ECOLI	-0.547	5.618e-07
sp|P0A915|OMPW_ECOLI	3.343	1.625e-09
sp|P17952|MURC_ECOLI	-0.316	0.003
sp|P76535|MURQ_ECOLI	2.171	4.712e-13
sp|Q46845|YGHU_ECOLI	1.036	2.22e-16
sp|P0A9C5|GLN1B_ECOLI	-1.243	0.0
sp|P0ABB0|ATPA_ECOLI	0.386	1.231e-09
sp|P0AAB6|GALF_ECOLI	-0.21	0.027
sp|P06966|DICA_ECOLI	0.909	0.096
sp|P76015|DHAK_ECOLI	0.925	6.302e-10
sp|P0A9A6|FTSZ_ECOLI	-0.436	4.074e-12
sp|P62623|ISPH_ECOLI	0.169	0.62
sp|P0ADC1|LPTE_ECOLI	0.047	0.906
sp|P75849|GLO22_ECOLI	0.031	0.939
sp|P10371|HIS4_ECOLI	-0.784	3.844e-12
sp|P07913|TDH_ECOLI	1.099	7.263e-07
sp|P0AG51|RL30_ECOLI	-0.402	0.0006008
sp|P0C8J8|GATZ_ECOLI	2.741	0.0
sp|P69908|DCEA_ECOLI	1.745	3.181e-12
sp|P0AGK8|ISCR_ECOLI	-0.092	0.583
sp|P0AC47|FRDB_ECOLI	4.267	1.625e-09
sp|P06960|OTC2_ECOLI	-0.871	0.0001
sp|P0ACL9|PDHR_ECOLI	-0.146	0.755
sp|P0A8J2|DNAT_ECOLI	-0.166	0.341
sp|P42593|FADH_ECOLI	2.972	0.0
sp|P25397|TEHB_ECOLI	-0.367	0.053
sp|P68679|RS21_ECOLI	-0.543	8.623e-06
sp|P77526|YFCG_ECOLI	0.394	0.198
sp|P0AFF2|NUPC_ECOLI	-0.081	0.84
sp|P0AFP6|GCH1L_ECOLI	0.332	0.066
sp|P0A7E9|PYRH_ECOLI	0.165	0.253
sp|P0A8G3|UXAC_ECOLI	1.794	0.0
sp|P0A894|RAPZ_ECOLI	0.537	2.473e-06
sp|P0AFX4|RSD_ECOLI	0.859	8.188e-05
sp|P12994|YBHB_ECOLI	0.675	0.0004259
sp|P0A9W0|ULAR_ECOLI	1.059	0.004
sp|P0A6Y1|IHFB_ECOLI	0.097	0.836
sp|P0AG18|PURE_ECOLI	-0.836	2.721e-06
sp|P0A7E5|PYRG_ECOLI	-0.073	0.0003121
sp|P0AFB8|NTRC_ECOLI	-1.799	0.0
sp|P67087|RSMI_ECOLI	-0.226	0.021
sp|P00803|LEP_ECOLI	0.103	0.721
sp|P35340|AHPF_ECOLI	0.358	3.233e-08
sp|P21151|FADA_ECOLI	3.631	0.0
sp|P08200|IDH_ECOLI	0.364	1.344e-05
sp|P0AFJ1|YJDM_ECOLI	1.338	2.717e-07
sp|P0AEQ1|GLCG_ECOLI	2.111	1.865e-08
sp|P0AAZ4|RARA_ECOLI	0.435	0.189
sp|P0AFG3|ODO1_ECOLI	0.982	0.0
sp|P0A9B2|G3P1_ECOLI	-0.473	0.0
sp|P08179|PUR3_ECOLI	-0.331	0.005
sp|P0AAD6|SDAC_ECOLI	1.005	0.005
sp|P22256|GABT_ECOLI	1.502	0.0
sp|P0AG93|SECF_ECOLI	0.552	0.0003669
sp|P00561|AK1H_ECOLI	-0.54	0.0
sp|P76187|YDHF_ECOLI	0.857	1.163e-05
sp|P0AD05|YECA_ECOLI	0.444	0.004
sp|P04846|NLPA_ECOLI	-0.362	0.0001577
sp|P04079|GUAA_ECOLI	-0.521	0.0
sp|P0A734|MINE_ECOLI	0.42	0.0002234
sp|P0AF03|MOG_ECOLI	1.172	3.653e-11
sp|P06961|CCA_ECOLI	0.571	0.002
sp|P77689|SUFD_ECOLI	-0.245	0.004
sp|P0A9M8|PTA_ECOLI	0.243	0.003
sp|P75797|GSIB_ECOLI	0.564	3.14e-06
sp|P37329|MODA_ECOLI	1.133	0.0
sp|P42588|PAT_ECOLI	1.181	7.049e-10
sp|P18335|ARGD_ECOLI	-0.754	0.0
sp|P0AGG4|THIO2_ECOLI	0.264	0.652
sp|P06999|PFKB_ECOLI	0.296	0.0002252
sp|P0A6B7|ISCS_ECOLI	-0.249	1.369e-05
sp|P0A9H5|BTUR_ECOLI	0.173	0.957
sp|P33018|SFGH2_ECOLI	1.548	9.555e-09
sp|P75876|RLMI_ECOLI	-0.115	0.349
