protein	log2FC	p-val
sp|P64534|RCNB_ECOLI	-0.003	0.839
sp|P0ADG4|SUHB_ECOLI	-0.141	0.164
sp|P23843|OPPA_ECOLI	-0.788	0.0
sp|P07012|RF2_ECOLI	0.242	0.1
sp|P64503|YEBV_ECOLI	1.601	2.394e-06
sp|P45748|TSAC_ECOLI	0.557	0.0007174
sp|P61316|LOLA_ECOLI	-0.215	0.08
sp|P0A9X4|MREB_ECOLI	-0.084	0.586
sp|P23830|PSS_ECOLI	0.14	0.567
sp|P31441|ADEC_ECOLI	-0.263	0.254
sp|P38489|NFSB_ECOLI	-0.317	0.024
sp|P0AA39|RLUC_ECOLI	-0.045	0.435
sp|P02358|RS6_ECOLI	0.064	0.851
sp|P08390|USG_ECOLI	-0.088	0.131
sp|P31120|GLMM_ECOLI	-0.512	5.229e-07
sp|P36979|RLMN_ECOLI	-0.167	0.178
sp|P0A8V6|FADR_ECOLI	-0.321	0.033
sp|P0AG40|RIBF_ECOLI	-0.101	0.457
sp|P0A9R4|FER_ECOLI	0.435	0.025
sp|P69783|PTGA_ECOLI	-0.136	0.007
sp|P27833|WECE_ECOLI	-0.066	0.491
sp|P31460|DGOR_ECOLI	-0.075	0.737
sp|P21367|YCAC_ECOLI	-0.229	0.135
sp|Q47150|DINJ_ECOLI	-0.049	0.762
sp|P0A6Q6|FABZ_ECOLI	-0.493	0.0009339
sp|P0AFD6|NUOI_ECOLI	-0.301	0.004
sp|P69853|DMSD_ECOLI	0.458	0.058
sp|P30871|3PASE_ECOLI	-0.266	0.087
sp|P0AC38|ASPA_ECOLI	1.468	0.0
sp|P00909|TRPC_ECOLI	-0.219	0.034
sp|P0AC33|FUMA_ECOLI	1.125	0.0
sp|P0ACZ4|EVGA_ECOLI	1.85	6.227e-07
sp|P63284|CLPB_ECOLI	0.39	2.084e-09
sp|P0A8W2|SLYA_ECOLI	0.347	0.209
sp|P60757|HIS1_ECOLI	-0.248	0.024
sp|P0AG86|SECB_ECOLI	-0.182	0.161
sp|P12281|MOEA_ECOLI	0.176	0.758
sp|P77485|CUSS_ECOLI	2.051	0.0
sp|P0ADP9|YIHD_ECOLI	-0.258	0.018
sp|P75779|YBIX_ECOLI	-0.401	0.288
sp|P0AD10|YECJ_ECOLI	-0.25	0.087
sp|P29013|YCGB_ECOLI	-0.078	0.713
sp|P03007|DPO3E_ECOLI	-0.028	0.931
sp|P03841|MALM_ECOLI	-0.981	4.804e-09
sp|P0A9M0|LON_ECOLI	-0.252	1.434e-06
sp|P10408|SECA_ECOLI	-0.286	0.0001258
sp|P0A993|F16PA_ECOLI	1.263	0.0
sp|P22255|CYSQ_ECOLI	0.15	0.422
sp|P75767|GNGF_ECOLI	-0.482	0.108
sp|P39411|NCPP_ECOLI	-0.189	0.671
sp|P0C0S1|MSCS_ECOLI	-0.39	0.01
sp|P0AFG6|ODO2_ECOLI	0.793	6.35e-14
sp|P0AEF8|DPPB_ECOLI	0.04	1.0
sp|P07395|SYFB_ECOLI	-0.17	0.005
sp|P0AF03|MOG_ECOLI	-0.021	0.85
sp|P0AGJ5|YFIF_ECOLI	0.053	0.562
