protein	log2FC	p-val
sp|P05637|APAH_ECOLI	0.069	0.796
sp|P21420|NMPC_ECOLI	0.587	0.072
sp|P24202|MRR_ECOLI	0.195	0.433
sp|P0A7F6|SPED_ECOLI	0.27	0.085
sp|P0A7N9|RL33_ECOLI	0.03	1.0
sp|P39315|QOR2_ECOLI	0.896	0.0005787
sp|P60472|UPPS_ECOLI	-0.365	0.224
sp|P33355|YEHS_ECOLI	0.16	0.6
sp|P0ACJ0|LRP_ECOLI	-0.033	0.317
sp|P39337|YJGM_ECOLI	0.0001927	0.941
sp|P0AA91|YEAY_ECOLI	-0.398	0.032
sp|P0AAI3|FTSH_ECOLI	-0.256	0.0007828
sp|P77399|FADJ_ECOLI	0.15	0.362
sp|P0AF70|YJEI_ECOLI	0.128	0.906
sp|P0A9W3|ETTA_ECOLI	-0.354	4.631e-06
sp|P76550|YFFS_ECOLI	0.393	0.04
sp|P27298|OPDA_ECOLI	0.193	0.068
sp|P0AB28|YCED_ECOLI	-0.622	0.000317
sp|P21829|YBHA_ECOLI	-0.342	0.115
sp|P0A832|SSRP_ECOLI	-0.223	0.382
sp|P69425|TATB_ECOLI	-0.381	0.005
sp|P23865|PRC_ECOLI	-0.106	0.129
sp|P0A7A9|IPYR_ECOLI	-0.005	0.524
sp|P77444|SUFS_ECOLI	-0.074	0.518
sp|P63228|GMHBB_ECOLI	0.282	0.126
sp|P0A7W7|RS8_ECOLI	-0.095	0.23
sp|P0AEQ3|GLNH_ECOLI	-0.352	5.108e-05
sp|Q57261|TRUD_ECOLI	-0.293	0.002
sp|P0A8J8|RHLB_ECOLI	-0.075	0.351
sp|P06992|RSMA_ECOLI	0.227	0.239
sp|Q2M7R5|YIBT_ECOLI	-0.56	0.062
sp|P24173|RFAC_ECOLI	-0.229	0.74
sp|P26612|AMY2_ECOLI	0.415	0.037
sp|P0A784|ORN_ECOLI	0.243	0.062
sp|P76536|YFEX_ECOLI	-0.071	0.78
sp|P23869|PPIB_ECOLI	0.056	0.778
sp|P76576|YFGM_ECOLI	-0.058	0.993
sp|P06971|FHUA_ECOLI	0.019	0.433
sp|P0AGE0|SSB_ECOLI	-0.394	0.012
sp|P16700|CYSP_ECOLI	-0.094	0.331
sp|P31806|NNR_ECOLI	0.319	0.116
sp|P67910|HLDD_ECOLI	-0.004	0.42
sp|P52108|RSTA_ECOLI	0.324	0.183
sp|P77434|ALAC_ECOLI	0.199	0.371
sp|P0A8F0|UPP_ECOLI	-0.184	0.077
sp|P12282|MOEB_ECOLI	0.419	0.208
sp|P0ADK8|YIBL_ECOLI	-0.738	0.002
sp|P0AAI9|FABD_ECOLI	0.374	0.018
sp|P10346|GLNQ_ECOLI	-0.328	0.033
sp|P0AA16|OMPR_ECOLI	-0.285	0.011
sp|P31663|PANC_ECOLI	0.024	0.859
sp|P63417|YHBS_ECOLI	-0.426	0.011
sp|P18133|PNCB_ECOLI	-0.399	3.84e-06
sp|P0A6U3|MNMG_ECOLI	0.125	0.559
sp|P0A7D4|PURA_ECOLI	0.036	0.661
sp|P0AEW4|CPDA_ECOLI	-0.086	0.379
sp|P0A729|NTPPB_ECOLI	0.641	8.86e-05
sp|P0A9L5|PPIC_ECOLI	-0.245	0.352
sp|P0A7K6|RL19_ECOLI	-0.136	0.283
sp|P15639|PUR9_ECOLI	-0.915	0.0
sp|P00894|ILVH_ECOLI	-0.385	0.0001338
sp|P0AC16|FOLB_ECOLI	-0.1	0.925
sp|P36562|COBT_ECOLI	-0.02	1.0
sp|P76506|MLAA_ECOLI	-0.193	0.234
sp|P0A8U6|METJ_ECOLI	0.404	0.025
sp|P0ABT5|DUSB_ECOLI	0.121	0.163
sp|P64602|MLAB_ECOLI	-0.031	0.836
sp|P15977|MALQ_ECOLI	-0.434	0.026
sp|P30847|BAES_ECOLI	0.004	0.79
sp|P0A8P3|FETP_ECOLI	-0.411	0.003
sp|P77570|ANMK_ECOLI	0.081	1.0
sp|P0A6K6|DEOB_ECOLI	0.651	7.659e-08
sp|P0AG18|PURE_ECOLI	-0.667	0.0001268
sp|P0A7I0|RF1_ECOLI	-0.505	0.0009191
sp|P0AEH3|ELAA_ECOLI	0.319	0.261
sp|P07862|DDLB_ECOLI	-0.039	0.689
sp|P0ABU0|MENB_ECOLI	0.339	0.021
sp|P0AAN5|YAIA_ECOLI	0.045	0.884
sp|P09996|YIDB_ECOLI	0.271	0.316
sp|P0A796|PFKA_ECOLI	0.44	0.001
sp|P0A6L9|HSCB_ECOLI	0.029	0.869
sp|P75949|NAGZ_ECOLI	0.004	0.9
sp|P0ABJ1|CYOA_ECOLI	-0.387	0.0006582
sp|P68206|YJBJ_ECOLI	0.797	0.044
sp|P33136|OPGG_ECOLI	-0.322	5.928e-06
