protein	log2FC	p-val
Q1RFS8	-0.089	0.39
P08312	-0.325	0.002
P0A9M8	0.321	0.006
B7LRS7	-0.111	0.453
P00935	0.052	0.65
P75780	2.5	2.304e-05
B7N9Q7	0.029	1.0
P0AAT7	-0.454	0.261
P0AG95	-0.347	0.382
P0AEZ1	-0.082	0.437
P25536	-0.045	0.812
Q1R6H2	-0.045	0.963
P06612	-0.083	0.568
P77788	0.142	0.863
P64506	0.186	0.906
P15977	-0.298	0.003
P00904	-0.355	0.021
P0AGJ3	-0.355	0.482
B7LMQ3	1.684	7.518e-06
P0A6C7	-0.449	0.13
P75782	-0.066	0.641
B7LSC7	-0.765	0.142
P39177	5.259	0.0
B7NQG9	-0.112	0.332
P27302	-0.042	0.834
B1IUH4	-0.602	0.001
B1IW23	-0.271	0.227
P0CF13	-2.711	2.168e-06
Q1RFC4	-0.228	0.37
P0ADU3	0.502	0.074
Q8XE76	-0.235	0.114
P39173	0.413	0.037
Q8X647	-0.082	0.745
P0AFX2	0.149	0.33
P58057	0.341	0.565
P25894	0.665	0.0008356
Q0TAE8	0.085	0.977
P0AAC2	3.096	2.22e-15
B7LVZ2	0.513	0.002
Q1RD68	-0.752	0.006
P64555	-0.03	0.659
P77529	-0.643	0.227
P0ABU3	-0.315	0.065
P21169	0.074	0.854
P0ACB9	0.107	0.751
B7LVC6	-0.229	0.08
P39377	-0.03	0.559
P39199	0.047	0.964
Q46871	1.019	0.0004843
P15286	0.193	0.866
P0A6W7	0.098	0.691
P69812	0.487	0.007
P22188	0.062	0.537
P22524	-0.087	0.452
P37634	0.035	0.89
P12281	0.163	0.529
Q8XE74	-0.134	0.579
B7LV13	0.428	0.012
Q1RAS6	1.867	0.009
P0A9J2	0.297	0.024
P10100	0.557	0.01
P11875	-0.27	0.021
P77338	0.237	0.116
Q03961	-0.477	0.0001111
P65558	0.124	0.802
P11454	2.135	0.0
P31057	0.615	0.05
B7LVU3	-0.303	0.58
P0A6V9	-0.323	0.169
P69784	1.166	7.865e-10
B7LRN6	-0.08	0.992
B7LNS3	0.981	1.966e-07
P50456	0.314	0.301
Q0TBJ4	-0.633	6.837e-06
Q0TKP7	-0.478	0.053
B7UGX2	-0.123	0.271
P0AB63	0.557	0.296
P0AGE2	0.772	0.0001243
P69805	0.732	0.002
P0AD29	0.197	0.762
P0A9T2	0.077	0.513
P77258	0.178	0.175
Q8XAW7	1.065	1.759e-13
P0A9W9	-0.23	0.103
P0AFZ4	1.01	0.017
P0A7Z2	0.84	1.367e-05
P65871	0.153	0.43
P30870	0.369	0.252
P27550	2.364	0.0
P0AG19	-0.052	0.588
P0ABQ5	2.383	0.004
P15640	-0.02	0.982
P33030	0.705	0.167
P36673	0.506	0.086
P0C0M0	-0.171	0.685
P0ACY2	0.59	0.0003386
P0ADW5	0.47	0.004
Q8FFA3	-0.118	0.836
P0A9L1	0.006	0.278
P76015	0.439	0.362
P02918	-0.305	0.031
P0A9J4	0.578	0.235
P52643	0.711	3.834e-06
P0AF51	0.935	0.006
B7LWK9	0.432	0.044
P0ACS8	-0.106	0.794
K0BE10	-0.066	0.911
P23909	-0.23	0.093
Q1R6R1	0.047	0.756
Q0TH50	0.457	0.022
B1IXM2	-0.122	0.665
P0AAS7	-1.113	0.014
B7LRQ3	-0.221	0.252
B7LPA4	-0.151	0.423
Q46920	-0.039	0.642
P18335	-0.036	0.508
P27828	-0.264	0.657
P0A9K5	0.058	0.768
P37773	-0.105	0.78
P16926	-0.37	0.167
B7LK02	0.515	0.08
P00350	-0.12	0.139
P0A8J2	0.346	0.16
P0A9Y8	-1.262	4.409e-05
P63944	-0.005	0.801
Q9XCW4	-0.545	0.019
Q46939	0.492	0.045
P69229	0.4	0.024
Q8FF30	-0.223	0.36
B1IQK7	-0.134	0.534
P00934	-0.07	0.63
Q8FG50	-0.412	0.0009677
Q8CW88	0.336	0.035
Q8FHU5	-0.633	0.04
Q8XDP0	0.718	0.006
Q1RD70	0.769	0.008
P11458	-1.136	0.001
Q46893	0.214	0.18
P51024	-0.009	0.917
P23843	0.293	0.01
P16869	2.446	0.0
B7LS46	-0.003	0.875
P0A990	-0.461	0.415
Q8X800	3.312	0.009
P31470	-1.219	0.041
B7M0C7	-0.303	0.223
P02931	-0.641	0.023
P0A6P6	-0.103	0.69
P0ACU8	1.196	9.265e-06
P67066	0.161	0.332
P24215	0.233	0.424
P46118	0.123	0.635
A8A0M6	1.722	8.26e-12
P0ADS7	2.094	7.327e-11
P0AEG5	0.434	0.085
P0A6Y7	-0.231	0.153
P0ADY0	-0.254	0.709
P00946	0.143	0.305
P75694	5.962	1.625e-09
Q8X769	2.497	0.0
Q1R2Z4	0.189	0.072
B7NUX4	-0.802	0.559
P75691	1.319	5.2e-06
P68688	0.475	0.227
Q8XAW1	-0.343	0.552
P55135	-0.655	0.159
P68919	-0.261	0.224
P11447	0.163	0.084
P0A7G0	0.463	0.668
P64605	0.802	0.000765
P30958	-0.176	0.246
P06721	-0.214	0.323
P0ADU0	0.538	0.061
P23847	0.612	3.036e-10
Q1RG25	1.907	4.903e-13
P0A957	0.546	0.045
P43672	-0.282	0.176
P45395	-0.055	0.647
Q8FDE0	-0.767	0.177
B7LK81	0.464	0.02
P31060	-0.027	0.898
P0AB90	0.091	0.605
P76113	1.851	3.538e-05
Q8XCW1	-0.019	0.858
P76172	3.426	6.736e-06
P08660	0.071	0.266
P15254	-0.007	0.551
B7NTE0	0.685	0.0001058
P77748	-0.804	7.927e-14
Q8X5U9	0.092	0.824
P0ABU8	-1.783	8.528e-05
P77171	-0.015	0.991
P0AC71	-0.007	0.947
P0AB84	-0.179	0.417
P30177	1.183	4.308e-08
P33235	-1.704	0.0
P21599	-0.171	0.086
P0AG16	-0.194	0.018
Q1R601	-0.14	0.53
P37650	0.898	0.009
P20083	-0.253	0.207
P52108	0.39	0.277
B7M1Z9	-0.236	0.003
P50457	0.006	0.979
Q1RGI8	0.201	0.26
B7LJR2	-0.215	0.656
B7LRS4	-0.675	3.494e-11
Q8X9X2	0.593	0.042
P37665	0.0009659	0.99
P76569	0.4	0.031
B7LVJ5	0.027	0.9
B7LS49	0.595	0.074
B7LRS2	-0.232	0.245
P0ABD4	4.742	4.439e-13
P0ADE7	3.556	2.308e-06
P16384	-0.231	0.644
P06149	-0.337	0.012
Q8FF70	0.209	0.286
P31142	1.567	2.473e-08
P45955	0.063	0.909
P30126	-0.428	0.003
B7MI95	-0.294	0.01
B7M3T7	-0.037	0.366
P0A8I6	-0.049	0.697
P45568	0.02	0.739
Q0TKQ4	-0.156	0.766
P0AF04	0.712	0.002
Q1R3P5	0.315	0.037
P75863	0.037	0.869
Q1R8K0	-0.23	0.503
Q8X5L8	0.589	6.118e-07
P09155	0.044	0.725
P0A838	-0.287	0.006
P0AD57	0.035	0.64
P30860	0.304	0.012
B1IZT7	0.248	0.371
P69925	0.073	0.723
P0ACG0	0.834	1.819e-06
P0AEK5	-0.094	0.943
P0AEN3	-0.912	0.0002561
Q8FH06	0.307	0.031
P0AFG9	0.023	0.985
P31554	0.111	0.407
P0AA45	0.068	0.7
B7LW69	1.289	0.029
P0AEM2	0.74	0.026
P0ABC8	0.104	0.455
Q0TCU6	-0.017	0.762
P36928	-0.116	0.893
P37671	-0.025	0.924
P0ABU1	-0.02	0.993
P64452	2.777	0.0
P0AAG8	2.514	5.693e-10
P28632	0.27	0.819
P20099	-0.133	0.61
P07023	-0.143	0.05
Q0TD14	1.253	0.005
P0AG09	0.181	0.444
B7LJW4	0.783	0.0003731
Q1RAS0	-0.129	0.632
P0AFH9	3.247	7.35e-09
P0A913	0.557	0.005
P77211	0.392	0.076
P26646	0.758	2.655e-05
P23865	-0.264	0.006
P0A9X5	-0.063	0.688
B7LK76	-0.136	0.579
Q1RAT6	-0.085	0.625
P07014	-0.015	0.739
P52644	0.434	0.131
P31806	1.502	0.0002722
Q1R627	-0.087	0.248
P0CK95	-0.019	0.81
P0AC64	0.658	0.004
P75838	-0.277	0.107
P76187	0.939	5.827e-05
B7LKB1	-0.131	0.615
B7LRT0	-0.03	0.409
P77552	0.29	0.492
B7LRT3	-0.382	0.014
B7LR33	-0.281	0.006
