protein	log2FC	p-val
Q8X8L4	0.966	0.003
P08957	-1.583	0.0
Q8XE68	0.005	0.949
P0AG32	0.142	0.346
P06959	0.07	0.797
P36673	0.524	0.089
Q1RFC8	0.125	0.697
P67653	0.058	0.922
B7LRN6	-0.103	0.938
P0AA92	2.086	1.146e-07
P02930	0.264	0.048
B7NQG9	-0.023	0.541
P0ACF6	0.167	0.559
P75746	-0.254	0.989
Q1RG95	0.485	0.104
Q1R6B0	-0.892	0.0001062
P23909	-0.305	0.013
P0AEK2	-0.019	0.966
P0A6H6	-0.245	0.1
P11875	0.02	0.713
P32157	1.014	0.005
P0AGG3	0.728	0.02
P0A903	0.32	0.002
P0A9T2	0.278	0.131
B1J0L4	0.557	0.091
P0A9S8	-0.263	0.295
P0AD51	4.592	0.0
P76537	0.48	0.027
P23878	0.547	0.048
P02925	1.955	0.0
P0C0K4	0.183	0.951
P66818	0.098	0.898
P33235	-1.665	0.0
Q46857	4.078	1.093e-10
P00909	-0.362	0.043
P21889	0.174	0.114
B7LWH0	0.488	0.032
P0AE47	-0.036	0.785
B7LVU3	-0.301	0.439
P0A9Q8	0.375	0.0004442
P0AES3	0.959	0.025
P27303	-0.088	0.562
B1IUS8	-3.796	6.535e-11
A7ZWV5	0.208	0.982
P00803	-0.012	0.86
P75821	0.018	1.0
P0AG81	4.332	1.984e-07
Q8XCB3	0.111	0.165
P0ACX3	-0.079	0.683
P0A919	0.84	0.002
P29217	1.029	1.567e-09
P07023	-0.342	0.004
P0AFJ6	0.237	0.732
P0A6P6	-0.165	0.181
P23256	0.344	0.596
P0AGL8	-0.381	0.193
P76558	0.327	0.032
B7LUL8	-0.393	0.002
Q1R8B7	-0.146	0.148
P25894	0.56	0.034
B7LLY4	-0.177	0.156
P77562	0.218	0.729
P0AB39	1.029	3.16e-06
P75863	0.056	0.794
Q8XCV1	0.268	0.363
Q8X5L8	0.759	1.264e-08
P63286	0.639	1.554e-15
P0A9I3	0.026	0.908
P25665	-0.814	0.008
P35340	-0.12	0.348
P16528	-0.184	0.544
Q8FF08	0.008	0.676
Q1RBE3	-0.173	0.529
P0AAC2	3.033	8.882e-16
P0AGG6	1.589	1.073e-07
P36938	0.269	0.08
P0AFX8	0.671	0.034
P13009	-0.781	0.0
P0AGB8	0.539	0.087
P0AF22	0.224	0.388
B7LV13	0.609	0.004
P76014	0.565	0.011
Q8XA87	-1.881	0.0
B7LVT0	0.097	0.84
P21513	0.183	0.165
P43533	-0.551	0.016
P21829	-0.963	0.002
Q8FKE1	0.949	0.083
P0A990	-0.104	0.485
P0AE13	0.256	0.222
Q1R448	0.597	0.002
Q1R3B6	0.297	0.004
P67082	0.551	0.003
P0ABD4	3.799	5.107e-14
P0A6T2	0.108	0.335
P39831	-0.068	0.431
P0A9A0	0.742	0.004
Q1R5Y2	-0.161	0.145
P25535	-0.488	0.12
B7LMR7	-0.329	0.039
P09148	0.472	0.128
P75818	2.976	1.317e-10
Q8FBM1	-0.198	0.022
Q1RCQ9	-0.742	0.001
P28304	1.785	2.858e-09
Q8X7A0	0.343	0.472
Q1RET3	-1.564	2.05e-12
A1ACN7	-0.302	0.016
P0A822	0.567	0.026
Q8X6X6	-0.324	0.499
P0AAT7	-0.844	0.01
B7LRS6	-0.816	0.004
P77806	-0.102	0.77
Q8FF30	-0.101	0.901
P0A6F2	-0.18	0.148
P0A7E2	-0.099	0.176
Q8X9J6	-0.441	0.011
P0C0V1	0.307	0.018
P0ADP0	0.122	0.529
Q8CW16	0.138	0.549
P06992	0.142	0.575
P0AEM4	-0.739	0.093
P0AG82	0.706	2.201e-05
Q8XCM4	-0.457	0.02
Q8XDP0	0.321	0.375
P15770	0.31	0.169
B1IXM2	-0.111	0.709
B7LW61	0.975	0.01
P0AEU2	0.547	1.794e-06
Q8X5V6	-0.433	0.026
P0ACP3	0.206	0.518
Q8X826	0.159	0.388
B7LLP8	-0.74	0.001
B7LRS9	-0.479	0.004
Q8X711	0.189	0.629
Q1REI5	0.289	0.072
B7LRT0	-0.167	0.162
P37147	0.784	0.116
Q8FF70	0.434	0.018
B7LVQ1	-1.394	5.445e-08
P77689	1.8	0.0004885
Q8XD03	0.424	0.0001099
Q8XBL0	0.251	0.298
Q8FCB7	1.673	3.433e-06
B7LR39	-0.201	0.873
P46118	-0.106	0.443
Q1R382	-0.159	0.478
P0AGJ6	0.05	0.818
P0A9G7	2.956	0.0
P0AFP5	-0.307	0.483
Q0TLQ8	0.75	0.021
P75830	0.127	0.682
B7LN61	0.126	0.145
P0A9M3	-0.338	0.046
Q8FHU5	-0.497	0.07
P0A9R9	-0.292	0.277
P76113	1.72	0.0002224
P0ABJ0	-0.557	0.007
P31545	-0.67	0.004
P0A6S1	-0.275	0.173
P0ADV7	0.44	0.026
P77625	0.487	0.006
Q1R996	0.326	0.046
P0A9K5	-0.061	0.646
P39310	0.903	0.004
Q1RES0	0.788	0.000547
P0ACP6	0.05	0.66
P11446	-0.295	0.022
P04951	-0.251	0.101
P0AB92	-0.377	0.001
P51981	0.352	0.358
P69784	1.36	7.017e-07
P0ADY0	0.062	1.0
P77475	-0.448	0.382
P0AD05	0.057	0.958
P37634	0.139	0.467
P06129	0.273	0.033
P29744	-2.436	4.763e-09
Q0TKP7	-0.161	0.593
B7M0C7	-0.364	0.008
B7LLI1	-0.978	0.005
P61887	0.246	0.642
Q1RAS6	1.431	0.037
B7LUL7	0.351	0.159
P0A9R5	-0.066	0.643
P0A6A5	-0.388	0.0005552
B1IUF8	-0.592	0.122
P21507	-0.054	0.642
Q0TA96	0.384	0.028
B7LVZ1	0.383	0.055
P00393	-0.214	0.244
P27302	0.022	0.996
P0ADE8	0.209	0.216
P0AC21	-1.0	8.641e-05
P0A9K7	0.47	0.101
P0AF71	0.367	0.195
B7LLY2	0.269	0.159
B7M5R7	0.055	0.802
P0ABK6	0.174	0.068
P25536	-0.064	0.423
P0AF30	0.149	0.433
P33643	-0.359	0.816
B1IW07	-1.118	1.61e-13
Q1RE41	-0.175	0.612
P69426	0.176	0.894
B7LWP4	-0.094	0.513
P0ADY2	0.167	0.174
P0A9P2	-0.055	0.321
B7NM68	0.181	0.057
P0AEJ3	3.446	7.45e-13
Q8XEJ1	0.716	0.047
P69452	2.124	2.007e-13
B7LKG5	0.158	0.437
P39173	0.483	0.017
B7LY40	0.0008231	0.783
Q8X647	-0.322	0.067
P64484	-0.38	0.154
P19624	0.047	0.766
P09030	0.41	0.082
Q8X4I9	0.617	0.447
Q1R309	-0.834	1.316e-08
P77775	1.801	6.465e-06
Q8FF72	-0.5	6.056e-05
P0DP90	-0.658	1.467e-07
Q8FL65	0.251	0.3
P43671	0.599	0.049
P37648	0.579	5.394e-06
P36683	-0.767	2.22e-16
P58422	0.386	0.109
P0AFF8	0.178	0.215
B7LVJ7	-1.403	0.0001081
Q0TAE8	0.276	0.292
P0AEY7	0.143	0.65
P75694	5.793	4.504e-11
P17315	5.079	0.0
Q8CXZ9	0.141	0.272
P0AE10	-0.143	0.218
Q1RG29	-0.234	0.214
P43329	-0.082	0.697
P0AFG5	0.113	0.146
P08331	0.573	0.054
P18196	-0.165	0.948
B7LRT3	-0.872	2.542e-05
P27550	1.981	0.0
P10100	0.455	0.063
Q0TII6	-0.329	0.294
P0A938	0.258	0.458
P03018	0.173	0.721
Q8XBJ4	1.651	0.002
P04995	-0.02	1.0
P00582	0.307	0.026
Q8X5H9	-1.565	8.176e-06
P0AB16	4.708	1.625e-09
Q0TD60	0.242	0.362
Q1RB92	0.429	0.378
P07821	1.104	0.013
B7LLY5	-0.089	0.731
P37177	-0.337	0.11
P37665	0.456	0.346
Q1RFS8	-0.049	0.508
P0A922	0.635	0.075
Q8FB22	-0.305	0.163
P22106	-0.256	0.029
P0AE07	0.33	0.021
P39099	0.627	0.018
P0AA27	0.448	0.067
P09323	1.282	0.072
P31142	1.813	4.902e-09
P31979	-0.314	0.005
Q46871	1.061	0.002
P38489	-0.262	0.131
P24228	0.157	0.768
P0A6Y7	0.178	0.531
P0ACV1	-0.139	0.48
P0AEC3	-0.003	0.971
Q8FL94	0.041	0.893
P0AD29	-0.193	0.664
P77808	0.204	0.228
P00961	-0.136	0.118
B7LUM3	0.044	0.855
Q46829	0.278	0.09
P68688	0.703	0.159
P0AEE1	0.546	0.043
P0A8Y6	0.102	0.434
Q1R4M9	-0.198	0.177
Q8XAN1	2.954	2.486e-07
Q1RG25	1.776	5.539e-11
P39337	-0.221	0.552
P36649	-0.857	2.44e-05
P77804	0.263	0.201
P0AGB1	-0.178	0.286
P0AAG1	-0.597	0.0007803
P0A9Y8	-1.624	6.161e-10
P0A9Y1	-6.067	1.625e-09
P0A8X3	-0.194	0.284
B7LNS1	0.972	7.996e-06
P31808	0.198	0.345
P69778	0.656	0.134
P10408	0.125	0.817
P0ABC5	0.103	0.47
P76506	0.429	0.186
P0AAA2	0.533	0.188
B7LNS2	1.24	0.0002776
P15640	-0.108	0.598
Q8X9Y6	-0.145	0.311
P06987	-0.036	0.734
P0AFK9	0.371	0.02
P0A906	0.51	0.254
B7LYG4	0.172	0.991
Q1RD68	-0.729	0.005
B7LRS7	0.261	0.435
B7LQD9	-0.558	0.284
P52644	0.265	0.499
B7M7R5	-0.14	0.235
P0A9X5	0.034	0.855
B7LJW4	0.724	0.101
Q8FIN9	-0.009	0.869
Q8X8L6	-0.172	0.415
P0AED2	1.387	2.023e-11
P0ADT1	0.916	0.003
P78061	-1.556	1.132e-05
Q1R981	0.034	0.631
Q1RD26	2.262	0.013
P0AE50	0.496	0.025
Q8FJ81	0.633	0.147
B7LW30	-0.019	0.988
Q1R6A3	0.784	1.805e-13
P25519	0.303	0.751
P23847	0.453	2.797e-06
P0AFI3	-0.097	0.194
P37349	0.106	0.74
P0ACS1	0.53	0.01
P0AFU8	0.532	0.02
P06721	-0.108	0.577
Q8FJQ3	-2.171	0.0
Q8XA76	0.684	0.023
P0ACM3	-0.389	0.072
P30178	-0.174	0.194
P0AEZ5	0.378	0.007
P00893	-0.144	0.154
P0AB30	-0.359	0.064
P76015	0.959	0.012
P06149	-0.154	0.216
P0AAI7	-0.024	0.914
P0A7A3	-1.093	0.007
P0A888	-0.739	0.000386
Q8XCK0	1.918	0.0001122
P30126	-0.913	2.305e-10
P0AEA9	0.309	0.156
Q8FK44	0.241	0.153
P0CB40	-0.311	0.021
Q1R3P3	-0.141	0.631
B6I5M1	-0.585	0.002
P69925	0.083	0.766
B1IRE9	-0.148	0.179
P23538	0.597	7.345e-07
P39177	4.849	0.0
Q03961	-0.709	1.244e-07
B7LS49	0.408	0.259
Q8FKM7	-0.722	0.174
P67097	0.571	0.008
Q8X926	0.528	0.011
P23839	0.599	0.0004717
P22731	-0.024	0.721
P0ACZ1	-1.229	0.0002149
P0AC61	0.456	0.059
P37647	0.066	1.0
P09551	1.455	9.521e-13
P75874	1.825	8.566e-08
P0AAV5	0.132	0.935
P31069	0.121	0.954
B7LWA9	0.036	0.726
B7LK02	0.568	0.019
Q1RC43	-0.079	0.792
P28631	-0.093	0.854
P23917	0.192	0.519
Q8XDP1	-0.631	0.006
Q1RF98	0.658	0.008
B7LUL6	0.256	0.23
B7LVK1	0.576	0.019
P0ACR6	0.389	0.649
P30863	0.58	0.143
B1IZT7	0.065	0.765
P0AC77	0.018	0.839
B7LM45	-0.578	0.068
B7LJR2	-0.444	0.13
P0ADN4	0.791	0.002
P0AG69	-0.305	0.0002859
P04994	-0.368	0.208
A7ZQ54	-0.011	0.764
B7M1Z9	-0.16	0.048
B7N8H4	-0.154	0.182
Q8FG50	-0.244	0.357
P0ACF2	0.792	5.273e-05
P0ADW5	0.887	0.0004912
P29131	-0.577	0.022
P76187	0.716	0.051
P31134	0.025	0.967
Q59385	0.116	0.873
P0A9T4	0.422	0.02
Q46769	-0.098	0.602
P0AA45	-0.334	0.115
P0ADU6	2.014	1.839e-05
P0ABE3	3.476	9.731e-09
B7LR46	-0.597	0.008
P00935	-0.064	0.638
P06971	1.493	0.0
B7LRN4	0.37	0.305
P0AFY9	0.212	0.449
P39315	0.565	0.099
B1IQV0	-0.257	0.006
P67066	-0.149	0.404
B7LUS2	-0.859	0.046
Q8XA82	-0.154	0.386
P0AC34	-0.369	0.0004101
P15031	0.394	0.3
P0AFQ9	-0.464	0.049
P0A6V9	0.01	0.883
B7LKC0	-0.002	0.908
P0A7I6	-0.273	0.322
P31433	0.803	0.09
Q1R2Z4	0.172	0.17
P0C0S2	-0.426	0.029
P0AES7	-0.229	0.015
P17952	0.207	0.417
B7LK80	-0.113	0.444
P64598	0.381	0.015
P06610	0.496	0.029
P76272	-0.293	0.281
Q8FH99	0.694	0.003
P24215	0.117	0.662
B7MDH8	0.166	0.245
B7LR33	-0.253	0.005
P45748	0.325	0.17
Q1R3A2	0.191	0.663
B7LWK3	-4.402	3.216e-09
P16384	-0.361	0.3
P15977	-0.445	0.001
Q8FCU4	2.432	0.0
P25888	-0.494	0.038
B7LS40	1.18	0.006
B6I4S1	0.301	0.346
Q1R633	-1.086	1.432e-09
P24175	0.371	0.272
Q1RFC4	-0.096	0.614
B7NTE0	0.402	0.027
Q8FIS3	0.017	0.911
P36879	-0.541	0.044
B7LRT2	-0.689	0.003
P76403	-0.443	0.007
Q1R6C9	0.07	0.814
Q0TH50	0.854	0.0001697
P37613	-0.143	0.745
P0A908	0.23	0.893
P0CK95	0.236	0.783
B7LKT5	0.86	0.0002215
P08142	-0.077	0.525
P64613	-0.251	0.501
P21599	0.246	0.105
P64431	0.404	0.073
P0AB63	1.259	0.0002204
B7M3T7	0.726	0.034
C6UCN7	-0.628	3.842e-10
B7LJQ3	-1.639	1.765e-07
P42216	-0.638	0.034
Q47334	-0.55	0.0007319
P0AC54	-0.01	0.778
B7LKT3	-0.061	0.58
P00904	-0.736	9.364e-09
B7LUR5	1.191	0.001
P77171	0.088	1.0
P0A992	1.156	0.0002201
Q8FE27	0.104	0.885
Q1R627	-0.878	0.006
Q1RDU1	-0.373	0.109
P32131	-0.59	0.006
P45395	0.045	0.519
P07001	0.181	0.349
B7LWB7	0.819	0.018
P52643	0.823	2.192e-05
Q0T9N1	-0.144	0.315
P0AG78	-0.361	0.229
P30125	-0.358	0.001
P24182	-0.128	0.159
P0ACA5	0.014	0.709
Q1RF97	-1.167	1.443e-14
P05041	-0.399	0.041
B7LVL1	0.282	0.194
P0AG95	-0.069	0.566
P23883	-0.261	0.726
Q8FJ74	0.927	0.007
B7LUW7	-0.812	0.002
Q8X8B5	0.037	0.893
P76223	0.139	0.488
Q0TDS9	-0.478	0.111
P0AAB7	0.501	0.013
P0AG09	0.253	0.202
B7LK04	0.633	0.002
Q1R624	-0.641	0.005
B7NUY4	-0.854	0.028
P76104	-1.349	8.541e-09
Q0TFG0	-0.12	0.279
P0ABU5	0.176	0.077
P77522	1.378	0.001
P42599	1.39	0.063
P52119	-0.171	0.546
B7LUZ7	-0.068	0.728
B7LPB9	-0.102	0.554
P69805	0.526	0.115
P0AGJ8	0.523	0.226
P37330	2.384	1.132e-14
Q8X8V9	0.302	0.014
P22256	1.933	1.745e-08
P07024	0.748	1.179e-05
B1ITG7	-0.335	0.0001024
Q0TKQ3	-0.468	0.126
Q8X4S5	0.275	0.206
P37759	-0.097	0.476
P77774	-0.203	0.057
P0A9F5	-0.823	0.014
Q8X5Z7	0.952	0.236
Q1REF1	0.211	0.728
B7LXH5	-0.596	0.0002088
Q8XCX2	-0.326	0.0002844
P0A9L3	-0.023	0.629
Q8XC50	-1.572	0.0
P37313	-0.401	0.008
P0AD62	-0.143	0.076
P0A9G9	-0.266	0.156
B7LLS4	-0.169	0.941
P0ACV7	0.621	0.051
P24205	-0.058	0.928
P0A911	0.775	8.382e-06
P0AC04	0.408	0.03
P0AD98	0.538	5.033e-06
P09053	-0.127	0.508
B7LSB7	0.599	0.017
P09151	-0.775	0.0
Q1RG10	0.102	0.576
P0ACE8	0.766	0.136
P77737	-0.423	0.022
B7LJI7	-0.514	0.041
P0AG29	0.197	0.482
P76536	-0.989	0.0007863
Q1RF28	-0.33	0.379
P00861	-0.255	0.063
P0AB84	-0.37	0.28
P58237	0.322	0.1
P0A744	1.368	4.145e-07
B7LSM7	-0.781	0.001
P30958	-0.072	0.509
P0AFP8	-0.132	0.813
Q7A937	0.638	0.16
P63944	-0.198	0.343
P0AAJ0	0.53	7.369e-05
Q1R9C9	-0.33	0.307
P32132	-0.613	0.0001805
Q0TFB7	-0.463	0.004
P30871	-0.264	0.221
B7LRR7	-1.647	2.867e-07
P00509	-0.029	0.58
Q1R6R1	0.185	0.784
P52007	0.35	0.232
P0AF04	0.294	0.289
P76372	-0.108	0.802
P65558	0.187	0.473
Q1R8T7	-0.502	0.328
P02931	-0.399	0.377
P40120	0.168	0.286
A7ZHJ5	0.063	0.761
P0A719	0.064	0.831
P42620	2.393	0.0002323
P31057	0.652	0.108
P04391	0.12	0.82
P0AFM7	0.736	0.00064
P0ADF7	0.038	0.638
P0AFW6	-0.318	0.46
Q0TEZ0	-0.018	0.247
B7LMB6	4.463	0.0
P07109	-1.076	0.0001994
Q1R3P5	0.159	0.511
P0AE54	0.359	0.126
B7LUR8	-0.513	0.238
P77376	-0.196	0.025
P0AG88	0.23	0.377
Q8FB90	-0.748	0.096
P64541	-0.922	0.026
P36929	-0.155	0.433
Q8FL24	0.002	1.0
P0AAU1	3.435	2.141e-11
B7M1W8	-0.242	0.668
P0AFG7	0.133	0.547
P0A440	0.135	0.705
P15877	0.618	0.0008386
P0A851	0.106	0.099
Q1RG18	0.182	0.429
Q8X5L9	0.495	0.015
P08506	1.06	3.638e-11
P0A6W7	0.427	0.08
P0AGK0	0.215	0.128
P37650	0.088	0.308
B7LRS5	-2.36	4.511e-08
B7LNS4	0.791	0.002
P0ACD6	-0.386	0.053
B7LW77	-0.313	0.093
Q0TEV5	-1.036	4.441e-16
P0AFG1	0.164	0.372
P0ADG8	-0.393	0.004
Q8X8X5	0.268	0.5
P0ADV6	-0.68	0.016
B7LK76	0.009	0.783
Q1R3Q1	1.735	6.513e-11
P0ABK0	-0.082	0.659
P0ACI1	1.399	0.019
P30749	0.349	0.337
P08660	0.016	0.871
P27278	0.064	0.795
P06999	0.614	1.315e-05
B7LJX9	0.271	0.801
P0ADS7	1.95	2.096e-10
P04816	0.36	0.029
P0AGE2	1.047	9.003e-05
P46853	0.37	0.134
P77552	0.765	0.272
P0A954	0.065	0.701
B7LMG1	0.77	2.486e-07
P0A8J2	0.42	0.333
B7LK29	-0.18	0.475
P0ADZ9	-0.304	0.496
P64555	-0.637	1.0
P0AEE4	0.194	0.816
P0A9J7	0.279	0.348
B7LSH9	0.031	0.742
P42596	-0.255	0.091
P77529	-1.236	1.545e-07
P21169	0.303	0.384
P28249	0.038	0.966
P0ACB6	-0.045	0.972
P0A963	-0.768	0.006
B1IWD8	-0.27	0.028
P0AGG9	-0.179	0.558
P06715	-0.117	0.157
P0AC86	0.222	0.547
P75792	0.373	0.309
P58578	0.197	0.268
B7LKU3	-1.334	3.553e-15
B7LR36	0.509	0.071
P45955	0.018	0.908
P0AB10	0.826	0.013
P0AFZ1	-0.184	0.639
P63419	2.016	3.324e-08
P75864	-0.048	0.464
P0AFD2	-0.438	0.075
B7LVP7	0.243	0.277
P23857	-0.192	0.616
P27830	0.08	0.786
P0ACV4	-0.502	0.155
P25553	2.131	0.0
P0C0L2	3.414	3.153e-14
P0ADT7	0.099	0.762
Q1RBF5	0.437	0.149
P0ABH2	-0.153	0.216
B7LK78	0.411	0.002
P11454	3.305	0.0
P00894	0.037	0.814
P0ABY6	0.897	0.009
P23869	0.667	0.012
P00350	-0.157	0.034
Q8X5J3	0.563	0.561
P64506	0.145	0.829
P77258	-0.114	0.547
P08839	-0.013	0.719
P20966	0.4	1.0
P0ADA6	0.229	0.31
Q8VWE6	0.023	0.864
P0AAG8	1.537	1.37e-05
P55293	0.134	0.452
Q1R324	0.095	0.34
B7LMQ3	1.322	0.0001525
P0A795	0.235	0.528
Q1RAT6	0.054	0.799
P27298	0.067	0.887
P0AF25	-0.094	0.536
P0AEM2	-0.102	0.902
P37690	-0.164	0.602
P05825	3.898	0.0
Q9XCW3	-0.66	0.059
B7LRR8	-0.911	0.019
Q8FAT5	-0.447	0.132
P76002	1.32	1.043e-05
P55253	0.227	0.734
P13035	2.862	2.318e-05
Q1RE30	-0.152	0.418
Q8FCB6	4.205	3.775e-15
P00550	2.367	0.0
B7LRS4	-0.694	4.378e-09
B7NMJ5	1.89	0.0003007
B7LK77	0.138	0.157
P09832	-0.85	0.0
P22188	-0.127	0.607
P0AFG9	0.156	0.119
P0A7F7	-0.547	3.284e-05
P00363	1.18	0.015
P0AA06	-0.254	0.137
P0A9U5	-0.184	0.223
Q8X5U9	-0.141	0.507
Q0TBJ4	-0.422	0.001
P0AC71	-0.049	0.866
B7LLV4	0.267	0.233
P33355	-0.134	0.848
Q8FAG5	2.296	0.0
P62587	-0.244	0.051
P09831	-1.051	0.0
P0ACB2	-0.712	0.0002199
B7LW64	0.131	0.214
Q46856	1.98	2.22e-16
P09155	0.11	0.884
B7LWK9	0.303	0.125
B7LX92	0.39	0.179
P08179	-0.092	0.574
P69799	0.112	0.625
P61517	-0.018	0.8
P0A9F2	0.295	0.271
P0AG16	-0.183	0.103
B7LQ74	0.071	0.37
P0A8D8	1.943	9.136e-09
B7LV29	0.287	0.311
P26616	-0.043	0.472
P25539	0.296	0.513
P22939	0.084	0.643
P0A9R0	0.279	0.052
P30177	0.934	8.908e-05
P77211	-0.04	0.591
P69812	0.19	0.878
P11458	-1.353	0.0006699
Q0TKG8	0.065	0.948
P09126	0.152	0.91
P0AD11	0.108	0.942
P0AC14	0.225	0.224
P39298	0.932	0.198
P75913	0.342	0.028
Q8XAP1	-1.962	0.0004864
P16926	-0.281	0.556
P45464	0.066	0.554
P0AAR3	0.391	0.049
P0AG14	0.142	0.556
P0AD22	-1.049	0.03
B7LLV9	-0.213	0.05
P50457	-0.571	0.152
P61951	0.451	0.009
P0ABH8	0.712	6.677e-07
P0ABX7	-2.936	1.355e-07
P0AG01	0.185	0.383
P0ABJ2	0.423	0.072
B7LW80	0.021	0.806
B1IPU6	-0.283	0.532
B7LS47	-0.463	0.017
B7LWE0	-0.928	1.119e-13
P0ABC8	0.098	0.444
P46130	-0.025	0.691
P16703	-0.693	3.578e-06
B1IVI7	-0.029	0.797
Q1RGE4	0.612	0.0001082
P0AEK5	-0.101	0.469
B7LPC3	0.104	0.982
Q1R7I6	-0.363	0.032
B7LUL9	0.784	0.132
P0ABU3	-0.362	0.009
P0AFY0	0.106	0.528
P0AA90	-3.747	0.000199
Q1RCN4	-0.058	0.571
P75915	-0.134	0.533
Q8FJK5	-1.245	6.552e-08
P46837	-0.48	0.0003836
P27431	0.899	0.002
P0A9Q3	1.022	4.297e-07
P0AC43	-0.166	0.121
P30859	0.36	0.007
Q1RD95	0.124	0.448
P0A9B4	0.238	0.059
B7LK79	0.062	0.738
P30011	-0.173	0.615
P00490	-0.007	0.736
B7LPI4	-0.378	0.121
P09029	-0.236	0.248
Q9XCW4	-0.408	0.045
Q1R6H2	0.539	0.191
B7LVC6	-0.183	0.125
B7LU47	-0.572	0.355
P75782	-0.249	0.292
P0ACY2	0.618	0.003
P0ADQ1	0.511	0.05
P76270	-0.49	0.455
P0AB56	0.463	0.102
P31828	1.525	1.954e-05
P65368	0.507	0.242
B1IQ63	-0.047	0.854
P0AB26	0.413	0.312
P05793	-0.335	0.0001531
P40874	-0.191	0.064
P0AFW8	1.613	5.536e-08
P07014	-0.107	0.38
P33363	0.167	0.123
P04335	0.151	0.722
Q8FF55	-2.161	1.206e-06
B7LLP9	-0.411	0.459
P0A9D6	-0.278	0.317
B7LWB1	0.746	0.001
P30870	0.305	0.289
P06282	0.252	0.748
B7M6S2	0.374	0.073
P45568	0.354	0.711
P22525	0.492	0.241
P20083	-0.605	0.131
P0AFL5	0.584	0.011
A8A6V1	3.55	1.196e-07
P31554	0.238	0.006
Q8FL16	0.053	0.758
P77499	0.826	0.04
P06989	-0.888	0.004
P06612	-0.026	0.938
P76193	4.574	2.416e-07
B7MI95	-0.424	0.0003361
P12281	0.333	0.1
P16456	0.492	0.003
P0AAH9	-0.169	0.788
P23003	-0.226	0.25
Q0TC30	0.913	5.693e-06
P10346	-0.127	0.528
P0A9W9	-0.378	0.018
P68919	-0.882	0.0005717
P04805	0.095	0.515
P16869	3.828	1.372e-13
P16676	-2.044	3.654e-07
P25745	-0.301	0.185
P75736	0.161	0.381
P0AE40	0.202	0.99
P77150	-0.556	0.012
Q8XEH9	-0.334	0.115
P69412	0.493	0.069
P52108	-0.817	0.003
A8A2Q7	0.145	0.493
P0AGD9	-0.107	0.353
P21499	-0.137	0.347
P31224	0.229	0.139
P0ADC5	-0.272	0.203
Q8FIP7	-0.775	0.076
Q8X9Y8	-0.066	0.914
P0ACK0	-0.471	0.058
P21338	1.234	0.0001411
P0AEN3	-1.325	4.088e-08
P0AAI3	-0.673	2.709e-09
Q8FKZ1	0.015	0.991
P0A869	2.307	9.278e-07
P67088	0.042	0.839
B1IW64	0.129	0.699
P0AEY0	1.217	0.0
P63737	-0.112	0.103
P0AA18	1.672	1.033e-08
P32684	-1.172	0.019
B1IYW7	0.048	0.896
P0ADU3	0.563	0.175
Q8XE27	0.359	0.016
P0AFR5	0.99	7.316e-07
P00579	0.146	0.963
P0A9G0	-0.735	0.099
P0ABS3	1.132	3.161e-06
Q46948	0.042	0.771
P0AAF8	0.456	0.296
P0A9C3	-0.295	0.055
Q1R7B4	-0.058	0.896
P0ACA8	0.205	0.434
P0AF94	0.261	0.35
