protein	log2FC	p-val
sp|P23305|YIGA_ECOLI	-0.266	0.344
sp|P0ACR4|YEIE_ECOLI	-0.234	0.354
sp|P15993|AROP_ECOLI	4.129	0.003
sp|P0AFB5|NTRB_ECOLI	0.974	0.092
sp|P04693|TYRB_ECOLI	1.1	0.0
sp|P00861|DCDA_ECOLI	3.085	0.0
sp|P0AG55|RL6_ECOLI	-0.323	0.000237
sp|P60720|LIPB_ECOLI	-0.536	0.002
sp|P0AA47|PLAP_ECOLI	-0.424	0.098
sp|P76172|YNFD_ECOLI	1.04	3.203e-05
sp|P12758|UDP_ECOLI	-0.315	0.012
sp|P76578|A2MG_ECOLI	-0.162	0.171
sp|P00888|AROF_ECOLI	3.028	0.0
sp|P77399|FADJ_ECOLI	-1.3	6.349e-05
sp|P0AES4|GYRA_ECOLI	-0.197	0.007
sp|P76537|YFEY_ECOLI	0.7	0.0002381
sp|P0AB61|YCIN_ECOLI	-0.273	0.334
sp|P0A903|BAMC_ECOLI	0.384	4.701e-07
sp|P0AA53|QMCA_ECOLI	-0.94	0.003
sp|P0A6N8|EFPL_ECOLI	-0.395	0.002
sp|P17993|UBIG_ECOLI	0.293	0.035
sp|P0A8R0|RRAA_ECOLI	0.724	1.421e-05
sp|P51025|SFGH1_ECOLI	-0.849	0.008
sp|P0A7W1|RS5_ECOLI	-0.396	0.001
sp|P33643|RLUD_ECOLI	-0.339	0.022
sp|P0AB26|YCEB_ECOLI	0.065	0.884
sp|P77552|YDHQ_ECOLI	-0.854	4.831e-07
sp|P37648|YHJJ_ECOLI	0.639	6.962e-06
sp|P0A8U6|METJ_ECOLI	1.144	6.517e-07
sp|P0ADR6|RLMM_ECOLI	0.421	0.023
sp|P0A805|RRF_ECOLI	-0.142	0.039
sp|P0A9L5|PPIC_ECOLI	-1.035	4.081e-09
sp|P0AF67|TSAE_ECOLI	0.488	0.011
sp|P75949|NAGZ_ECOLI	0.291	0.051
sp|P0AF03|MOG_ECOLI	-1.315	3.997e-15
sp|P77649|SELO_ECOLI	0.542	0.07
sp|P0AG30|RHO_ECOLI	0.125	0.278
sp|P23886|CYDC_ECOLI	0.303	0.013
sp|P30177|YBIB_ECOLI	0.736	4.331e-07
sp|P77444|SUFS_ECOLI	0.94	1.071e-07
sp|P0A725|LPXC_ECOLI	0.095	0.129
sp|P21420|NMPC_ECOLI	-0.796	0.017
sp|P39315|QOR2_ECOLI	-0.125	0.457
sp|P76535|MURQ_ECOLI	-2.478	0.0
sp|P0CG19|RNPH_ECOLI	-1.418	0.0002459
sp|P28631|HOLB_ECOLI	0.461	0.176
sp|P0A9I3|GCVR_ECOLI	0.722	0.006
sp|P06616|ERA_ECOLI	0.411	0.021
sp|P0ACG1|STPA_ECOLI	1.887	0.0
sp|P27431|ROXA_ECOLI	0.264	0.044
sp|P77150|PDXY_ECOLI	-1.245	1.365e-08
sp|P25519|HFLX_ECOLI	0.64	7.172e-08
sp|P33018|SFGH2_ECOLI	-0.507	0.021
sp|P64499|YEBO_ECOLI	1.057	1.319e-05
sp|P15977|MALQ_ECOLI	0.18	0.145
sp|P05637|APAH_ECOLI	0.327	0.18
sp|P0A7P5|RL34_ECOLI	-0.496	0.009
sp|P0CE48|EFTU2_ECOLI	-0.07	0.916
sp|P03023|LACI_ECOLI	0.434	0.208
sp|P0A6U8|GLGA_ECOLI	0.397	0.003
sp|P00893|ILVI_ECOLI	3.021	0.0
sp|P64451|YDCL_ECOLI	0.841	7.353e-08
sp|P0AC33|FUMA_ECOLI	-1.627	0.0
sp|P0ADZ7|YAJC_ECOLI	-0.22	0.158
sp|P39310|YTFB_ECOLI	0.422	0.102
sp|P52697|6PGL_ECOLI	-0.232	0.555
sp|P06992|RSMA_ECOLI	-0.092	0.323
sp|P0AFM2|PROX_ECOLI	-0.129	0.426
sp|P45395|KDSD_ECOLI	0.043	0.98
sp|P27829|WECC_ECOLI	-0.487	0.002
sp|P07109|HISP_ECOLI	1.373	3.652e-07
sp|P0A6F9|CH10_ECOLI	-0.954	2.087e-14
sp|P76193|YNHG_ECOLI	1.897	6.217e-15
sp|P0AC38|ASPA_ECOLI	-5.611	0.0
sp|P09832|GLTD_ECOLI	3.339	0.0
sp|P0A720|KTHY_ECOLI	-0.173	0.386
sp|P0AG96|SECE_ECOLI	-0.483	0.016
sp|P0AGJ5|YFIF_ECOLI	0.06	0.185
sp|P0A6I6|COAD_ECOLI	0.406	0.043
sp|P77804|YDGA_ECOLI	-0.14	0.065
sp|P0A6K6|DEOB_ECOLI	-0.536	9.866e-07
sp|P0A8R7|YCJF_ECOLI	-0.474	0.153
sp|P0C079|RELB_ECOLI	-0.077	0.704
sp|P36979|RLMN_ECOLI	-0.658	2.523e-08
sp|P75694|YAHO_ECOLI	0.614	0.001
sp|P0A715|KDSA_ECOLI	-0.073	0.423
sp|P0A7M2|RL28_ECOLI	-0.466	0.002
sp|P02929|TONB_ECOLI	-0.002	0.939
sp|P0A9U6|PUUR_ECOLI	-0.35	0.211
sp|P67660|YHAJ_ECOLI	-0.415	0.03
sp|P05791|ILVD_ECOLI	2.39	0.0
sp|P13029|KATG_ECOLI	0.114	0.063
sp|P0ADE6|KBP_ECOLI	0.966	1.545e-13
sp|P61949|FLAV_ECOLI	0.139	0.562
sp|P77791|MAA_ECOLI	-0.724	0.0003806
sp|P0A9F9|METR_ECOLI	1.894	8.156e-07
sp|P25714|YIDC_ECOLI	-0.546	3.301e-07
sp|P0A8X0|YJGA_ECOLI	-0.516	0.016
sp|P0AG59|RS14_ECOLI	-0.231	0.046
sp|P0A7J7|RL11_ECOLI	-0.35	0.002
sp|P0AFW8|ROF_ECOLI	0.729	0.005
sp|P77285|RSXG_ECOLI	0.346	0.033
sp|P15877|DHG_ECOLI	0.461	0.029
sp|P10441|LPXB_ECOLI	-0.378	0.187
sp|P09151|LEU1_ECOLI	3.273	0.0
sp|P0AA31|YEDF_ECOLI	-2.759	5.933e-13
sp|P0A8F8|UVRB_ECOLI	0.404	0.0005023
sp|P00968|CARB_ECOLI	4.856	0.0
sp|P0A7L3|RL20_ECOLI	-0.643	1.046e-06
sp|Q47147|YAFJ_ECOLI	0.657	1.852e-05
