protein	log2FC	p-val
sp|P0AAB6|GALF_ECOLI	0.416	0.0003733
sp|P0A9W3|ETTA_ECOLI	-0.159	0.003
sp|P0ADY3|RL14_ECOLI	-0.221	0.044
sp|P0A8W0|NANR_ECOLI	0.091	0.877
sp|P0AE85|CPXP_ECOLI	2.211	8.393e-14
sp|P00954|SYW_ECOLI	-0.025	0.481
sp|P0AEW9|K1PF_ECOLI	-2.697	1.625e-09
sp|P0ACU7|YJDC_ECOLI	0.3	0.028
sp|P69908|DCEA_ECOLI	2.683	3.67e-11
sp|P0AEZ9|MOAB_ECOLI	0.38	0.001
sp|P12281|MOEA_ECOLI	0.09	0.883
sp|P0AG27|YIBN_ECOLI	-0.3	0.213
sp|P0A9J6|RBSK_ECOLI	1.167	8.299e-12
sp|P0A8G6|NQOR_ECOLI	1.471	3.553e-15
sp|P0AGK8|ISCR_ECOLI	-0.11	0.008
sp|P0AE88|CPXR_ECOLI	0.702	9.48e-06
sp|P37313|DPPF_ECOLI	0.354	0.064
sp|P06971|FHUA_ECOLI	-0.289	5.218e-05
sp|P0AG20|RELA_ECOLI	0.115	0.484
sp|P0A890|TUSA_ECOLI	0.585	0.037
sp|P0ACC7|GLMU_ECOLI	-0.704	6.193e-09
sp|P31130|YDEI_ECOLI	1.291	0.011
sp|P0AGJ9|SYY_ECOLI	-0.502	6.076e-06
sp|P69853|DMSD_ECOLI	-0.071	0.252
sp|P0A935|MLTA_ECOLI	-0.088	0.736
sp|P0AB80|ILVE_ECOLI	-1.25	0.0
sp|P0A7U3|RS19_ECOLI	-0.5	3.552e-05
sp|P0AG78|SUBI_ECOLI	1.863	0.0
sp|P0A7L3|RL20_ECOLI	-0.382	0.002
sp|P0AEC5|BARA_ECOLI	-0.235	0.493
sp|P42588|PAT_ECOLI	0.1	0.795
sp|P25397|TEHB_ECOLI	-1.271	8.164e-09
sp|P0A937|BAME_ECOLI	-0.687	0.027
sp|P0ABV6|TOLR_ECOLI	-0.928	0.0002037
sp|P60757|HIS1_ECOLI	-0.627	5.608e-10
sp|P29680|DCUP_ECOLI	-0.664	0.018
sp|P0AG07|RPE_ECOLI	0.873	4.838e-06
sp|P64448|YNBE_ECOLI	0.029	0.936
sp|P0AB89|PUR8_ECOLI	-0.679	1.736e-12
sp|P0AEI1|MIAB_ECOLI	0.136	0.277
sp|P0A821|SELA_ECOLI	-0.492	3.369e-05
sp|P0ADN2|YIFE_ECOLI	-0.578	6.722e-09
sp|P0A905|SLYB_ECOLI	0.321	0.05
sp|P07109|HISP_ECOLI	-0.251	0.051
sp|P62617|ISPF_ECOLI	0.783	0.0007975
sp|P76342|MSRP_ECOLI	0.749	0.0005241
sp|P0A7K2|RL7_ECOLI	-0.236	0.069
sp|P25552|GPPA_ECOLI	0.156	0.208
sp|P0A9X9|CSPA_ECOLI	-0.264	0.031
sp|P64530|RCNR_ECOLI	0.76	0.0001198
sp|P0AAB4|UBID_ECOLI	-0.088	0.317
sp|P76256|TSAB_ECOLI	0.004	0.837
sp|P76341|HIUH_ECOLI	1.647	4.704e-07
sp|P0A9M0|LON_ECOLI	-0.455	1.689e-12
sp|P75830|MACA_ECOLI	0.247	0.227
sp|Q47690|MMUM_ECOLI	0.24	0.185
sp|P36929|RSMB_ECOLI	-0.399	0.041
sp|P21499|RNR_ECOLI	0.092	0.901
sp|P31677|OTSA_ECOLI	1.134	2.466e-12
sp|P30177|YBIB_ECOLI	0.597	0.0002487
sp|P0ADI4|ENTB_ECOLI	-1.763	0.0
sp|P08956|T1RK_ECOLI	-0.245	0.261
sp|P0AGI8|TRKA_ECOLI	0.077	0.887
sp|P76291|CMOB_ECOLI	0.181	0.051
sp|P76339|HPRS_ECOLI	0.704	0.099
sp|P37760|RMLD_ECOLI	0.183	0.315
sp|P33018|SFGH2_ECOLI	0.613	0.04
sp|P0A832|SSRP_ECOLI	-0.098	0.969
sp|P0AA10|RL13_ECOLI	0.295	0.045
sp|P04425|GSHB_ECOLI	0.408	0.415
sp|P0A9B6|E4PD_ECOLI	-0.703	0.0002441
sp|P02929|TONB_ECOLI	-1.574	4.587e-10
sp|Q57261|TRUD_ECOLI	0.162	0.46
sp|P75876|RLMI_ECOLI	0.066	0.741
sp|P33362|YEHZ_ECOLI	0.922	1.373e-06
sp|P60438|RL3_ECOLI	-0.009	0.681
sp|P37903|USPF_ECOLI	1.646	6.846e-10
sp|P45577|PROQ_ECOLI	0.132	0.427
sp|P32132|TYPA_ECOLI	-0.923	0.0
sp|P0A8J8|RHLB_ECOLI	-0.086	0.409
sp|P36683|ACNB_ECOLI	2.528	0.0
sp|P0ADQ2|YIID_ECOLI	0.595	2.386e-06
sp|P0A9H1|MUG_ECOLI	-0.434	0.029
sp|P0AC13|DHPS_ECOLI	-0.212	0.187
sp|P0AE12|AMN_ECOLI	0.14	0.228
sp|P25516|ACNA_ECOLI	2.304	0.0
sp|P0AG67|RS1_ECOLI	-0.441	0.0
sp|P23827|ECOT_ECOLI	-0.276	0.175
sp|P60752|MSBA_ECOLI	-0.293	0.017
sp|P37613|PANZ_ECOLI	-0.249	0.019
sp|P0ADZ7|YAJC_ECOLI	-0.467	0.014
sp|P0A8S1|ARGP_ECOLI	-0.473	0.0002163
sp|P0A6F1|CARA_ECOLI	-0.107	0.469
sp|P0A8T7|RPOC_ECOLI	-0.122	0.0006022
sp|P0ADF8|ILVN_ECOLI	0.504	0.038
sp|P32144|CSQR_ECOLI	1.79	1.944e-05
sp|P64483|YEAK_ECOLI	0.218	0.425
sp|P25437|FRMA_ECOLI	0.89	1.226e-13
sp|P0CB39|EPTC_ECOLI	-0.405	0.026
sp|P77148|YDHS_ECOLI	1.223	6.095e-05
sp|P06986|HIS8_ECOLI	-0.431	1.504e-05
sp|P06715|GSHR_ECOLI	0.112	0.371
sp|P52643|LDHD_ECOLI	-0.505	0.0001086
sp|P0AE08|AHPC_ECOLI	0.325	0.007
sp|P0AFK9|POTD_ECOLI	0.284	0.001
sp|P60906|SYH_ECOLI	-0.013	0.382
sp|P27830|RMLB2_ECOLI	-0.568	0.07
sp|P0A6D7|AROK_ECOLI	-0.184	0.021
sp|P68919|RL25_ECOLI	0.061	0.717
sp|P0AC59|GLRX2_ECOLI	0.466	0.993
sp|P60390|RSMH_ECOLI	0.612	8.441e-08
sp|P0ADG7|IMDH_ECOLI	-0.465	3.876e-06
sp|P77748|YDIJ_ECOLI	0.639	9.12e-12
sp|P27247|PLSX_ECOLI	1.021	3.052e-05
sp|P0AF70|YJEI_ECOLI	0.487	0.37
sp|P37665|YIAD_ECOLI	-1.356	3.943e-06
sp|P0AG44|RL17_ECOLI	-0.533	2.08e-06
sp|P0A6L4|NANA_ECOLI	0.926	0.000158
sp|P0A717|KPRS_ECOLI	0.118	0.049
sp|P08245|YCIH_ECOLI	0.041	0.873
sp|P0AEX3|KGTP_ECOLI	0.038	0.978
sp|P0ACG1|STPA_ECOLI	0.012	0.215
sp|P00579|RPOD_ECOLI	0.197	0.001
sp|P09029|PURK_ECOLI	-0.457	0.015
sp|P0A9P4|TRXB_ECOLI	-0.32	0.894
sp|P76536|YFEX_ECOLI	0.064	0.226
sp|P15047|ENTA_ECOLI	-2.043	1.413e-11
sp|P0AEK2|FABG_ECOLI	0.052	0.843
sp|P0A7R9|RS11_ECOLI	-0.12	0.225
