protein	log2FC	p-val
sp|P62623|ISPH_ECOLI	0.298	0.031
sp|P0ACB0|DNAB_ECOLI	-0.132	0.549
sp|P38489|NFSB_ECOLI	-0.38	3.636e-05
sp|P0ACF8|HNS_ECOLI	0.673	1.433e-07
sp|P0AGI8|TRKA_ECOLI	0.348	0.155
sp|P29217|YCEH_ECOLI	-0.596	7.857e-07
sp|P0AEE1|DCRB_ECOLI	-0.101	0.082
sp|P0ACP5|GNTR_ECOLI	0.537	0.0002325
sp|P21499|RNR_ECOLI	-0.113	0.056
sp|P31063|YEDD_ECOLI	0.092	0.681
sp|P24182|ACCC_ECOLI	0.45	1.598e-07
sp|P37774|YECC_ECOLI	0.509	0.019
sp|P31069|KCH_ECOLI	-0.6	0.011
sp|P0A6E4|ASSY_ECOLI	-0.288	6.169e-05
sp|P0A720|KTHY_ECOLI	-0.917	0.0004396
sp|P64604|MLAD_ECOLI	-0.235	0.019
sp|P52697|6PGL_ECOLI	0.634	1.289e-08
sp|P77293|GTRB_ECOLI	0.675	0.004
sp|P17445|BETB_ECOLI	-0.935	0.0001556
sp|P37440|UCPA_ECOLI	1.111	8.916e-10
sp|P00864|CAPP_ECOLI	-1.177	0.0
sp|P63284|CLPB_ECOLI	0.27	2.909e-07
sp|P38054|CUSA_ECOLI	0.944	0.0
sp|P17952|MURC_ECOLI	-0.342	0.004
sp|P0A9Q5|ACCD_ECOLI	0.176	0.417
sp|P0A9D2|GSTA_ECOLI	0.583	0.0002831
sp|P0AEM9|FLIY_ECOLI	0.52	3.997e-15
sp|P0A7Y0|RNC_ECOLI	-0.28	0.004
sp|P0AB89|PUR8_ECOLI	-0.188	0.007
sp|P0A7S9|RS13_ECOLI	-0.245	0.003
sp|P0AAS0|YLAC_ECOLI	0.593	0.089
sp|P08660|AK3_ECOLI	-1.54	0.0
sp|P0AEB7|YOAB_ECOLI	0.856	1.369e-05
sp|P33920|NDPA_ECOLI	0.127	0.569
sp|P36767|RDGC_ECOLI	0.194	0.192
sp|P75874|YCCU_ECOLI	0.646	2.151e-06
sp|P18133|PNCB_ECOLI	-0.276	1.86e-05
sp|P0A867|TALA_ECOLI	0.575	3.558e-11
sp|P0AB65|ACYP_ECOLI	0.184	0.25
sp|P0A894|RAPZ_ECOLI	-0.024	0.581
sp|P31806|NNR_ECOLI	0.69	0.000184
sp|P0A6T3|GAL1_ECOLI	1.411	3.721e-12
sp|P08839|PT1_ECOLI	-0.139	0.005
sp|P0A988|DPO3B_ECOLI	0.249	0.398
sp|P31554|LPTD_ECOLI	0.139	0.019
sp|P76177|YDGH_ECOLI	0.006	0.801
sp|P12996|BIOB_ECOLI	-0.069	0.278
sp|P0ABF1|PCNB_ECOLI	0.022	0.863
sp|P0A6Y5|HSLO_ECOLI	0.208	0.129
sp|P0ABP8|DEOD_ECOLI	0.773	1.087e-11
sp|P60546|KGUA_ECOLI	-0.115	0.027
sp|Q47147|YAFJ_ECOLI	-0.008	0.332
sp|P37649|PDEK_ECOLI	-0.435	0.055
sp|P39334|BDCR_ECOLI	-0.936	0.0002935
sp|P62768|YAEH_ECOLI	0.092	0.529
sp|P64554|QUEE_ECOLI	-0.36	0.015
sp|P0A6W9|GSH1_ECOLI	0.038	0.626
sp|P21362|YCIF_ECOLI	1.839	6.29e-09
sp|P52096|YAER_ECOLI	0.257	0.421
sp|P0AB28|YCED_ECOLI	-0.331	0.061
sp|P10378|ENTE_ECOLI	-1.644	3.992e-11
sp|P0A6C5|ARGA_ECOLI	-0.071	0.251
sp|P0A884|TYSY_ECOLI	-0.383	0.0006403
sp|P37903|USPF_ECOLI	2.0	0.0
sp|P52062|YGGW_ECOLI	0.007	1.0
sp|P0A805|RRF_ECOLI	0.306	0.002
sp|P62615|ISPE_ECOLI	0.305	0.103
sp|P0ABB0|ATPA_ECOLI	0.37	6.043e-09
sp|P06959|ODP2_ECOLI	-0.585	0.0
sp|P77554|YAHJ_ECOLI	-0.041	0.427
sp|P08192|FOLC_ECOLI	0.565	3.136e-05
sp|P00956|SYI_ECOLI	-0.088	0.018
sp|P0AGE6|CHRR_ECOLI	-0.11	0.257
sp|P06986|HIS8_ECOLI	-0.078	0.751
sp|P0AES4|GYRA_ECOLI	-0.303	2.54e-09
sp|P0A8Y5|YIDA_ECOLI	-0.515	6.433e-05
sp|P0A794|PDXJ_ECOLI	-0.078	0.173
sp|P75913|GHRA_ECOLI	0.108	0.734
sp|P04825|AMPN_ECOLI	0.214	0.002
sp|P40874|MTOX_ECOLI	0.047	0.974
sp|P60472|UPPS_ECOLI	0.036	0.375
sp|P0ABA0|ATPF_ECOLI	0.438	7.17e-05
sp|P07118|SYV_ECOLI	-0.048	0.025
sp|P42620|YQJG_ECOLI	0.142	0.958
sp|P77808|CINAL_ECOLI	-0.023	0.776
sp|P0A8I5|TRMB_ECOLI	0.086	0.822
sp|P0ADI7|YECD_ECOLI	0.016	0.39
sp|P75809|YBJI_ECOLI	-0.973	0.0004304
sp|P25516|ACNA_ECOLI	1.72	0.0
sp|P09831|GLTB_ECOLI	-0.439	0.0
sp|P69054|DHSC_ECOLI	0.698	0.0001342
sp|P21369|PNCA_ECOLI	-0.45	0.066
sp|P00961|SYGB_ECOLI	-0.082	0.345
sp|P0AEN8|FUCM_ECOLI	0.029	1.0
sp|P0A7J7|RL11_ECOLI	-0.12	0.791
sp|P0AG18|PURE_ECOLI	-0.172	0.954
sp|P31802|NARP_ECOLI	0.085	0.837
sp|Q47690|MMUM_ECOLI	-0.08	0.675
sp|P37595|IAAA_ECOLI	-0.127	0.511
sp|P46853|YHHX_ECOLI	-0.55	2.613e-05
sp|P75863|YCBX_ECOLI	-0.098	0.545
sp|P0ABF6|CDD_ECOLI	0.379	0.086
sp|P0A7L3|RL20_ECOLI	-0.143	0.195
sp|P76658|HLDE_ECOLI	0.052	0.828
sp|P17443|MURG_ECOLI	-0.318	0.433
sp|P0AD59|IVY_ECOLI	-0.736	1.971e-06
sp|P0ACC3|ERPA_ECOLI	-0.18	0.412
sp|P0A881|TRPR_ECOLI	0.613	0.0007962
sp|P26648|FTSP_ECOLI	0.576	0.047
sp|P0AAH0|PSTB_ECOLI	0.413	0.02
sp|P67910|HLDD_ECOLI	0.065	0.234
sp|P0AFH6|OPPC_ECOLI	-0.825	0.000721
sp|P0AEP3|GALU_ECOLI	-0.096	0.842
sp|P0AF18|NAGA_ECOLI	0.477	0.005
sp|P25745|MNMA_ECOLI	0.347	0.004
sp|P0AG24|SPOT_ECOLI	0.056	0.863
sp|P06983|HEM3_ECOLI	0.098	0.933
sp|P0A993|F16PA_ECOLI	0.487	4.649e-07
sp|P0A9R7|FTSE_ECOLI	-0.035	0.512
sp|P69874|POTA_ECOLI	-0.497	0.022
sp|P0ADK8|YIBL_ECOLI	0.545	0.079
sp|P0AE82|CPXA_ECOLI	0.214	0.16
sp|P06610|BTUE_ECOLI	0.264	0.264
sp|P0A915|OMPW_ECOLI	1.447	1.62e-07
sp|P0A7X3|RS9_ECOLI	0.056	0.433
sp|P0ABT2|DPS_ECOLI	2.635	0.0
sp|P75728|UBIF_ECOLI	0.105	0.379
sp|P0AC41|SDHA_ECOLI	0.861	0.0
sp|P05791|ILVD_ECOLI	-1.024	0.0
sp|P0A8F0|UPP_ECOLI	0.712	1.887e-14
sp|P30871|3PASE_ECOLI	-0.009	0.675
sp|P0ADQ7|YGAM_ECOLI	1.311	0.0001339
