protein	log2FC	p-val
sp|P24205|LPXM_ECOLI	-0.256	0.097
sp|P00888|AROF_ECOLI	-0.111	0.082
sp|P39265|ALSB_ECOLI	-0.48	0.033
sp|P39172|ZNUA_ECOLI	-1.153	5.205e-13
sp|P21889|SYD_ECOLI	-0.068	0.073
sp|P0AE08|AHPC_ECOLI	0.314	0.0005668
sp|P25522|MNME_ECOLI	0.014	0.75
sp|P75728|UBIF_ECOLI	-0.06	0.747
sp|P0AFF2|NUPC_ECOLI	0.208	0.231
sp|P41052|MLTB_ECOLI	0.077	0.774
sp|P0AB10|PQIC_ECOLI	0.204	0.468
sp|P0ADS9|YGGN_ECOLI	-0.074	0.753
sp|P07012|RF2_ECOLI	0.282	0.004
sp|P0A799|PGK_ECOLI	0.041	0.963
sp|P05459|PDXB_ECOLI	-0.109	0.163
sp|P0ACZ8|CUSR_ECOLI	0.275	0.029
sp|P0A935|MLTA_ECOLI	-0.069	0.551
sp|P33018|SFGH2_ECOLI	0.334	0.133
sp|P02919|PBPB_ECOLI	0.115	0.377
sp|P0AB58|LAPB_ECOLI	0.081	0.813
sp|P06129|BTUB_ECOLI	0.051	0.727
sp|P21363|YCIE_ECOLI	0.458	0.065
sp|P36566|CMOM_ECOLI	1.734	9.531e-05
sp|P0ACV8|YMJA_ECOLI	0.507	0.009
sp|P69222|IF1_ECOLI	0.183	0.618
sp|P0ABS1|DKSA_ECOLI	-0.181	0.06
sp|P0AAC4|YBHL_ECOLI	-0.178	0.438
sp|P33940|MQO_ECOLI	1.584	5.941e-10
sp|P25397|TEHB_ECOLI	-0.153	0.34
sp|P80668|FEAB_ECOLI	0.202	0.425
sp|P64503|YEBV_ECOLI	1.97	3.227e-05
sp|P30177|YBIB_ECOLI	0.871	4.441e-16
sp|P29745|PEPT_ECOLI	0.368	0.000215
sp|P63284|CLPB_ECOLI	0.513	0.0
sp|Q46845|YGHU_ECOLI	0.332	0.0003498
sp|P0AEW9|K1PF_ECOLI	-2.273	3.216e-09
sp|P0A887|UBIE_ECOLI	-0.06	0.856
sp|P15723|DGTP_ECOLI	0.571	0.003
sp|P0A7B5|PROB_ECOLI	0.008	0.96
sp|P0ACF8|HNS_ECOLI	-0.11	0.176
sp|P0ABD3|BFR_ECOLI	0.962	0.0
sp|P0A9J0|RNG_ECOLI	-0.284	0.014
sp|P77756|QUEC_ECOLI	-0.267	0.225
sp|P22255|CYSQ_ECOLI	0.413	0.016
sp|P64429|YPFJ_ECOLI	0.22	0.054
sp|P37128|NUDK_ECOLI	-0.953	0.0001812
sp|P64581|YQJD_ECOLI	0.162	0.128
sp|P42641|OBG_ECOLI	0.113	0.186
sp|P0C066|MLTC_ECOLI	0.744	0.049
