protein	log2FC	p-val
sp|P0AEA8|CYSG_ECOLI	0.39	0.056
sp|P0A9A6|FTSZ_ECOLI	-0.198	7.724e-05
sp|P0AEH5|ELAB_ECOLI	1.777	2.293e-10
sp|P0AD68|FTSI_ECOLI	0.745	0.241
sp|P0AA31|YEDF_ECOLI	1.795	3.88e-06
sp|P0A887|UBIE_ECOLI	0.338	0.009
sp|P0AEG6|DSBC_ECOLI	-0.458	0.0001966
sp|P04994|EX7L_ECOLI	-0.202	0.238
sp|P0A6E4|ASSY_ECOLI	-1.007	0.0
sp|P0A742|MSCL_ECOLI	0.932	1.956e-08
sp|P0A6P9|ENO_ECOLI	-0.19	0.005
sp|P45799|NUDE_ECOLI	-0.216	0.164
sp|P0A7R9|RS11_ECOLI	-0.648	0.0006833
sp|P00936|CYAA_ECOLI	-0.218	0.677
sp|P69451|LCFA_ECOLI	3.109	0.0
sp|P0A6T1|G6PI_ECOLI	0.354	5.092e-05
sp|P0A9M8|PTA_ECOLI	0.28	1.143e-07
sp|P0A6G7|CLPP_ECOLI	-0.096	0.175
sp|P0AFL3|PPIA_ECOLI	0.16	0.503
sp|P0A8F4|URK_ECOLI	0.13	0.618
sp|P67826|CUTC_ECOLI	0.778	0.007
sp|P0AEE5|DGAL_ECOLI	6.402	0.0
sp|P0A9D2|GSTA_ECOLI	1.496	1.698e-11
sp|P0A873|TRMD_ECOLI	0.428	0.07
sp|P15042|DNLJ_ECOLI	0.071	0.836
sp|P0ADA5|YAJG_ECOLI	-0.089	0.741
sp|P0A6D7|AROK_ECOLI	-0.791	6.652e-10
sp|P17315|CIRA_ECOLI	-1.132	0.0
sp|P0A905|SLYB_ECOLI	0.303	0.001
sp|P24188|YCEA_ECOLI	-0.565	0.015
sp|P68066|GRCA_ECOLI	1.421	0.0
sp|P0A6L0|DEOC_ECOLI	0.689	3.172e-07
sp|P76145|TAM_ECOLI	1.23	1.353e-06
sp|Q46919|YQCC_ECOLI	-0.64	0.021
sp|P76346|MTFA_ECOLI	3.373	8.926e-10
sp|P13445|RPOS_ECOLI	1.156	3.775e-15
sp|P30749|MOAE_ECOLI	0.061	0.757
sp|P21888|SYC_ECOLI	0.152	0.327
sp|Q47146|FADE_ECOLI	1.62	0.0
sp|P05458|PTRA_ECOLI	0.591	1.046e-06
sp|P0AAA1|YAGU_ECOLI	-0.031	0.925
sp|P0ADG7|IMDH_ECOLI	-0.98	0.0
sp|P75728|UBIF_ECOLI	0.899	6.553e-05
sp|P39199|PRMB_ECOLI	0.168	0.594
sp|P06129|BTUB_ECOLI	-0.464	4.03e-08
sp|P0AEC3|ARCB_ECOLI	0.617	4.307e-05
sp|P0A698|UVRA_ECOLI	1.51	0.0
sp|P39321|TAMB_ECOLI	0.788	0.001
sp|P31658|HCHA_ECOLI	1.297	9.73e-09
sp|P0AEE1|DCRB_ECOLI	-0.114	0.209
sp|P64451|YDCL_ECOLI	1.776	0.0
sp|P0A6F9|CH10_ECOLI	0.866	1.728e-08
sp|P15288|PEPD_ECOLI	0.479	6.943e-08
sp|P0A9K7|PHOU_ECOLI	0.756	8.868e-07
sp|P09373|PFLB_ECOLI	0.665	0.0
sp|P31060|MODF_ECOLI	-0.197	0.392
sp|P17117|NFSA_ECOLI	-0.151	0.058
sp|P77348|MPPA_ECOLI	1.389	2.442e-15
sp|P0A7K6|RL19_ECOLI	-0.655	2.753e-07
sp|P0ABH9|CLPA_ECOLI	0.024	0.727
sp|P0ACV8|YMJA_ECOLI	0.4	0.343
sp|P31455|YIDR_ECOLI	0.413	0.079
sp|P37329|MODA_ECOLI	0.79	3.499e-10
sp|P0AC84|GLO2_ECOLI	1.151	1.723e-09
sp|P0A817|METK_ECOLI	-0.729	0.0
sp|P75957|LOLD_ECOLI	-0.115	0.004
sp|P75791|YBIU_ECOLI	-0.822	1.047e-07
sp|P07118|SYV_ECOLI	-0.411	3.246e-13
sp|P76143|LSRF_ECOLI	3.436	8.672e-09
sp|P77171|YDCI_ECOLI	0.735	0.0001463
sp|P0AD10|YECJ_ECOLI	-1.113	2.282e-05
sp|P0AC13|DHPS_ECOLI	-0.184	0.057
sp|P0AB52|YCHN_ECOLI	1.409	1.497e-05
sp|P12758|UDP_ECOLI	1.18	1.266e-14
sp|P0A8Y3|YIHX_ECOLI	1.183	1.706e-05
sp|P07623|METAS_ECOLI	-1.187	2.22e-16
sp|P0A6Y5|HSLO_ECOLI	0.03	0.172
sp|P39285|MSCM_ECOLI	0.54	0.024
sp|P0A7D7|PUR7_ECOLI	-0.1	0.002
sp|P45578|LUXS_ECOLI	0.518	0.0005845
sp|P37051|PURU_ECOLI	-0.439	0.0001292
sp|P0AC69|GLRX4_ECOLI	0.225	0.919
sp|P0A8K1|PSD_ECOLI	0.35	0.002
sp|P39406|RSMC_ECOLI	0.281	0.065
sp|P0A8G6|NQOR_ECOLI	1.532	0.0
sp|P0AFF6|NUSA_ECOLI	-0.178	0.017
sp|P22731|LIVF_ECOLI	0.513	0.024
sp|P0A9D4|CYSE_ECOLI	0.812	1.131e-06
sp|P69776|LPP_ECOLI	0.311	0.035
sp|P0AE88|CPXR_ECOLI	0.867	1.508e-08
sp|P0AB43|YCGL_ECOLI	-0.226	0.21
sp|P0AGA2|SECY_ECOLI	0.289	0.095
sp|P0A6E1|AROL_ECOLI	-0.273	0.121
sp|P28248|DCD_ECOLI	0.742	0.0005834
sp|P04693|TYRB_ECOLI	0.229	0.357
sp|P29018|CYDD_ECOLI	1.181	1.749e-05
sp|P0ACL2|EXUR_ECOLI	0.848	0.002
sp|P09996|YIDB_ECOLI	0.845	0.0002192
sp|P0AGL7|RSME_ECOLI	0.152	0.442
sp|P0A7B1|PPK1_ECOLI	0.516	6.946e-05
sp|P0A832|SSRP_ECOLI	0.085	0.561
