protein	log2FC	p-val
sp|P0AC84|GLO2_ECOLI	0.284	0.287
sp|P0AAT9|YBEL_ECOLI	1.025	8.941e-08
sp|P77214|CUSF_ECOLI	-2.61	1.021e-14
sp|P0AC38|ASPA_ECOLI	0.66	2.81e-07
sp|P0AAG0|DPPD_ECOLI	0.239	0.114
sp|P32662|GPH_ECOLI	0.123	0.541
sp|P07109|HISP_ECOLI	0.54	0.098
sp|P0AEE5|DGAL_ECOLI	1.389	0.0
sp|P00561|AK1H_ECOLI	-0.565	2.287e-14
sp|P0A8R7|YCJF_ECOLI	-0.004	1.0
sp|P39411|NCPP_ECOLI	-0.364	0.36
sp|P31658|HCHA_ECOLI	0.881	8.679e-07
sp|P30011|NADC_ECOLI	-0.43	0.002
sp|P30125|LEU3_ECOLI	-0.102	0.751
sp|P0AEN1|FRE_ECOLI	0.41	0.019
sp|P0AG63|RS17_ECOLI	-0.509	0.125
sp|P63224|GMHA_ECOLI	0.337	0.003
sp|P04079|GUAA_ECOLI	0.047	0.182
sp|P0A7S9|RS13_ECOLI	-0.309	0.004
sp|P0ABZ4|KDSC_ECOLI	-0.022	1.0
sp|P33025|PSUG_ECOLI	0.614	0.021
sp|P27250|AHR_ECOLI	0.7	0.001
sp|P0A7T3|RS16_ECOLI	-0.423	0.017
sp|P39173|YEAD_ECOLI	-0.661	9.463e-07
sp|P05793|ILVC_ECOLI	-0.629	0.0
sp|P77239|CUSB_ECOLI	-2.559	0.0
sp|P32099|LPLA_ECOLI	0.181	0.571
sp|P25714|YIDC_ECOLI	-0.109	0.776
sp|P0AEF8|DPPB_ECOLI	-0.493	0.146
sp|P38038|CYSJ_ECOLI	-0.808	0.0
sp|P63020|NFUA_ECOLI	0.058	0.59
sp|P0A6R3|FIS_ECOLI	-0.246	0.395
sp|P0A8Y5|YIDA_ECOLI	0.05	0.704
sp|P0A927|TSX_ECOLI	0.602	0.066
sp|P0ACL2|EXUR_ECOLI	-0.058	0.806
sp|P25906|PDXI_ECOLI	1.326	4.308e-14
sp|P0A9J8|CMPDT_ECOLI	0.113	0.103
sp|P45523|FKBA_ECOLI	-0.327	0.0006884
sp|P0A9T6|YBAQ_ECOLI	0.217	0.652
sp|P0AAB6|GALF_ECOLI	0.169	0.204
sp|P77804|YDGA_ECOLI	0.314	0.0004295
sp|P0AEM0|FKBX_ECOLI	-0.453	0.076
sp|P27833|WECE_ECOLI	-0.505	0.05
sp|P77717|YBAY_ECOLI	0.736	0.0001508
sp|P69874|POTA_ECOLI	-0.554	0.0001694
sp|P0A6U8|GLGA_ECOLI	0.063	0.499
sp|P0A7G2|RBFA_ECOLI	0.061	0.805
sp|P08178|PUR5_ECOLI	-0.096	0.441
sp|P67660|YHAJ_ECOLI	0.16	0.788
sp|P0AAB4|UBID_ECOLI	-0.0007286	0.508
sp|P0A7Z4|RPOA_ECOLI	-0.113	0.667
sp|P0AG51|RL30_ECOLI	-0.17	0.363
sp|P60651|SPEB_ECOLI	0.232	0.081
sp|P0A832|SSRP_ECOLI	-0.126	0.521
sp|Q46856|YQHD_ECOLI	-2.582	0.0
sp|P45771|YRDD_ECOLI	0.335	0.384
sp|P25535|UBII_ECOLI	0.245	0.1
sp|P23909|MUTS_ECOLI	-0.251	0.116
sp|P0ADY7|RL16_ECOLI	-0.333	0.033
sp|P29018|CYDD_ECOLI	-0.724	0.006
sp|P0AEU7|SKP_ECOLI	0.266	0.039
sp|P30748|MOAD_ECOLI	0.154	0.273
sp|P63417|YHBS_ECOLI	0.203	0.744
sp|P0A6L4|NANA_ECOLI	0.355	0.086
sp|P77202|DSBG_ECOLI	0.144	0.443
sp|P13482|TREA_ECOLI	1.251	6.681e-09
sp|P0ABC3|HFLC_ECOLI	-0.561	6.197e-06
sp|P26612|AMY2_ECOLI	0.075	0.578
sp|Q47083|CBL_ECOLI	-1.029	0.0002716
sp|P20966|PTFBC_ECOLI	-3.424	0.0
sp|P45470|YHBO_ECOLI	1.18	7.396e-07
sp|P60785|LEPA_ECOLI	-0.024	0.736
sp|P77754|SPY_ECOLI	0.491	0.002
sp|P0AB77|KBL_ECOLI	0.15	0.48
sp|P69805|PTND_ECOLI	0.733	2.318e-09
sp|P04425|GSHB_ECOLI	-0.343	0.043
sp|P67095|YFCE_ECOLI	0.8	0.0007215
sp|P0AEC3|ARCB_ECOLI	0.371	0.023
sp|P0ADI7|YECD_ECOLI	-0.247	0.403
sp|P0ACX3|YDHR_ECOLI	0.596	8.645e-05
sp|P0A6Q6|FABZ_ECOLI	0.148	0.015
sp|P0C054|IBPA_ECOLI	0.565	0.051
sp|P0ABE2|BOLA_ECOLI	-0.703	0.064
sp|P69913|CSRA_ECOLI	0.064	0.834
sp|P41409|RIHA_ECOLI	0.276	0.007
sp|P0A7J0|RIBB_ECOLI	0.265	0.615
sp|P16703|CYSM_ECOLI	0.018	0.933
sp|P17117|NFSA_ECOLI	0.173	0.316
sp|P16384|MIAA_ECOLI	-0.765	0.002
sp|P31130|YDEI_ECOLI	1.373	2.847e-08
sp|P27837|YIFK_ECOLI	0.26	0.11
sp|P0AG93|SECF_ECOLI	-0.062	0.976
sp|P60438|RL3_ECOLI	-0.067	0.886
sp|P15034|AMPP_ECOLI	0.065	0.591
sp|P14900|MURD_ECOLI	0.096	0.618
sp|P75915|YCDY_ECOLI	-0.162	0.389
sp|P0AAV4|PXPB_ECOLI	0.083	0.832
sp|P62620|ISPG_ECOLI	-0.194	0.094
sp|P0A7F6|SPED_ECOLI	-0.052	0.969
sp|P0A7D4|PURA_ECOLI	0.18	0.002
sp|P0A705|IF2_ECOLI	-0.301	1.758e-06
sp|P37095|PEPB_ECOLI	-0.017	0.953
sp|P37744|RMLA1_ECOLI	0.148	0.285
sp|P62617|ISPF_ECOLI	-0.219	0.511
sp|P0A855|TOLB_ECOLI	0.058	0.541
sp|P63389|YHES_ECOLI	-0.308	0.066
sp|P33920|NDPA_ECOLI	-0.286	0.108
sp|P00370|DHE4_ECOLI	-0.125	0.143
sp|P61949|FLAV_ECOLI	0.123	0.797
sp|P08957|T1MK_ECOLI	-0.163	0.432
sp|P0AES0|GSP_ECOLI	-0.854	1.677e-06
sp|P09832|GLTD_ECOLI	-0.669	5.236e-13
sp|P39280|EPMB_ECOLI	-0.374	0.232
sp|P0A881|TRPR_ECOLI	0.747	0.0002504
sp|P0AEP3|GALU_ECOLI	0.271	0.007
sp|P18133|PNCB_ECOLI	-0.129	0.304
sp|P00393|DHNA_ECOLI	-0.961	7.967e-12
sp|P0ABV2|EXBD_ECOLI	-0.527	0.0006479
sp|P00963|ASNA_ECOLI	-0.759	2.357e-08
sp|P0A847|TGT_ECOLI	-0.573	0.001
sp|P0C079|RELB_ECOLI	0.133	0.511
sp|P06616|ERA_ECOLI	-0.145	0.435
sp|P0ADK8|YIBL_ECOLI	0.374	0.122
sp|P0AAR3|YBAK_ECOLI	1.464	2.669e-11
