protein	log2FC	p-val
sp|P05020|PYRC_ECOLI	0.435	1.146e-07
sp|P0AG90|SECD_ECOLI	-0.21	0.003
sp|P0AFU8|RISA_ECOLI	0.348	0.043
sp|P00961|SYGB_ECOLI	-0.205	0.0002718
sp|P0A9P6|DEAD_ECOLI	-0.399	1.728e-05
sp|P27250|AHR_ECOLI	0.255	0.061
sp|P0AEZ9|MOAB_ECOLI	0.687	7.375e-05
sp|P00888|AROF_ECOLI	0.858	2.099e-10
sp|P77739|YNIA_ECOLI	0.441	0.001
sp|P15723|DGTP_ECOLI	0.532	0.008
sp|P18196|MINC_ECOLI	1.029	0.001
sp|P06971|FHUA_ECOLI	-0.02	0.353
sp|P52697|6PGL_ECOLI	0.462	3.426e-05
sp|P77775|YFCH_ECOLI	0.336	0.041
sp|P04983|RBSA_ECOLI	-0.078	0.579
sp|P30870|GLNE_ECOLI	-0.445	0.045
sp|P21645|LPXD_ECOLI	0.261	0.055
sp|P09169|OMPT_ECOLI	0.283	3.757e-06
sp|P0A908|MIPA_ECOLI	0.042	0.88
sp|P10443|DPO3A_ECOLI	0.074	0.456
sp|P0A6B7|ISCS_ECOLI	0.043	0.379
sp|P14081|SELB_ECOLI	-0.232	0.032
sp|P0AB77|KBL_ECOLI	0.73	4.568e-05
