Intensity MURI_16a_5xDil_08052013	3
Intensity MURI_16b_5xDil_08052013	3
Intensity MURI_25a_5xDil_07192013	3
Intensity MURI_25b_5xDil_07192013	3
Intensity MURI_97_1a_04032014	3
Intensity MURI_97_1b_04122014	3
Intensity MURI_17a_5xDil_08052013	4
Intensity MURI_17b_5xDil_08052013	4
Intensity MURI_26a_5xDil_07192013	4
Intensity MURI_26b_5xDil_07192013	4
Intensity MURI_98_1a_04032014	4
Intensity MURI_98_1b_04122014	4
Intensity MURI_18a_5xDil_08122013	5
Intensity MURI_18b_5xDil_08122013	5
Intensity MURI_27a_5xDil_07252013	5
Intensity MURI_27b_5xDil_07252013	5
Intensity MURI_99_1a_03312014	5
Intensity MURI_99_1b_03312014	5
Intensity MURI_100_1a_03312014	6
Intensity MURI_100_1b_03312014	6
Intensity MURI_19a_5xDil_08132013	6
Intensity MURI_19b_5xDil_08132013	6
Intensity MURI_28a_5xDil_07282013	6
Intensity MURI_28b_5xDil_07282013	6
Intensity MURI_101_1a_04022014	8
Intensity MURI_101_1b_04022014	8
Intensity MURI_20a_5xDil_08132013	8
Intensity MURI_20b_5xDil_08132013	8
Intensity MURI_29a_5xDil_07282013	8
Intensity MURI_29b_5xDil_07282013	8
Intensity MURI_102_1a_04072014	24
Intensity MURI_102_1b_04072014	24
Intensity MURI_21a_5xDil_08142013	24
Intensity MURI_21b_5xDil_08142013	24
Intensity MURI_30a_5xDil_07292013	24
Intensity MURI_30b_5xDil_07292013	24
Intensity MURI_103_1a_04122014	48
Intensity MURI_103_1b_04122014	48
Intensity MURI_22a_5xDil_08142013	48
Intensity MURI_22b_5xDil_08142013	48
Intensity MURI_31a_5xDil_07302013	48
Intensity MURI_31b_5xDil_07302013	48
Intensity MURI_104_1a_04072014	168
Intensity MURI_104_1b_04072014	168
Intensity MURI_23a_5xDil_08162013	168
Intensity MURI_23b_5xDil_08162013	168
Intensity MURI_32a_5xDil_07312013	168
Intensity MURI_32b_5xDil_07312013	168
Intensity MURI_105_1a_04022014	336
Intensity MURI_105_1b_04022014	336
Intensity MURI_24a_5xDil_08162013	336
Intensity MURI_24b_5xDil_08162013	336
Intensity MURI_33a_5xDil_08012013	336
Intensity MURI_33b_5xDil_08012013	336
