protein	z-value
mtnN	-2.0177869473188115
selD	0.40226121481088767
cydC	1.7903052280531861
proQ	-5.9671754395070495
ydgH	-0.7697249089175572
cmk	1.8320059143483434
lysC	-7.3487
yfgD	-1.6797145655240193
grxA	-1.1106948581073206
pcnB	-3.863497634993702
yafC	0.0
yicC	0.1692033182408578
efeO	-7.3487
yqeF	0.5363413832282353
yqjE	3.510799235155988
hcxA	-2.1420396169396265
acrA	2.41394642198899
oxyR	1.4293818412378727
hsdR	-0.7137063631921486
purA	-3.901678349320282
gsk	-2.8850691410764053
cmoA	-0.8431076608279701
btsR	0.7005041811036371
lpoA	0.7961350657168631
aroA	-3.5655330689462286
hisF	-1.5770313751576068
hprR	0.772156786518876
fadM	1.1981411457774358
tsx	0.7210828857041158
tabA	-0.5472203982083368
trpA	-3.3877618943015446
lptA	3.1279194560850354
narG	2.802896463397085
mgtA	7.3487
pyrH	-4.916896895003586
yibT	2.8125229426102405
sbcB	0.8659245208527749
fabA	-1.8319033472867394
fadB	7.3487
amiA	-2.4289634630908448
yifL	0.26973639029569385
pspB	1.369503653106394
ybiU	-3.2111633555778565
leuA	7.3487
glyA	-7.2632308271627775
kdsA	-2.902492225271523
kgtP	5.463810906346222
hisS	-1.7397502340974995
rraB	-0.146424171956261
sdhA	2.2903915945348725
topA	5.55387725588617
rseA	1.2399334778907383
wbbI	-3.9776421491223415
ybhL	2.1410025582066066
ydcT	7.3487
dppC	-0.3660348153898026
btsS	1.3916765782429512
fre	-1.5879911421232782
glcB	4.359122098046601
yiaJ	-0.330232967577888
erpA	-3.0307626938962784
rpiB	-0.11408074494089307
ygiB	1.5701453577759332
fur	2.1117369713265446
dgoD	0.3477352657358624
thrC	-7.314326962791281
glnS	-2.2657371941005153
nrdA	-2.98365029696841
folD	-3.4702046837732357
nhaB	0.2731340128388771
idi	2.8353443107122978
nagC	2.2913341675461916
yciF	6.804561294455087
dgoR	0.21453126961344124
dcrB	-0.2894967794468389
rplV	-3.4161198106849167
ydcH	3.3485867570609833
parE	-2.1774118876114597
ybaB	-3.47293991615809
ndh	-0.4105401155445022
yqjG	7.1767575333449125
yoaB	-0.779271050504611
fadR	1.1106895155271037
bioF	-3.2705300725969044
ycaR	-0.9353502090441856
ubiI	0.47571899336490886
metJ	1.6731115739973577
uvrA	6.4352135238963895
pspE	-2.9001582890497244
tamA	0.20220954184260853
rpsM	-3.47080251727751
glnD	2.7062041028706476
gmhB	-2.066802345280049
gcvP	-4.401070728618446
queD	-2.6444834132235533
rpsR	-2.6391173089046798
fepA	-1.120082674167406
talA	7.3487
accD	1.6055784679510319
yfgM	-0.5986340004741998
trmJ	0.03610466409249895
dld	2.373881266453239
modE	0.19424260099412954
tyrB	-4.9955749080328955
lysA	-4.442784373612297
hsdM	-2.634519134199596
seqA	1.4746655097469
ubiK	0.578134880357524
pykA	2.423636110338342
hldE	-0.24287323486624024
mdh	-1.902273088241664
msbA	1.5314557260353707
cydD	0.14336710340354542
selB	-0.752569920595346
pxpB	1.0805625318567325
tufB	-1.8923774410731518
queA	-1.343981700866994
bdcR	0.07578799560511072
ybjP	3.9559415263709035
rfbB	-6.081084967464698
pheT	5.782143970175724
chbB	3.408956098637958
frmA	2.1249774430366863
ompA	-2.5459206059348425
thiI	-5.217708012249093
yqjD	5.6017923022283584
rnc	-1.2549395687278384
zur	2.443351615224691
yeiR	-1.247762609326899
artJ	5.722171672757031
phoP	-0.3632829552262006
purF	-6.003903361903774
kbl	0.08454297422129849
eno	-2.1239456517220243
xseA	0.2688891710347018
rpsO	-2.9667061478009873
gyrB	-3.4181517498569387
nfi	3.8909530303392956
msrC	-2.063798085043618
zapA	-1.11698670290378
fadD	5.202050055642936
sra	2.163441909104607
hslV	-0.6456633315156336
hscA	-6.40354609094892
