go-name	term	setsize	num.sig	fdr	pval	direction	median_z_target	median_z_bg	expected	target_dist	background_dist
FlhDC	FlhDC	306	15	0.002	9.229e-05	-1.000	-2.514	0.000e+00	0.000e+00	[-4.586339280012393, -2.612054141229278, -2.283085632733093, -1.802716147512288, -3.342483580627828, -6.095004755272833, -2.513881723884678, -4.097618535494016, -2.026930877983162, -1.69014613752747, -3.455308046377652, -3.239342729900002, 1.105345054202224, 0.0, 0.5516062317727818]	[-0.0640646474532037, -0.8225951604280423, -1.353611116196855, -1.098342773671672, 1.196633794772821, 0.7914520832883548, 6.200968368706339, 5.994190082469715, 3.712246579338386, -0.2138006367685682, 0.5126501847497376, -4.190611417334058, 0.266609631155799, 4.457452464057024, -1.995405484994612, 3.825143920246648, 0.1531239058166838, -1.004906306767547, -4.309303551680934, 2.097468119974579, 5.01446906290908, 2.779245944120935, 4.638937295773666, 4.173180612449151, 3.858927994054627, 3.584865706022219, 4.645236521602961, 0.5492182258742814, -2.408915545815461, 0.0908766723294162, -0.1611185885107454, 4.36347506328085, 0.0, -3.896447034470651, -1.041859503642314, -1.002230084028836, -0.4394253209072338, 1.780464341692026, -7.3487, -4.363289430885265, -1.815576604531357, -2.792902994836784, 0.8289041574233985, 2.82780040954482, 1.567704575711229, 3.238957689853, -0.2530438668122292, -2.608849042245494, -2.106752738844807, 0.3371117975322719, -0.798753869345524, 0.0, 0.8605211851706971, 0.7293706681483018, 3.19846774133527, 1.3559372136368, -1.537316828500017, 1.199681080240854, -1.43598460139175, -5.381242116198732, -6.186315036581376, -0.59015427769797, -2.05004115498738, -0.6741115820415426, 5.031640693664155, 4.473185862307297, 3.713067023824837, 0.8380367964462004, 1.251704988127033, -0.5656454335298766, 2.457263390205437, -0.1489172970263615, 1.534120544352546, -0.8550663234124872, 0.891635224066225, -1.290410793644402, -0.2200069172172349, -2.654824688674645, 0.0614510463899027, 1.780950799437589, 1.677663030870923, 0.601196746807118, 0.5997688256269428, 0.663748553315267, 0.3322251091556911, 0.6262459111440589, 0.0, 1.861784383193932, -0.1811964451456009, 1.570236603120647, -0.540542681359396, -2.843639324396312, -0.1626979571136201, -5.884840834227149, -6.424424386351236, 0.0804890329049649, 1.075979519623328, 1.633822731190849, 0.6498029875637372, 2.033864238509436, -1.985884250956689, 0.3911630375814933, 1.959978691060512, -0.7946388983674768, 2.173371483126576, 0.3090779346532822, -0.8352365071580832, -0.5734301295295691, -0.0411345787806694, -0.8840910098077946, 2.838305417327571, -3.058081452078392, -0.0735829529020721, 0.8360422087717844, -0.0708553408898151, 1.204503470790389, 0.2242810843509653, 3.957263897778396, 1.512697018205387, -7.3487, -6.338360991448087, 0.3324415983900535, 1.12368791564246, -0.5093778512683617, 1.604539801573389, -4.648131740345805, -4.433809727816509, 1.407743718028045, -0.0538294198135773, 0.2854305545837063, 0.7165941469700681, 0.0562332202507756, 1.369379207268538, -0.9384756984115684, -0.4534046801368845, 0.8711659079080393, -0.6446587877514235, -1.827658454660116, 3.181411262234829, 0.2669131406660413, 2.436795849468933, 4.160317991597267, 4.40105064251994, 0.9355758920212972, -6.797580058522976, 4.474687410625652, 3.857502537045582, 0.3832286243813104, 1.58676521139053, 0.0978179124351004, 1.464224387991537, -3.087651787845615, -1.374918877838523, -1.585218233585748, 1.265076944887806, -1.333296687152016, 5.732201914869759, 3.775011939356357, -0.5001066271622765, -0.8485675592986686, -0.0325900928709054, -0.5417365601128168, 1.386082929665493, -1.082568489511963, -3.614982263922144, -0.9164449459159104, 4.511555964919049, 2.773322929656445, 4.108524956433927, 7.3487, -0.5813568096513856, 5.924179888531387, -0.7858613233068932, 1.289476044307838, -7.3487, -1.625633278780911, -0.5442702707133121, -1.531812868088111, -0.5285238894024094, -1.782125046897502, 0.0, 0.1735420070336635, 0.5960469608611735, 0.3313418214310306, 0.6277884797635589, 2.214615637946377, 2.924349326145206, -2.326347874040841, -2.338892311800531, 0.1252711300476537, -2.610378090786508, -0.2910671019126514, 0.4273709004131941, 1.301755442646081, 1.140204977383792, 0.0342857219975762, 0.3094227065295837, -1.097324454284931, 0.0, 0.1827425854454439, 2.074854734393309, 0.4461038114511097, -0.4637503762791491, 0.3084629789835051, -7.3487, 0.10807779179491, 0.6503239190794381, -0.236780230231589, 0.9028725755787848, -0.9972930996346244, 0.1484343410544897, -1.700109443634963, 7.3487, 2.918877594596215, 1.935112328764038, 5.040475681227028, 0.388021666217977, 6.346274060131493, 0.4440589004631143, 4.025414883429695, 2.418656152051144, 1.320105492769511, 0.7144834702810084, 3.170552277338065, 2.031761894621907, 0.7806642368062334, -0.4272112397136802, -1.409222382042359, -0.6587073706598453, 0.8195362467218313, 1.143092952591028, 0.6686083353115837, -0.8778962950512285, -4.102186968449636, 1.507314440610211, 0.848478650120028, -1.081279192000726, -4.339667003305116, -0.4869843315312727, -2.078134709367646, -3.711028956366001, -3.653170085819888, 0.5460959261333559, -1.599229101219583, -0.8063301724741007, -2.679455804761576, -0.4852688131798211, 0.0, -0.7011692012325951, -2.25420612585912, -0.8384273203829861, -2.316392034977893, -2.977103253037849, 2.526481561239653, 0.4597385094659644, -0.6972728307762429, -1.239933477890738, -5.008306445472472, -2.093978030411853, -1.463575447917788, -1.626707221498371, 0.674846879879504, -3.563599604367409, -3.548362416283724, -1.63048042059242, -1.889059644744738, -3.705160162938823, -4.838280328622063, -3.071077904037355, -0.8387823270404297, 4.619628825223948, 5.143029393282302, 1.492625299740933, -1.280705243242935, -0.2999524895107007, -1.899384550268812, -5.5260986540837, -0.8440562723091966, -2.732178390631041, -4.424448426783933, 0.3893733273298022, -0.3499711654088013, -2.053748910631823, -0.0957709705031402, -3.749448711138079, -1.220873306604903, -1.826382386380893, -2.436586665793441, 3.744022661596464, 0.0, -7.3487, -1.925008680266704, 2.545531086962313, 2.508429895917768, 2.23350519544178, -2.108358399169109, 6.145869197369235, -0.5949657603708562, 2.074854734393309, -3.249589244366325, -0.3386264809137752, 1.558441905295921, 2.051375346740342, 0.0, 0.9115607350675408, 1.900507062901753]
Cra	Cra	302	19	0.008	6.300e-04	1.000	1.302	-0.064	0.000e+00	[1.196633794772821, 0.7914520832883548, 4.457452464057024, 1.567704575711229, 3.238957689853, 3.19846774133527, 0.891635224066225, -1.290410793644402, 1.570236603120647, 2.173371483126576, 2.436795849468933, 0.4273709004131941, 1.301755442646081, 0.7144834702810084, 2.031761894621907, 0.8195362467218313, 1.507314440610211, -2.679455804761576, -0.3386264809137752]	[-0.0640646474532037, -0.8225951604280423, -1.353611116196855, -1.098342773671672, 6.200968368706339, 5.994190082469715, 3.712246579338386, -0.2138006367685682, 0.5126501847497376, -4.190611417334058, 0.266609631155799, -1.995405484994612, 3.825143920246648, 0.1531239058166838, -1.004906306767547, -4.309303551680934, 2.097468119974579, 5.01446906290908, 2.779245944120935, 4.638937295773666, 4.173180612449151, 3.858927994054627, 3.584865706022219, 4.645236521602961, 0.5492182258742814, -2.408915545815461, 0.0908766723294162, -0.1611185885107454, 4.36347506328085, 0.0, -3.896447034470651, -1.041859503642314, -1.002230084028836, -0.4394253209072338, 1.780464341692026, -7.3487, -4.363289430885265, -1.815576604531357, -2.792902994836784, 0.8289041574233985, 2.82780040954482, -0.2530438668122292, -2.608849042245494, -2.106752738844807, 0.3371117975322719, -0.798753869345524, 0.0, 0.8605211851706971, 0.7293706681483018, 1.3559372136368, -1.537316828500017, 1.199681080240854, -1.43598460139175, -5.381242116198732, -6.186315036581376, -0.59015427769797, -2.05004115498738, -0.6741115820415426, 5.031640693664155, 4.473185862307297, 3.713067023824837, 0.8380367964462004, 1.251704988127033, -0.5656454335298766, 2.457263390205437, -0.1489172970263615, 1.534120544352546, -0.8550663234124872, -0.2200069172172349, -2.654824688674645, 0.0614510463899027, 1.780950799437589, 1.677663030870923, 0.601196746807118, 0.5997688256269428, 0.663748553315267, 0.3322251091556911, 0.6262459111440589, 0.0, 1.861784383193932, -0.1811964451456009, -0.540542681359396, -2.843639324396312, -0.1626979571136201, -4.586339280012393, -2.612054141229278, -2.283085632733093, -1.802716147512288, -5.884840834227149, -3.342483580627828, -6.424424386351236, -6.095004755272833, -2.513881723884678, -4.097618535494016, -2.026930877983162, -1.69014613752747, -3.455308046377652, -3.239342729900002, 0.0804890329049649, 1.075979519623328, 1.633822731190849, 0.6498029875637372, 2.033864238509436, -1.985884250956689, 0.3911630375814933, 1.959978691060512, -0.7946388983674768, 0.3090779346532822, -0.8352365071580832, -0.5734301295295691, -0.0411345787806694, -0.8840910098077946, 2.838305417327571, -3.058081452078392, -0.0735829529020721, 0.8360422087717844, -0.0708553408898151, 1.204503470790389, 0.2242810843509653, 3.957263897778396, 1.512697018205387, -7.3487, -6.338360991448087, 1.105345054202224, 0.0, 0.5516062317727818, 0.3324415983900535, 1.12368791564246, -0.5093778512683617, 1.604539801573389, -4.648131740345805, -4.433809727816509, 1.407743718028045, -0.0538294198135773, 0.2854305545837063, 0.7165941469700681, 0.0562332202507756, 1.369379207268538, -0.9384756984115684, -0.4534046801368845, 0.8711659079080393, -0.6446587877514235, -1.827658454660116, 3.181411262234829, 0.2669131406660413, 4.160317991597267, 4.40105064251994, 0.9355758920212972, -6.797580058522976, 4.474687410625652, 3.857502537045582, 0.3832286243813104, 1.58676521139053, 0.0978179124351004, 1.464224387991537, -3.087651787845615, -1.374918877838523, -1.585218233585748, 1.265076944887806, -1.333296687152016, 5.732201914869759, 3.775011939356357, -0.5001066271622765, -0.8485675592986686, -0.0325900928709054, -0.5417365601128168, 1.386082929665493, -1.082568489511963, -3.614982263922144, -0.9164449459159104, 4.511555964919049, 2.773322929656445, 4.108524956433927, 7.3487, -0.5813568096513856, 5.924179888531387, -0.7858613233068932, 1.289476044307838, -7.3487, -1.625633278780911, -0.5442702707133121, -1.531812868088111, -0.5285238894024094, -1.782125046897502, 0.0, 0.1735420070336635, 0.5960469608611735, 0.3313418214310306, 0.6277884797635589, 2.214615637946377, 2.924349326145206, -2.326347874040841, -2.338892311800531, 0.1252711300476537, -2.610378090786508, -0.2910671019126514, 1.140204977383792, 0.0342857219975762, 0.3094227065295837, -1.097324454284931, 0.0, 0.1827425854454439, 2.074854734393309, 0.4461038114511097, -0.4637503762791491, 0.3084629789835051, -7.3487, 0.10807779179491, 0.6503239190794381, -0.236780230231589, 0.9028725755787848, -0.9972930996346244, 0.1484343410544897, -1.700109443634963, 7.3487, 2.918877594596215, 1.935112328764038, 5.040475681227028, 0.388021666217977, 6.346274060131493, 0.4440589004631143, 4.025414883429695, 2.418656152051144, 1.320105492769511, 3.170552277338065, 0.7806642368062334, -0.4272112397136802, -1.409222382042359, -0.6587073706598453, 1.143092952591028, 0.6686083353115837, -0.8778962950512285, -4.102186968449636, 0.848478650120028, -1.081279192000726, -4.339667003305116, -0.4869843315312727, -2.078134709367646, -3.711028956366001, -3.653170085819888, 0.5460959261333559, -1.599229101219583, -0.8063301724741007, -0.4852688131798211, 0.0, -0.7011692012325951, -2.25420612585912, -0.8384273203829861, -2.316392034977893, -2.977103253037849, 2.526481561239653, 0.4597385094659644, -0.6972728307762429, -1.239933477890738, -5.008306445472472, -2.093978030411853, -1.463575447917788, -1.626707221498371, 0.674846879879504, -3.563599604367409, -3.548362416283724, -1.63048042059242, -1.889059644744738, -3.705160162938823, -4.838280328622063, -3.071077904037355, -0.8387823270404297, 4.619628825223948, 5.143029393282302, 1.492625299740933, -1.280705243242935, -0.2999524895107007, -1.899384550268812, -5.5260986540837, -0.8440562723091966, -2.732178390631041, -4.424448426783933, 0.3893733273298022, -0.3499711654088013, -2.053748910631823, -0.0957709705031402, -3.749448711138079, -1.220873306604903, -1.826382386380893, -2.436586665793441, 3.744022661596464, 0.0, -7.3487, -1.925008680266704, 2.545531086962313, 2.508429895917768, 2.23350519544178, -2.108358399169109, 6.145869197369235, -0.5949657603708562, 2.074854734393309, -3.249589244366325, 1.558441905295921, 2.051375346740342, 0.0, 0.9115607350675408, 1.900507062901753]
Lrp	Lrp	299	22	0.022	0.003	1.000	1.960	-0.054	0.000e+00	[0.5492182258742814, 1.959978691060512, -0.8352365071580832, -0.5734301295295691, -7.3487, -6.338360991448087, 4.40105064251994, 4.474687410625652, 3.857502537045582, 0.3832286243813104, 1.58676521139053, 0.0978179124351004, 4.511555964919049, 2.773322929656445, 7.3487, 5.040475681227028, 0.388021666217977, 6.346274060131493, 4.025414883429695, 4.619628825223948, 5.143029393282302, -1.899384550268812]	[-0.0640646474532037, -0.8225951604280423, -1.353611116196855, -1.098342773671672, 1.196633794772821, 0.7914520832883548, 6.200968368706339, 5.994190082469715, 3.712246579338386, -0.2138006367685682, 0.5126501847497376, -4.190611417334058, 0.266609631155799, 4.457452464057024, -1.995405484994612, 3.825143920246648, 0.1531239058166838, -1.004906306767547, -4.309303551680934, 2.097468119974579, 5.01446906290908, 2.779245944120935, 4.638937295773666, 4.173180612449151, 3.858927994054627, 3.584865706022219, 4.645236521602961, -2.408915545815461, 0.0908766723294162, -0.1611185885107454, 4.36347506328085, 0.0, -3.896447034470651, -1.041859503642314, -1.002230084028836, -0.4394253209072338, 1.780464341692026, -7.3487, -4.363289430885265, -1.815576604531357, -2.792902994836784, 0.8289041574233985, 2.82780040954482, 1.567704575711229, 3.238957689853, -0.2530438668122292, -2.608849042245494, -2.106752738844807, 0.3371117975322719, -0.798753869345524, 0.0, 0.8605211851706971, 0.7293706681483018, 3.19846774133527, 1.3559372136368, -1.537316828500017, 1.199681080240854, -1.43598460139175, -5.381242116198732, -6.186315036581376, -0.59015427769797, -2.05004115498738, -0.6741115820415426, 5.031640693664155, 4.473185862307297, 3.713067023824837, 0.8380367964462004, 1.251704988127033, -0.5656454335298766, 2.457263390205437, -0.1489172970263615, 1.534120544352546, -0.8550663234124872, 0.891635224066225, -1.290410793644402, -0.2200069172172349, -2.654824688674645, 0.0614510463899027, 1.780950799437589, 1.677663030870923, 0.601196746807118, 0.5997688256269428, 0.663748553315267, 0.3322251091556911, 0.6262459111440589, 0.0, 1.861784383193932, -0.1811964451456009, 1.570236603120647, -0.540542681359396, -2.843639324396312, -0.1626979571136201, -4.586339280012393, -2.612054141229278, -2.283085632733093, -1.802716147512288, -5.884840834227149, -3.342483580627828, -6.424424386351236, -6.095004755272833, -2.513881723884678, -4.097618535494016, -2.026930877983162, -1.69014613752747, -3.455308046377652, -3.239342729900002, 0.0804890329049649, 1.075979519623328, 1.633822731190849, 0.6498029875637372, 2.033864238509436, -1.985884250956689, 0.3911630375814933, -0.7946388983674768, 2.173371483126576, 0.3090779346532822, -0.0411345787806694, -0.8840910098077946, 2.838305417327571, -3.058081452078392, -0.0735829529020721, 0.8360422087717844, -0.0708553408898151, 1.204503470790389, 0.2242810843509653, 3.957263897778396, 1.512697018205387, 1.105345054202224, 0.0, 0.5516062317727818, 0.3324415983900535, 1.12368791564246, -0.5093778512683617, 1.604539801573389, -4.648131740345805, -4.433809727816509, 1.407743718028045, -0.0538294198135773, 0.2854305545837063, 0.7165941469700681, 0.0562332202507756, 1.369379207268538, -0.9384756984115684, -0.4534046801368845, 0.8711659079080393, -0.6446587877514235, -1.827658454660116, 3.181411262234829, 0.2669131406660413, 2.436795849468933, 4.160317991597267, 0.9355758920212972, -6.797580058522976, 1.464224387991537, -3.087651787845615, -1.374918877838523, -1.585218233585748, 1.265076944887806, -1.333296687152016, 5.732201914869759, 3.775011939356357, -0.5001066271622765, -0.8485675592986686, -0.0325900928709054, -0.5417365601128168, 1.386082929665493, -1.082568489511963, -3.614982263922144, -0.9164449459159104, 4.108524956433927, 7.3487, -0.5813568096513856, 5.924179888531387, -0.7858613233068932, 1.289476044307838, -7.3487, -1.625633278780911, -0.5442702707133121, -1.531812868088111, -0.5285238894024094, -1.782125046897502, 0.0, 0.1735420070336635, 0.5960469608611735, 0.3313418214310306, 0.6277884797635589, 2.214615637946377, 2.924349326145206, -2.326347874040841, -2.338892311800531, 0.1252711300476537, -2.610378090786508, -0.2910671019126514, 0.4273709004131941, 1.301755442646081, 1.140204977383792, 0.0342857219975762, 0.3094227065295837, -1.097324454284931, 0.0, 0.1827425854454439, 2.074854734393309, 0.4461038114511097, -0.4637503762791491, 0.3084629789835051, -7.3487, 0.10807779179491, 0.6503239190794381, -0.236780230231589, 0.9028725755787848, -0.9972930996346244, 0.1484343410544897, -1.700109443634963, 2.918877594596215, 1.935112328764038, 0.4440589004631143, 2.418656152051144, 1.320105492769511, 0.7144834702810084, 3.170552277338065, 2.031761894621907, 0.7806642368062334, -0.4272112397136802, -1.409222382042359, -0.6587073706598453, 0.8195362467218313, 1.143092952591028, 0.6686083353115837, -0.8778962950512285, -4.102186968449636, 1.507314440610211, 0.848478650120028, -1.081279192000726, -4.339667003305116, -0.4869843315312727, -2.078134709367646, -3.711028956366001, -3.653170085819888, 0.5460959261333559, -1.599229101219583, -0.8063301724741007, -2.679455804761576, -0.4852688131798211, 0.0, -0.7011692012325951, -2.25420612585912, -0.8384273203829861, -2.316392034977893, -2.977103253037849, 2.526481561239653, 0.4597385094659644, -0.6972728307762429, -1.239933477890738, -5.008306445472472, -2.093978030411853, -1.463575447917788, -1.626707221498371, 0.674846879879504, -3.563599604367409, -3.548362416283724, -1.63048042059242, -1.889059644744738, -3.705160162938823, -4.838280328622063, -3.071077904037355, -0.8387823270404297, 1.492625299740933, -1.280705243242935, -0.2999524895107007, -5.5260986540837, -0.8440562723091966, -2.732178390631041, -4.424448426783933, 0.3893733273298022, -0.3499711654088013, -2.053748910631823, -0.0957709705031402, -3.749448711138079, -1.220873306604903, -1.826382386380893, -2.436586665793441, 3.744022661596464, 0.0, -7.3487, -1.925008680266704, 2.545531086962313, 2.508429895917768, 2.23350519544178, -2.108358399169109, 6.145869197369235, -0.5949657603708562, 2.074854734393309, -3.249589244366325, -0.3386264809137752, 1.558441905295921, 2.051375346740342, 0.0, 0.9115607350675408, 1.900507062901753]
RbsR	RbsR	314	7	0.096	0.015	-1.000	-2.254	0.000e+00	0.000e+00	[-0.4869843315312727, -3.711028956366001, -0.7011692012325951, -2.25420612585912, -0.8384273203829861, -2.316392034977893, -2.977103253037849]	[-0.0640646474532037, -0.8225951604280423, -1.353611116196855, -1.098342773671672, 1.196633794772821, 0.7914520832883548, 6.200968368706339, 5.994190082469715, 3.712246579338386, -0.2138006367685682, 0.5126501847497376, -4.190611417334058, 0.266609631155799, 4.457452464057024, -1.995405484994612, 3.825143920246648, 0.1531239058166838, -1.004906306767547, -4.309303551680934, 2.097468119974579, 5.01446906290908, 2.779245944120935, 4.638937295773666, 4.173180612449151, 3.858927994054627, 3.584865706022219, 4.645236521602961, 0.5492182258742814, -2.408915545815461, 0.0908766723294162, -0.1611185885107454, 4.36347506328085, 0.0, -3.896447034470651, -1.041859503642314, -1.002230084028836, -0.4394253209072338, 1.780464341692026, -7.3487, -4.363289430885265, -1.815576604531357, -2.792902994836784, 0.8289041574233985, 2.82780040954482, 1.567704575711229, 3.238957689853, -0.2530438668122292, -2.608849042245494, -2.106752738844807, 0.3371117975322719, -0.798753869345524, 0.0, 0.8605211851706971, 0.7293706681483018, 3.19846774133527, 1.3559372136368, -1.537316828500017, 1.199681080240854, -1.43598460139175, -5.381242116198732, -6.186315036581376, -0.59015427769797, -2.05004115498738, -0.6741115820415426, 5.031640693664155, 4.473185862307297, 3.713067023824837, 0.8380367964462004, 1.251704988127033, -0.5656454335298766, 2.457263390205437, -0.1489172970263615, 1.534120544352546, -0.8550663234124872, 0.891635224066225, -1.290410793644402, -0.2200069172172349, -2.654824688674645, 0.0614510463899027, 1.780950799437589, 1.677663030870923, 0.601196746807118, 0.5997688256269428, 0.663748553315267, 0.3322251091556911, 0.6262459111440589, 0.0, 1.861784383193932, -0.1811964451456009, 1.570236603120647, -0.540542681359396, -2.843639324396312, -0.1626979571136201, -4.586339280012393, -2.612054141229278, -2.283085632733093, -1.802716147512288, -5.884840834227149, -3.342483580627828, -6.424424386351236, -6.095004755272833, -2.513881723884678, -4.097618535494016, -2.026930877983162, -1.69014613752747, -3.455308046377652, -3.239342729900002, 0.0804890329049649, 1.075979519623328, 1.633822731190849, 0.6498029875637372, 2.033864238509436, -1.985884250956689, 0.3911630375814933, 1.959978691060512, -0.7946388983674768, 2.173371483126576, 0.3090779346532822, -0.8352365071580832, -0.5734301295295691, -0.0411345787806694, -0.8840910098077946, 2.838305417327571, -3.058081452078392, -0.0735829529020721, 0.8360422087717844, -0.0708553408898151, 1.204503470790389, 0.2242810843509653, 3.957263897778396, 1.512697018205387, -7.3487, -6.338360991448087, 1.105345054202224, 0.0, 0.5516062317727818, 0.3324415983900535, 1.12368791564246, -0.5093778512683617, 1.604539801573389, -4.648131740345805, -4.433809727816509, 1.407743718028045, -0.0538294198135773, 0.2854305545837063, 0.7165941469700681, 0.0562332202507756, 1.369379207268538, -0.9384756984115684, -0.4534046801368845, 0.8711659079080393, -0.6446587877514235, -1.827658454660116, 3.181411262234829, 0.2669131406660413, 2.436795849468933, 4.160317991597267, 4.40105064251994, 0.9355758920212972, -6.797580058522976, 4.474687410625652, 3.857502537045582, 0.3832286243813104, 1.58676521139053, 0.0978179124351004, 1.464224387991537, -3.087651787845615, -1.374918877838523, -1.585218233585748, 1.265076944887806, -1.333296687152016, 5.732201914869759, 3.775011939356357, -0.5001066271622765, -0.8485675592986686, -0.0325900928709054, -0.5417365601128168, 1.386082929665493, -1.082568489511963, -3.614982263922144, -0.9164449459159104, 4.511555964919049, 2.773322929656445, 4.108524956433927, 7.3487, -0.5813568096513856, 5.924179888531387, -0.7858613233068932, 1.289476044307838, -7.3487, -1.625633278780911, -0.5442702707133121, -1.531812868088111, -0.5285238894024094, -1.782125046897502, 0.0, 0.1735420070336635, 0.5960469608611735, 0.3313418214310306, 0.6277884797635589, 2.214615637946377, 2.924349326145206, -2.326347874040841, -2.338892311800531, 0.1252711300476537, -2.610378090786508, -0.2910671019126514, 0.4273709004131941, 1.301755442646081, 1.140204977383792, 0.0342857219975762, 0.3094227065295837, -1.097324454284931, 0.0, 0.1827425854454439, 2.074854734393309, 0.4461038114511097, -0.4637503762791491, 0.3084629789835051, -7.3487, 0.10807779179491, 0.6503239190794381, -0.236780230231589, 0.9028725755787848, -0.9972930996346244, 0.1484343410544897, -1.700109443634963, 7.3487, 2.918877594596215, 1.935112328764038, 5.040475681227028, 0.388021666217977, 6.346274060131493, 0.4440589004631143, 4.025414883429695, 2.418656152051144, 1.320105492769511, 0.7144834702810084, 3.170552277338065, 2.031761894621907, 0.7806642368062334, -0.4272112397136802, -1.409222382042359, -0.6587073706598453, 0.8195362467218313, 1.143092952591028, 0.6686083353115837, -0.8778962950512285, -4.102186968449636, 1.507314440610211, 0.848478650120028, -1.081279192000726, -4.339667003305116, -2.078134709367646, -3.653170085819888, 0.5460959261333559, -1.599229101219583, -0.8063301724741007, -2.679455804761576, -0.4852688131798211, 0.0, 2.526481561239653, 0.4597385094659644, -0.6972728307762429, -1.239933477890738, -5.008306445472472, -2.093978030411853, -1.463575447917788, -1.626707221498371, 0.674846879879504, -3.563599604367409, -3.548362416283724, -1.63048042059242, -1.889059644744738, -3.705160162938823, -4.838280328622063, -3.071077904037355, -0.8387823270404297, 4.619628825223948, 5.143029393282302, 1.492625299740933, -1.280705243242935, -0.2999524895107007, -1.899384550268812, -5.5260986540837, -0.8440562723091966, -2.732178390631041, -4.424448426783933, 0.3893733273298022, -0.3499711654088013, -2.053748910631823, -0.0957709705031402, -3.749448711138079, -1.220873306604903, -1.826382386380893, -2.436586665793441, 3.744022661596464, 0.0, -7.3487, -1.925008680266704, 2.545531086962313, 2.508429895917768, 2.23350519544178, -2.108358399169109, 6.145869197369235, -0.5949657603708562, 2.074854734393309, -3.249589244366325, -0.3386264809137752, 1.558441905295921, 2.051375346740342, 0.0, 0.9115607350675408, 1.900507062901753]
