cnu	186
coaA	327
coaD	323
coaE	133
cobB	572
cobC	24
cobS	149
cobT	109
cobU	52
codA	2303
codB	1466
cof	35
cohE	223
copA	922
corA	463
cpdA	153
cpdB	207
cpsB	4
cpsG	8
cpxA	106
cpxP	120
cpxR	1543
crcB	223
creA	489
creB	64
creC	17
creD	[2]
crl	5379
croE	14
crp	3903
crr	14155
csdA	72
csdE	181
csdL	193
csgA	128
csgB	[0]
csgC	[5]
csgD	85
csgE	19
csgF	53
csgG	57
csiD	111
csiE	32
csiR	37
cspA	2012
cspB	34
cspC	50154
cspD	2643
cspE	29309
cspF	[7]
cspG	73
cspH	[3]
cspI	[2]
csrA	7647
csrD	33
cstA	177
cueO	1987
cueR	441
cusA	3
cusB	6
cusC	5
cusF	44
cusR	109
cusS	28
cutA	207
cutC	194
cvpA	106
cvrA	55
cyaA	263
cyaY	963
cybB	803
cycA	541
cydA	615
cydB	445
cydC	136
cydD	158
cynR	47
cynS	62
cynT	14
cynX	[1]
cyoA	3421
cyoB	2179
cyoC	2749
cyoD	4458
cyoE	870
cysA	2214
cysB	901
cysC	957
cysD	4115
cysE	524
cysG	132
cysH	1579
cysI	2569
cysJ	2057
cysK	24492
cysM	1411
cysN	3066
cysP	2281
cysQ	533
cysS	870
cysU	419
cysW	308
cysZ	189
cytR	89
dacA	1180
dacB	133
dacC	876
dacD	6
dadA	181
dadX	54
dam	128
damX	826
dapA	2172
dapB	1990
dapD	8536
dapE	263
dapF	294
dbpA	60
dcd	819
dcm	162
dcp	980
dcrB	1413
dctA	107
dctR	32
dcuA	574
dcuB	[0]
dcuC	[0]
dcuD	[0]
dcuR	167
dcuS	21
dcyD	795
ddlA	296
ddlB	296
ddpA	40
ddpB	[2]
ddpC	[3]
ddpD	[4]
ddpF	5
ddpX	19
deaD	858
dedA	214
dedD	204
def	673
degP	1601
degQ	482
degS	133
deoA	237
deoB	1012
deoC	636
deoD	2993
deoR	192
der	625
dfp	285
dgkA	665
dgoA	[5]
dgoD	18
dgoK	7
dgoR	170
dgoT	[0]
dgsA	56
dgt	129
dhaK	318
dhaL	410
dhaM	414
dhaR	24
diaA	239
dicA	323
dicB	[4]
dicC	23
dinB	20
dinD	32
dinF	16
dinG	15
dinI	655
dinJ	890
dinQ	[21]
djlA	137
djlB	[0]
djlC	[2]
dkgA	600
dkgB	236
dksA	5438
dld	1068
dmlA	49
dmlR	62
dmsA	21
dmsB	27
dmsC	16
dmsD	210
dnaA	290
dnaB	210
dnaC	135
dnaE	79
dnaG	98
dnaJ	938
dnaK	10567
dnaN	529
dnaQ	516
dnaT	92
dnaXgamma	84
dnaXtau	85
dosC	81
dosP	20
dpiA	60
dpiB	[2]
dppA	5339
dppB	270
dppC	231
dppD	367
dppF	413
dps	13008
dsbA	2628
dsbB	357
dsbC	706
dsbD	145
dsbG	229
dsdA	131
dsdC	50
dsdX	[2]
dsrB	714
dtd	649
dtpA	24
dtpB	41
dtpD	59
dusA	256
dusB	110
dusC	25
dut	1435
dxr	122
dxs	308
eamA	156
eamB	9
ebgA	[1]
ebgC	[5]
ebgR	67
ecnA	98
ecnB	23546
eco	182
ecpD	[0]
eda	3295
edd	80
efeB	67
efeO	566
efp	7562
elaA	425
elaB	11477
elaD	11
elbB	894
elfA	19
elfC	[1]
elfD	[0]
elfG	16
emrA	229
emrB	40
emrD	[0]
emrE	142
emrK	[3]
emrY	[2]
emtA	609
endA	7
eno	21234
entA	33
entB	62
entC	60
entD	[4]
entE	33
entF	24
entH	20
entS	23
envC	106
envR	[1]
envY	9
envZ	43
epd	266
eptA	126
eptB	26
era	610
erfK	183
erpA	4534
essD	[2]
essQ	[0]
etk	23
etp	33
eutA	[2]
eutB	101
eutC	76
eutD	[2]
eutE	[2]
eutG	[2]
eutH	[2]
eutJ	[0]
eutK	40
eutL	145
eutM	73
eutN	[0]
eutP	[0]
eutQ	7
eutR	22
eutS	[0]
eutT	[1]
evgA	420
evgS	69
exbB	777
exbD	298
exoX	223
exuR	289
exuT	4
fabA	4392
fabB	3376
fabD	3142
fabF	1598
fabG	4015
fabH	1564
fabI	8248
fabR	244
fabZ	3099
fadA	75
fadB	64
fadD	114
fadE	113
fadH	21
fadI	39
fadJ	37
fadK	4
fadL	416
fadM	50
fadR	395
fbaA	13978
fbaB	2753
fbp	1028
fcl	[4]
fdhD	111
fdhE	351
fdhF	1
fdnG	0
fdnH	[1]
fdnI	[2]
fdoG	11
fdoH	13
fdoI	16
fdrA	[0]
fdx	1374
feaB	28
feaR	17
fecA	12
fecB	19
fecC	3
fecD	[3]
fecE	44
fecI	65
fecR	34
feoA	181
feoB	168
feoC	50
fepA	32
fepB	88
fepC	36
fepD	11
fepE	[0]
fepG	6
fes	9
ffh	754
fhlA	25
fhuA	355
fhuB	11
fhuC	54
fhuD	27
fhuE	10
fhuF	261
fic	173
fieF	102
fimA	4754
fimB	394
fimC	55
fimD	10
fimE	28
fimF	14
fimG	16
fimH	25
fimI	17
fimZ	[4]
fis	7711
fiu	54
fixA	[4]
fixB	6
fixC	[1]
fixX	[4]
fklB	2940
fkpA	3102
fkpB	472
fldA	4019
fldB	559
flgA	9
flgB	21
flgC	17
flgD	23
flgE	45
flgF	11
flgG	31
flgH	7
flgI	8
flgJ	[3]
flgK	11
flgL	39
flgM	151
flgN	38
flhA	[2]
flhB	[1]
flhC	72
flhD	122
flhE	[2]
fliA	9
fliC	157
fliD	6
fliE	14
fliF	[1]
fliG	[2]
fliH	[2]
fliI	[1]
fliJ	[1]
fliK	5
fliL	[8]
fliM	7
fliN	12
fliO	[1]
fliP	[1]
fliQ	[1]
fliR	[2]
fliS	22
fliT	[5]
fliY	7219
fliZ	17
flk	81
flu	123
flxA	58
fmt	435
fnr	2582
focA	133
focB	[2]
folA	398
folB	161
folC	342
folD	1311
folE	9024
folK	172
folM	87
folP	345
folX	2140
fpr	495
frc	21
frdA	141
frdB	144
frdC	119
frdD	141
fre	759
frlA	[0]
frlB	12
frlC	8
frlD	[3]
frlR	129
frmA	736
frmB	129
frmR	299
frr	5780
frsA	327
fruA	179
fruB	184
fruK	155
fruR	314
frvA	[1]
frvB	[1]
frvR	[0]
frvX	5
frwB	16
frwC	[0]
frwD	[7]
fryA	4
fryB	[1]
fryC	[0]
fsaA	86
fsaB	15
fsr	53
ftnA	2719
ftnB	170
ftsA	575
ftsB	140
ftsE	320
ftsH	1124
ftsI	144
ftsK	213
ftsL	201
ftsN	269
ftsP	196
ftsQ	147
ftsW	117
ftsX	244
ftsY	519
ftsZ	3335
fucA	[6]
fucI	26
fucK	9
fucO	24
fucP	[0]
fucR	97
fucU	723
fumA	1969
fumB	21
fumC	429
fur	2619
fusA	15930
fxsA	139
gabD	465
gabP	43
gabT	369
gadA+gadB	2691
gadC	348
gadE	552
gadW	246
gadX	284
galE	728
galF	2808
galK	258
galM	1015
galP	194
galR	96
galS	8
galT	135
galU	2932
gapA	59076
garD	15
garK	19
garL	10
garP	[0]
garR	83
gatA	3865
gatB	2860
gatC	3222
gatD	2360
gatY	9086
gatZ	6372
gcd	415
gcl	9
gcp	493
gcvA	117
gcvH	4002
gcvP	836
gcvR	579
gcvT	941
gdhA	5645
gfcA	66
gfcB	[0]
gfcC	[5]
gfcD	4
gfcE	21
ggt	360
ghrA	825
ghrB	1988
glcA	17
glcB	338
glcC	126
glcD	11
glcE	7
glcF	10
glcG	278
gldA	94
glf	1796
glgA	622
glgB	448
glgC	910
glgP	427
glgS	1445
glgX	180
glk	544
glmM	1268
glmS	2254
glmU	795
glnA	14311
glnB	2073
glnD	167
glnE	153
glnG	274
glnH	3566
glnK	223
glnL	82
glnP	314
glnQ	700
glnS	1605
gloA	2525
gloB	401
glpA	[0]
glpB	[0]
glpC	5
glpD	45
glpE	330
glpF	8
glpG	138
glpK	129
glpQ	31
glpR	295
glpT	[2]
glpX	238
glrK	23
glrR	60
gltA	8529
gltB	6013
gltD	6079
gltF	623
gltI	3332
gltJ	80
gltK	75
gltL	357
gltP	124
gltS	108
gltX	2554
glxK	39
glxR	10
glyA	22684
glyQ	1790
glyS	1945
gmd	17
gmhB	530
gmk	524
gmm	[2]
gmr	89
gnd	9767
gnsA	921
gnsB	3542
gntK	49
gntP	5
gntR	158
gntT	58
gntU	5
gntX	[2]
gor	1055
gph	432
gpmA	11670
gpmM	2600
gpp	153
gpr	114
gpsA	355
gpt	2035
greA	1510
greB	149
groL	11204
groS	13733
grpE	4731
grxA	431
grxB	2912
grxC	2978
grxD	8964
gshA	502
gshB	1288
gsiA	219
gsiB	574
gsiC	93
gsiD	109
gsk	323
gspA	[1]
gspB	[5]
gspC	7
gspD	5
gspE	[2]
gspF	[2]
gspG	[2]
gspH	[0]
gspI	[0]
gspJ	[0]
gspK	[0]
gspL	[1]
gspM	[6]
gspO	[1]
gss	558
gst	1382
gtrA	118
gtrB	639
gtrS	439
guaA	3901
guaB	5538
guaC	3013
guaD	37
gudD	58
gudP	[0]
gudX	[2]
gutM	11
gutQ	187
gyrA	1407
gyrB	1276
hcaB	11
hcaC	14
hcaD	27
hcaE	10
hcaF	[6]
hcaR	61
hcaT	20
hchA	1879
hcp	[1]
hcr	16
hda	99
hdeA	19005
hdeB	5467
hdeD	1108
hdfR	166
hdhA	1152
helD	165
hemA	115
hemB	1093
hemC	322
hemD	96
hemE	621
hemF	85
hemG	329
hemH	124
hemL	1124
hemN	305
hemX	543
hemY	305
hflC	923
hflD	320
hflK	1048
hflX	374
hfq	8277
hha	1656
hicA	[19]
hicB	233
higA	128
higB	[10]
hinT	2098
hipA	62
hipB	91
hisA	739
hisB	1721
hisC	1453
hisD	1353
hisF	989
hisG	2567
hisH	1212
hisI	2042
hisJ	5085
hisL	640
hisM	142
hisP	348
hisQ	154
hisS	1118
hiuH	81
hlyE	11
hmp	289
hns	28848
hofB	[1]
hofC	[1]
hofM	12
hofN	[4]
hofO	[1]
hofP	[1]
hofQ	[2]
hokA	[2]
hokB	[17]
hokC	[0]
hokD	[8]
hokE	[2]
holA	82
holB	77
holC	167
holD	118
holE	903
hpf	2917
hpt	1120
hrpA	197
hrpB	39
hscA	542
hscB	416
hscC	[1]
hsdM	450
hsdR	186
hsdS	158
hslJ	264
hslO	952
hslR	174
hslU	1426
hslV	1016
hspQ	254
hsrA	10
htpG	2421
htpX	824
htrE	[0]
hupA	29042
hupB	28193
hyaA	7
hyaB	7
hyaC	[3]
hyaD	[4]
hyaE	[4]
hyaF	[2]
hybA	10
hybB	5
hybC	40
hybD	26
hybE	23
hybF	[9]
hybG	74
hybO	15
hycA	[1]
hycB	[1]
hycC	[1]
hycD	[1]
hycE	6
hycF	[7]
hycG	8
hycH	18
hycI	91
hydN	[1]
hyfA	[0]
hyfB	[0]
hyfC	[0]
hyfD	[0]
hyfE	[1]
hyfF	[1]
hyfG	4
hyfH	9
hyfI	[6]
hyfJ	[4]
hyfR	[0]
hyi	9
hypA	[3]
hypB	54
hypC	19
hypD	24
hypE	38
hypF	14
hyuA	[2]
iaaA	257
iadA	225
iap	34
ibpA	666
ibpB	138
ibsA	[0]
ibsB	[0]
ibsC	[0]
ibsD	[0]
ibsE	[0]
icd	38899
iclR	147
idi	96
idnD	9
idnK	15
idnO	19
idnR	60
idnT	[2]
ihfA	5115
ihfB	12357
ileS	2270
ilvA	400
ilvB	1990
ilvC	29455
ilvD	675
ilvE	2671
ilvH	1131
ilvI	944
ilvL	4076
ilvM	279
ilvN	1617
ilvX	972
ilvY	33
inaA	234
infA	5683
infB	2855
infC	5470
insA	[0]
insB	[0]
insC	[0]
insD	[0]
insE	[0]
insF	[0]
insG	57
insH	[0]
insI	[0]
insJ	[5]
insK	5
insL	[0]
insQ	45
intA	232
intD	11
intE	10
intF	293
intR	3
intS	111
intZ	44
iraD	44
iraM	[1]
iraP	1040
iscA	1974
iscR	3324
iscS	5500
iscU	7019
iscX	1140
ispA	294
ispB	593
ispD	123
ispE	223
ispF	445
ispG	675
ispH	409
ispU	318
ivbL	1526
ivy	2267
katE	1967
katG	1908
kbaY	[2]
kbaZ	5
kbl	97
kch	123
kdgK	351
kdgR	649
kdgT	[2]
kdpA	[0]
kdpB	3
kdpC	[8]
kdpD	40
kdpE	52
kdpF	[1]
kdsA	2596
kdsB	899
kdsC	313
kdsD	470
kduD	68
kduI	22
kefA	122
kefB	26
kefC	39
kefF	91
kefG	66
kgtP	3937
kilR	[4]
kptA	[6]
kup	75
lacA	24
lacI	129
lacY	[2]
lacZ	10
lamB	314
ldcA	179
ldcC	73
ldhA	998
ldrA+ldrC	[1]
ldrB	[0]
ldrD	[8]
lepA	987
lepB	338
leuA	2685
leuB	3334
leuC	4284
leuD	5305
leuE	14
leuL	10282
leuO	11
leuS	2074
lexA	645
lgt	279
lhgO	24
lhr	16
ligA	292
ligB	[2]
ligT	41
lipA	1101
lipB	271
lit	151
livF	1162
livG	819
livH	708
livJ	22347
livK	3960
livM	527
lldD	316
lldP	33
lldR	26
lnt	128
lolA	741
lolB	782
lolC	140
lolD	337
lolE	124
lon	1485
lpcA	1650
lpd	9566
lplA	182
lplT	41
lpp	619492
lptA	853
lptB	631
lptC	199
lptD	1037
lptE	522
lptF	209
lptG	166
lpxA	754
lpxB	126
lpxC	2844
lpxD	982
lpxH	68
lpxK	57
lpxL	168
lpxM	315
lpxP	6
lpxT	84
lrhA	174
lrp	5813
lspA	353
lsrA	[2]
lsrB	28
lsrC	[1]
lsrD	[2]
lsrF	37
lsrG	51
lsrK	12
lsrR	44
ltaE	516
luxS	9292
lysA	726
lysC	2887
lysP	938
lysR	28
lysS	2858
lysU	315
lyxK	[1]
maa	147
macA	134
macB	54
maeA	861
maeB	1019
mak	279
malE	682
malF	28
malG	40
malI	30
malK	61
malM	282
malP	744
malQ	220
malS	19
malT	299
malX	12
malY	124
malZ	77
manA	576
manX	2117
manY	2026
manZ	1997
map	2117
marA	394
marB	29
marC	94
marR	20
matA	[0]
matB	135
matC	[2]
matP	360
mazE	229
mazF	123
mazG	168
mcbA	128
mcbR	56
mcrA	47
mcrB	123
mcrC	17
mdaB	850
mdfA	50
mdh	16149
mdlA	20
mdlB	16
mdtA	40
mdtB	20
mdtC	11
mdtD	7
mdtE	95
mdtF	33
mdtG	8
mdtH	5
mdtI	26
mdtJ	32
mdtK	135
mdtL	10
mdtM	13
mdtN	[0]
mdtO	[0]
mdtP	[0]
melA	26
melB	5
melR	18
menA	160
menB	1235
menC	147
menD	44
menE	38
menF	67
menH	14
mepA	273
metA	1711
metB	745
metC	1256
metE	63552
metF	2849
metG	1864
metH	753
metI	340
metJ	2317
metK	7214
metL	581
metN	754
metQ	10568
metR	398
mfd	353
mglA	83
mglB	448
mglC	57
mgrB	215
mgsA	1567
mgtA	63
mgtL	530
mhpA	3
mhpB	[3]
mhpC	26
mhpD	10
mhpE	18
mhpF	15
mhpR	225
mhpT	4
miaA	130
miaB	1211
minC	364
minD	2444
minE	1970
mioC	953
mipA	5738
mlaA	770
mlaB	326
mlaC	1923
mlaD	478
mlaE	149
mlaF	277
mliC	87
mlrA	49
mltA	286
mltB	274
mltC	148
mltD	644
mltF	22
mmuM	156
mmuP	64
mngA	[1]
mngB	12
mngR	93
mnmA	608
mnmC	52
mnmE	247
mnmG	500
mntH	58
mntR	251
moaA	184
moaB	1774
moaC	551
moaD	554
moaE	483
mobA	94
mobB	86
mocA	25
modA	462
modB	27
modC	31
modE	158
modF	407
moeA	496
moeB	107
mog	353
mokB	[1]
mokC	[0]
motA	[2]
motB	[1]
mpaA	163
mpl	500
mppA	202
mprA	2625
mqo	287
mqsA	319
mqsR	47
mraY	210
mraZ	123
mrcA	116
mrcB	139
mrdA	76
mrdB	103
mreB	2393
mreC	176
mreD	71
mrp	1391
mrr	184
msbA	242
mscL	2481
mscM	91
mscS	2927
msrA	801
msrB	2643
msyB	5249
mtfA	230
mtgA	22
mtlA	197
mtlD	503
mtlR	99
mtn	1802
mtr	43
mug	517
mukB	356
mukE	263
mukF	204
murA	887
murB	228
murC	377
murD	394
murE	398
murF	346
murG	168
murI	159
murJ	78
murP	6
murQ	76
murR	34
mutH	37
mutL	77
mutM	86
mutS	150
mutT	77
mutY	93
mzrA	164
nac	130
nadA	1359
nadB	363
nadC	465
nadD	100
nadE	2198
nadK	173
nadR	231
nagA	213
nagB	687
nagC	224
nagD	709
nagE	213
nagK	131
nagZ	303
nanA	59
nanC	[0]
nanE	39
nanK	14
nanM	128
nanR	273
nanS	17
nanT	[2]
napA	57
napB	56
napC	18
napD	[8]
napF	[3]
napG	8
napH	6
narG	14
narH	16
narI	22
narJ	9
narK	6
narL	1224
narP	356
narQ	12
narU	14
narV	20
narW	13
narX	47
narY	26
narZ	25
ndh	925
ndk	9782
nei	93
nemA	220
nemR	27
nepI	37
nfi	229
nfo	436
nfrA	19
nfrB	[1]
nfsA	646
nfsB	2448
nfuA	4329
nhaA	131
nhaB	187
nhaR	68
nhoA	60
nikA	10
nikB	[3]
nikC	[1]
nikD	[4]
nikE	[5]
nikR	401
ninE	[0]
nirB	17
nirC	34
nirD	17
nlpA	2248
nlpC	371
nlpD	695
nlpE	276
nlpI	208
nohD	[2]
norR	36
norV	4
norW	[3]
npr	195
nrdA	904
nrdB	954
nrdD	92
nrdE	30
nrdF	42
nrdG	13
nrdH	402
nrdI	20
nrdR	354
nrfA	4
nrfB	[3]
nrfC	[2]
nrfD	[1]
nrfE	[0]
nrfF	[3]
nrfG	[2]
nsrR	168
nth	188
nudB	72
nudC	318
nudE	428
nudF	223
nudG	107
nudI	68
nudJ	138
nudK	215
nudL	143
nuoA	1083
nuoB	1617
nuoC	1164
nuoE	1650
nuoF	1034
nuoG	1173
nuoH	626
nuoI	926
nuoJ	529
nuoK	592
nuoL	510
nuoM	576
nuoN	682
nupC	484
nupG	49
nupX	[1]
nusA	2195
nusB	1081
nusG	3487
obgE	522
ogrK	323
ogt	94
ompA	69396
ompC	52929
ompF	71798
ompG	[1]
ompL	[1]
ompN	2
ompR	865
ompT	24644
ompW	151
ompX	22947
opgB	84
opgC	44
opgD	259
opgG	1637
opgH	304
oppA	6516
oppB	318
oppC	261
oppD	474
oppF	485
orn	825
osmB	1573
osmC	4306
osmE	10048
osmF	410
osmY	8781
otsA	685
otsB	201
oxc	8
oxyR	726
paaA	[3]
paaB	[3]
paaC	[3]
paaD	[1]
paaE	8
paaF	[3]
paaG	[4]
paaH	[3]
paaI	[6]
paaJ	8
paaK	15
paaX	140
paaY	213
paaZ	[2]
pabA	80
pabB	124
pabC	75
pagP	[6]
pal	17960
panB	2859
panC	1425
panD	5227
panE	205
panF	29
paoA	14
paoB	12
paoC	13
paoD	10
parC	320
parE	381
patA	789
pbpC	11
pbpG	242
pck	639
pcm	167
pcnB	422
pdhR	270
pdxA	136
pdxB	733
pdxH	672
pdxJ	1057
pdxK	629
pdxY	281
pepA	1308
pepB	1370
pepD	1694
pepE	81
pepN	1248
pepP	870
pepQ	1223
pepT	341
perR	6
pfkA	2811
pfkB	1152
pflA	527
pflB	5982
pflC	[2]
pflD	12
pgaA	[1]
pgaB	2
pgaC	[3]
pgaD	21
pgi	3613
pgk	12205
pgl	2076
pgm	1172
pgpA	96
pgpB	67
pgsA	396
pheA	862
pheL	309
pheM	148
pheP	99
pheS	1594
pheT	2097
phnC	[3]
phnD	5
phnF	[1]
phnG	[1]
phnH	[1]
phnI	[1]
phnJ	[1]
phnK	[1]
phnL	[3]
phnM	[1]
phnN	[3]
phnO	125
phnP	33
phoA	190
phoB	212
phoE	40
phoH	457
phoP	1331
phoQ	70
phoR	34
phoU	797
php	[2]
phr	37
pinE	[2]
pinR+pinQ	37
pitA	422
pitB	[1]
pldA	273
pldB	81
pliG	6872
plsB	445
plsC	174
plsX	117
plsY	93
pmbA	615
pmrD	147
pncA	391
pncB	1038
pnp	3545
pntA	6116
pntB	2712
pnuC	532
polA	541
polB	16
potA	564
potB	189
potC	194
potD	3262
potE	14
potF	1061
potG	223
potH	77
potI	48
poxB	877
ppa	16471
ppc	4441
ppdA	[1]
ppdB	[2]
ppdC	[12]
ppdD	[0]
pphA	13
pphB	[6]
ppiA	1179
ppiB	8773
ppiC	1330
ppiD	666
ppk	244
pppA	10
ppsA	1434
ppsR	384
pptA	924
ppx	250
pqiA	34
pqiB	96
pqqL	30
prc	718
prfA	210
prfB	1732
prfC	922
priA	59
priB	245
priC	100
prkB	218
prlC	908
prmA	384
prmB	939
prmC	36
proA	803
proB	536
proC	1150
proP	613
proQ	2396
proS	2265
proV	232
proW	146
proX	370
proY	80
prpB	[0]
prpC	[1]
prpD	[1]
prpE	[0]
prpR	10
prr	228
prs	3998
psd	486
psiE	128
psiF	454
pspA	602
pspB	240
pspC	111
pspD	53
pspE	590
pspF	66
pspG	52
pssA	535
pstA	195
pstB	955
pstC	163
pstS	2121
psuG	11
psuK	[0]
psuT	[1]
pta	1157
pth	403
ptrA	140
ptrB	142
ptsA	[2]
ptsG	3454
ptsH	23646
ptsI	5491
ptsN	729
ptsP	222
purA	5661
purB	3041
purC	6708
purD	1372
purE	1194
purF	2061
purH	2560
purK	745
purL	1417
purM	2891
purN	426
purP	576
purR	1217
purT	1987
purU	2324
putA	64
putP	361
puuA	822
puuB	391
puuC	392
puuD	607
puuE	291
puuP	48
puuR	260
pykA	1611
pykF	6184
pyrB	23504
pyrC	5040
pyrD	1337
pyrE	119
pyrF	1286
pyrG	1874
pyrH	2531
pyrI	26096
pyrL	370
qmcA	150
qorA	643
qorB	160
qseB	74
qseC	29
qseD	25
queA	238
queC	443
queD	360
queF	318
quuD	[6]
quuQ	11
racC	[9]
racR	260
radA	148
raiA	5010
ralR	[12]
rapA	347
rarA	95
rarD	43
ravA	119
rbbA	147
rbfA	1133
rbn	153
rbsA	56
rbsB	780
rbsC	66
rbsD	114
rbsK	144
rbsR	30
rcnA	360
rcnR	700
rcsA	74
rcsB	2820
rcsC	70
rcsD	179
rcsF	1180
rdgB	448
rdgC	681
rdoA	104
recA	2926
recB	36
recC	41
recD	46
recE	8
recF	41
recG	56
recJ	118
recN	131
recO	34
recQ	63
recR	226
recT	33
recX	17
relA	213
relB	1688
relE	145
rem	[4]
rep	102
rfaB	71
rfaC	113
rfaD	2094
rfaE	646
rfaF	184
rfaG	95
rfaH	193
rfaI	75
rfaJ	97
rfaL	236
rfaP	77
rfaQ	95
rfaS	76
rfaY	113
rfaZ	65
rfbA	1372
rfbB	1257
rfbC	752
rfbD	821
rfbX	192
rfc	109
rfe	232
rffA	289
rffC	39
rffD	185
rffE	200
rffG	158
rffH	115
rffM	121
rffT	75
rhaA	5
rhaB	[0]
rhaD	13
rhaM	[5]
rhaR	[1]
rhaS	9
rhaT	[2]
rhlB	1055
rhlE	100
rhmA	41
rhmD	[1]
rhmR	[0]
rhmT	[1]
rho	3478
rhsA	[0]
rhsB	[0]
rhsC	[0]
rhsD	2
rhtA	26
rhtB	166
rhtC	239
ribA	563
ribB	916
ribC	1072
ribD	278
ribE	2677
ribF	233
rihA	175
rihB	[1]
rihC	85
rimI	156
rimJ	306
rimK	46
rimL	217
rimM	994
rimN	378
rimO	718
rimP	1220
rlmA	189
rlmB	403
rlmE	325
rlmF	215
rlmG	118
rlmH	177
rlmI	480
rlmL	312
rlmM	333
rlmN	544
rlpA	726
rluA	74
rluB	899
rluC	386
rluD	716
rluE	172
rluF	172
rmf	16122
rmuC	16
rna	470
rnb	2002
rnc	676
rnd	89
rne	1061
rng	370
rnhA	175
rnhB	131
