protein	z-value
ackA	-3.5975411190112356
nagZ	-1.7790750987724238
srmB	0.4775966527587957
sthA	2.4643217339320094
gshA	3.6476419841148804
ndh	-1.1894089534245087
tktA	-0.3653412043411833
ygfZ	2.6795498113001845
folX	-3.4500262358228104
phoU	1.845709321797328
yjeI	1.3128824563842867
rpsF	2.9454540308483157
ubiG	1.387260298853604
cysK	0.9382119418759978
yhdE	-0.7590187447158753
narL	1.4818420912146824
rluD	-0.9453022802678627
mukB	-7.3487
clpS	-0.3981369640691547
tatB	-0.43689784019992334
pyrG	-0.26368530796439654
ppiD	1.589329822800956
lpdA	-0.3706553849580864
serC	1.9908221851578232
entC	7.3487
tdh	3.6135738044026358
fadD	7.3487
purC	0.9605651296026808
yeaD	3.278904937066035
pyrF	0.05576529027109446
pdxH	-1.7092636589397399
yeaK	-0.6355994022287242
pdxA	0.3910913020356222
xthA	3.498053407172353
dadX	0.5026618344586683
pyrB	-5.989855898368414
yfcH	6.870977173047464
purM	-5.483830690851429
	-7.129828348573169
murD	1.349749153380861
pqiB	2.978072551276352
yhjJ	5.873609247236349
acnB	-7.3487
gph	1.4274144732991583
nusA	1.6471861364647085
rpmG	-2.8080339423849194
pfkA	1.135044164127364
mdaB	0.6255805854424851
yahO	7.3487
cirA	7.3487
phoP	0.9525270003107974
ahpC	-0.7148246905326663
mtnN	-1.6824283538763978
hrpA	-0.19899121204849915
sucA	-0.44414948856737924
cpdB	2.779712775204445
minC	0.33859186591975393
rplB	-4.787345431677774
acs	7.3487
rlpA	3.016626790372591
dadA	-0.7959310794824557
bamE	1.1000276025647862
uvrD	0.28964367850062095
ucpA	3.5682929076489303
sbcB	0.5720938342746473
polA	3.368713094053946
ftsK	-5.443501885759001
yccJ	6.404322019814795
ribB	0.6436159602614132
ppsR	1.1888519228794072
fhuC	4.038555666076404
rplI	-0.8369630662780129
ptsP	-0.7510768293289807
yiaD	0.8662809147588134
proB	-0.999675457775824
pldA	1.6776182900698786
dnaB	-1.3504880979796074
asnB	-1.327090674648346
acrA	3.9793596752481766
degQ	3.856085616941951
trxA	2.829080726039262
nagE	3.8359498569604304
