protein	log2FC	p-val
sp|P0AB71|ALF_ECOLI	0.414	3.605e-06
sp|P37902|GLTI_ECOLI	0.251	0.221
sp|P0AAT9|YBEL_ECOLI	-0.452	0.014
sp|P0AFG8|ODP1_ECOLI	-0.137	0.002
sp|P0A6X3|HFQ_ECOLI	0.393	0.03
sp|P0AEE5|DGAL_ECOLI	0.865	7.056e-10
sp|P0AFB5|NTRB_ECOLI	0.916	0.0007866
sp|P65556|YFCD_ECOLI	1.009	8.639e-06
sp|P0AGJ5|YFIF_ECOLI	-0.202	0.733
sp|P0A6I9|COAE_ECOLI	-0.56	0.146
sp|P0AG44|RL17_ECOLI	0.383	0.002
sp|P0AFG0|NUSG_ECOLI	0.223	0.024
sp|P23845|CYSN_ECOLI	-0.0006571	0.858
sp|P28249|ASMA_ECOLI	-0.671	0.001
sp|P0ACD4|ISCU_ECOLI	-0.329	0.012
sp|P25539|RIBD_ECOLI	-0.223	0.292
sp|P64506|YEBY_ECOLI	0.183	0.485
sp|P32684|RLUF_ECOLI	-0.481	0.274
sp|P39406|RSMC_ECOLI	0.029	0.85
sp|P15288|PEPD_ECOLI	-0.367	1.998e-05
sp|P76014|DHAL_ECOLI	0.233	0.736
sp|P67080|PLPHP_ECOLI	0.02	0.628
sp|P0A6J1|CYSC_ECOLI	0.757	0.0003398
sp|P24205|LPXM_ECOLI	-0.659	0.092
sp|P0AFC7|NUOB_ECOLI	0.882	5.353e-07
sp|P0AC62|GLRX3_ECOLI	-0.387	0.221
sp|P77348|MPPA_ECOLI	0.212	0.034
sp|P28635|METQ_ECOLI	1.034	0.0
sp|P76658|HLDE_ECOLI	-0.146	0.68
sp|P62399|RL5_ECOLI	0.401	0.00022
sp|P76558|MAO2_ECOLI	-0.308	0.01
sp|P02358|RS6_ECOLI	0.538	0.002
sp|P30011|NADC_ECOLI	0.286	0.126
sp|P0A8A2|YEEN_ECOLI	0.427	0.006
sp|P0AE85|CPXP_ECOLI	-0.172	0.409
sp|P33362|YEHZ_ECOLI	0.44	0.025
sp|P0A903|BAMC_ECOLI	0.305	0.002
sp|P12008|AROC_ECOLI	0.547	3.769e-05
sp|P0AAZ7|YCAR_ECOLI	0.186	0.386
sp|P25894|LOIP_ECOLI	-0.657	0.003
sp|P0AD24|YEJL_ECOLI	0.416	0.148
sp|P00954|SYW_ECOLI	0.064	0.943
sp|P0ADV7|MLAC_ECOLI	0.015	0.547
sp|P62615|ISPE_ECOLI	-0.848	0.0006511
sp|P0ADE4|TAMA_ECOLI	0.303	0.429
sp|P0AG18|PURE_ECOLI	0.195	0.573
sp|P0AG86|SECB_ECOLI	0.109	0.57
sp|P0A8U6|METJ_ECOLI	0.215	0.327
sp|P0A821|SELA_ECOLI	0.323	0.074
sp|P45470|YHBO_ECOLI	-0.846	0.0006751
sp|P18133|PNCB_ECOLI	0.26	0.012
sp|P0C8J6|GATY_ECOLI	2.057	0.0
sp|P0A6C8|ARGB_ECOLI	0.306	0.002
sp|P77611|RSXC_ECOLI	0.001	0.662
sp|P02359|RS7_ECOLI	0.387	7.353e-05
sp|P0AEG6|DSBC_ECOLI	-0.163	0.418
sp|P0AC47|FRDB_ECOLI	-1.553	0.0002992
sp|P0AAC0|USPE_ECOLI	0.241	0.027
sp|P0AC69|GLRX4_ECOLI	-0.471	0.045
sp|P69924|RIR2_ECOLI	-0.767	1.71e-07
sp|P0A763|NDK_ECOLI	0.592	9.635e-05
sp|P37685|ALDB_ECOLI	-1.668	0.0002043
sp|P29012|ALR2_ECOLI	-0.664	0.173
sp|P63417|YHBS_ECOLI	0.653	0.007
sp|P0A7R1|RL9_ECOLI	0.069	0.316
sp|P33650|FEOB_ECOLI	-1.737	5.854e-08
sp|P38038|CYSJ_ECOLI	0.45	1.425e-06
sp|P09323|PTW3C_ECOLI	-0.287	0.032
sp|P00961|SYGB_ECOLI	-0.333	1.688e-08
sp|P0AEK4|FABI_ECOLI	0.205	0.226
sp|P03841|MALM_ECOLI	2.542	6.442e-09
sp|P64467|CNU_ECOLI	-0.196	0.51
sp|P30870|GLNE_ECOLI	-1.164	0.0002925
sp|P0C0L2|OSMC_ECOLI	0.052	0.231
sp|P0ADX9|RSMD_ECOLI	-0.106	0.715
sp|P45395|KDSD_ECOLI	-0.676	0.105
sp|P0A884|TYSY_ECOLI	0.674	0.005
sp|P0ABT2|DPS_ECOLI	0.408	0.01
sp|P24171|DCP_ECOLI	-0.041	0.865
sp|P00946|MANA_ECOLI	-0.073	0.474
sp|P0AA10|RL13_ECOLI	0.371	0.006
sp|P76187|YDHF_ECOLI	-0.635	0.012
sp|P19926|AGP_ECOLI	0.232	0.232
sp|P0A7I0|RF1_ECOLI	-0.191	0.459
sp|P0AG27|YIBN_ECOLI	-0.029	0.648
sp|P04425|GSHB_ECOLI	0.169	0.949
sp|P11875|SYR_ECOLI	0.29	0.009
sp|P0AEZ3|MIND_ECOLI	-0.184	0.039
sp|P16095|SDHL_ECOLI	-1.753	2.587e-05
sp|P12995|BIOA_ECOLI	-0.232	0.62
sp|P37774|YECC_ECOLI	0.219	0.3
sp|P0A9N4|PFLA_ECOLI	-0.906	0.001
sp|P0A9D4|CYSE_ECOLI	-0.312	0.115
sp|P04825|AMPN_ECOLI	-0.037	0.932
sp|P0AG67|RS1_ECOLI	0.116	0.396
sp|P29745|PEPT_ECOLI	-0.423	0.007
