protein	log2FC	p-val
sp|P30958|MFD_ECOLI	0.036	0.73
sp|P76145|TAM_ECOLI	1.123	3.168e-05
sp|P0AEY5|MDAB_ECOLI	-0.204	0.159
sp|P0AD05|YECA_ECOLI	0.457	0.02
sp|P17993|UBIG_ECOLI	0.058	0.54
sp|P32134|YIHM_ECOLI	0.23	0.525
sp|P0AE39|YPDB_ECOLI	0.726	0.004
sp|P0AF93|RIDA_ECOLI	-0.56	3.944e-06
sp|P0AEU0|HISJ_ECOLI	0.334	6.345e-05
sp|P0ADP9|YIHD_ECOLI	0.549	0.012
sp|P75736|YBFF_ECOLI	0.25	0.278
sp|P0A821|SELA_ECOLI	-0.187	0.063
sp|P52697|6PGL_ECOLI	0.462	1.078e-06
sp|P0A8T7|RPOC_ECOLI	-0.018	0.423
sp|P60757|HIS1_ECOLI	0.136	0.239
sp|P13445|RPOS_ECOLI	0.084	0.595
sp|P0AEA8|CYSG_ECOLI	0.012	0.971
sp|P10907|UGPC_ECOLI	1.371	8.375e-11
sp|P76128|DDPA_ECOLI	1.408	0.0
sp|P68187|MALK_ECOLI	0.581	9.077e-07
sp|P31547|METI_ECOLI	0.083	0.755
sp|P62707|GPMA_ECOLI	0.304	0.0002193
sp|P06149|DLD_ECOLI	0.322	3.071e-06
sp|P69828|PTKA_ECOLI	0.051	0.687
sp|P0AFI2|PARC_ECOLI	-0.246	0.03
sp|P0A959|ALAA_ECOLI	0.777	4.455e-07
sp|P0ACG1|STPA_ECOLI	-0.439	0.002
sp|P0AFQ7|YCFH_ECOLI	-0.743	1.803e-05
sp|Q93K97|ADPP_ECOLI	0.693	0.0005237
sp|P31828|PQQL_ECOLI	-0.288	0.473
sp|P0AF50|YJBR_ECOLI	0.753	0.002
sp|P0AD27|YEJM_ECOLI	0.314	0.157
sp|P02413|RL15_ECOLI	-0.421	0.0002672
sp|P0AA04|PTHP_ECOLI	-0.486	0.003
sp|P0A7I7|RIBA_ECOLI	-0.125	0.276
sp|P0A9S1|FUCO_ECOLI	1.08	3.01e-08
sp|P0AGD1|SODC_ECOLI	1.119	1.236e-08
sp|P06960|OTC2_ECOLI	-0.016	0.928
sp|P07862|DDLB_ECOLI	-0.199	0.087
sp|P0AA16|OMPR_ECOLI	0.528	4.626e-07
sp|P0AGB6|RPOE_ECOLI	0.4	0.064
sp|P39830|YBAL_ECOLI	0.46	0.004
sp|P0AAN5|YAIA_ECOLI	0.408	0.044
sp|P31658|HCHA_ECOLI	0.711	8.363e-05
sp|P0AG48|RL21_ECOLI	-0.4	0.002
sp|P75798|GSIC_ECOLI	0.302	0.265
