protein	z-value
sspA	0.2665701344489796
yfgD	-1.237308582077512
fadE	1.8617843831939322
rplK	-5.16395481383733
ecnB	5.52904247278567
iscS	1.265076944887806
bamD	0.8545098911037096
mlaB	0.5960469608611735
yfbU	2.8083902297522627
rpsU	-3.7051601629388227
rplB	-4.948244458379536
psd	0.9864817037949254
ftsZ	2.0338642385094357
aroC	0.0
bcp	3.373340612305746
ackA	0.6127141254003818
cueO	0.3371117975322719
prlC	0.8070299183119269
fabG	0.601196746807118
hisC	5.198670247319759
ilvN	1.4642243879915366
rcnB	2.526481561239653
manZ	1.5184349130060204
serA	4.6196288252239475
rof	2.0267277592460924
pifC	-1.0654164565711752
arnC	0.6212694005981304
fliF	-2.513881723884678
galM	-0.7946388983674768
atpD	-1.9531281535439273
glpK	3.9572638977783963
actP	0.266609631155799
ahpF	0.15312390581668384
yagU	0.4831348367966513
pnp	-0.4272112397136802
ybeZ	0.3021583658022988
fadL	-0.18119644514560096
rpmG	-2.1392564663466
metC	1.2894760443078384
rplD	-4.27394690130937
pliG	1.4753894272239083
purR	-1.599229101219583
cysN	-4.710846179401775
putP	-0.8063301724741007
flgK	-2.2830856327330933
frmA	0.11739005415144266
yecJ	-1.3512235955132832
pyrH	-1.3205887079167247
purF	-2.0781347093676463
efp	-1.724670111189787
tpiA	1.3496623669062484
thiH	-0.1051093404026996
hslU	-0.43004565435256675
guaA	-4.648131740345805
groS	-0.20004798341356128
rplA	-6.219437150902248
lepA	-0.6680497118571125
gpt	-0.5378760715426893
kdgR	-0.7591375204635805
acrB	0.5126501847497376
yjcZ	-3.932962233073147
rpmF	-3.5194458017327386
leuA	4.490876988498102
trmJ	-0.22651170217799385
lexA	-0.9164449459159105
erpA	-0.22000691721723495
cusC	0.8605211851706971
rpmI	-1.7064375090760378
ppnP	-1.1082579516855318
metQ	-1.5318128680881111
nlpA	0.3084629789835051
metE	-7.3487
flu	0.08048903290496491
wrbA	6.145869197369235
livK	-5.587985027388257
infC	1.7461367045329013
iscR	-1.5852182335857476
ppsA	0.8195362467218313
stpA	-1.8993845502688118
uspG	1.490406556960954
cspE	-2.608849042245494
nuoG	-0.9972930996346244
lpoA	0.14846824896106012
lptB	-1.2588813067974074
pheA	1.3137026856435052
leuC	1.9662867022584094
aroA	0.5492182258742814
tyrS	1.4300783422537011
mlaF	0.6277884797635589
fabI	0.663748553315267
nlpD	1.3584462988857582
mglB	-1.7821250468975018
yeeX	1.7862947503074518
ftsA	0.6498029875637372
coaBC	0.07194090878899297
thrA	5.690621631567048
glcB	-0.8840910098077946
nagE	-1.097324454284931
uspA	2.2335051954417793
gltL	0.5516062317727818
btuB	-1.041859503642314
ispF	0.8740878812175448
acrA	-0.21380063676856825
arcA	0.4194772501134597
luxS	4.108524956433927
flgE	-4.586339280012393
ycfP	2.076288809817901
ompR	1.9351123287640384
crp	1.5677045757112293
kdsA	0.4247939627544222
surA	2.1282482689874573
mdoG	1.1343016211975876
borD	-3.8964470344706514
ridA	-0.673333741718013
gcvT	-0.5734301295295691
rplF	-5.23873394663914
cmk	1.2649266800324817
cysA	-1.537316828500017
ftnA	1.633822731190849
yibN	-1.3877226517257195
nrdA	0.10807779179491003
maeB	-0.7920135365861115
argA	2.097468119974579
rpsK	-3.6971600445273696
accC	-1.353611116196855
metN	-0.5442702707133121
minD	2.9222584846942494
gapA	2.1733714831265765
guaC	2.024564507499266
kdpB	-0.8485675592986686
rpoA	-1.9613253719319195
rpoZ	-0.3182376004912111
qorA	2.4223173477087068
yfdH	-0.9749116115520059
rnr	1.3346222867001933
lrp	2.7733229296564446
sucB	-0.8440562723091966
rplE	-4.8229951366168455
dcp	0.8396203303270559
katE	3.082218808322712
ychN	-0.724205058784847
ydgH	1.482299131645016
pckA	-2.167748109679816
bamA	-0.22667109493055768
sohB	1.165966897070145
rpsI	-3.5483624162837235
mqo	-1.2910412767594448
pssA	0.16546965113604184
