metQ	3.276345342543243
uspA	7.3487
luxS	1.717946612690823
lrp	4.253166616672728
dcp	5.872754744068017
pgk	-0.9852954867089481
rraA	4.579968301117525
gpmA	6.578235393558343
oppA	2.057415418870097
ompC	7.3487
ybgI	5.476793276189697
yeeZ	3.444320829789367
leuD	7.3487
mdh	7.032455345568912
bamC	2.692917037092976
gstA	7.3487
crr	1.172185375641166
pepP	7.269356241634414
adhE	0.0756771815856648
pflB	7.3487
acnA	7.3487
gltI	7.3487
gltA	7.3487
ihfA	7.3487
nadE	0.5073400863098079
yceH	3.360372508809848
icd	5.95513224880473
fliY	4.728944783390809
artJ	1.004705260182557
clpB	7.3487
livJ	7.19051460262946
copA	7.085091259388718
potF	7.3487
katG	7.3487
pliG	2.590211089508147
wrbA	7.3487
uspG	7.3487
qorA	7.3487
katE	7.3487
btuE	7.3487
tktB	7.3487
yggE	5.147564219284047
ivy	3.749826314112105
fbaB	7.3487
osmC	7.3487
argT	7.3487
osmY	-1.082189110240877
yaeH	7.3487
ydhR	5.432554510677466
moaB	3.127859359312802
bfr	7.3487
grxB	2.512012683672463
amn	4.836925166808763
glgA	4.963237865162405
yqjD	7.3487
ycaC	7.3487
yahK	7.3487
degQ	5.078054628806025
uspE	7.3487
aceB	7.3487
cpxR	7.3487
aceA	7.3487
yahO	7.3487
dld	6.874903144146376
elaB	7.3487
yeaG	7.3487
yghU	7.3487
pfkB	0.566501182520139
yccJ	6.766884471988808
ybjP	7.216737099622154
cdd	7.3487
ygiW	7.3487
pgl	7.3487
msyB	7.3487
chrR	5.386869953267649
gsiB	5.169357254773677
gsiB	5.169357254773677
osmE	7.3487
ysgA	5.999196427144292
kbp	7.3487
hpf	5.057886611080209
ygiM	5.847481528946449
nagA	7.3487
glgP	6.957465480730597
ihfB	5.366753101179471
ybiB	4.920136082731259
glgC	4.957057129221398
yjbR	6.452523613064431
ydcL	7.3487
acuI	7.3487
ybaY	6.443066930034926
yeaY	7.3487
yiiM	6.257005831734382
dkgA	7.3487
ppk	5.150795734826417
mraZ	4.136729450209606
curA	7.3487
yfcH	7.3487
pepT	7.3487
yccU	7.347140496420717
ydhF	7.3487
ypfJ	4.668463740858656
uvrB	7.3487
msrA	4.639909088930532
yqjG	7.3487
ybeL	7.3487
dacC	7.3487
cysQ	7.3487
ymdB	5.510763979949222
ynhG	4.96130759973463
talA	7.3487
yciO	7.3487
hdhA	7.3487
sufS	1.964323064105826
yniA	7.3487
yjdC	7.173384568639936
bepA	7.3487
ycgM	6.480008801011476
yfhM	7.3487
yjgR	7.3487
uspD	4.746007843005972
glgX	6.580986164318251
ynfD	1.638617255351093
nnr	7.3487
cpxP	5.530905955503135
yeaO	3.976406562806408
psiF	5.710162061062329
yhhW	7.3487
yhjG	7.3487
yciF	7.3487
yiiS	4.348136651558371
ddpA	7.3487
rimL	7.122741236912728
gadA	7.3487
ybhB	5.319158597484658
lsrF	7.3487
slt	7.3487
yibF	4.922118614515756
erfK	7.3487
mscL	4.144545700817376
glnD	3.268399255416939
ydiZ	6.828489159844072
yhhA	7.3487
ybdK	7.3487
yegP	7.3487
yiiD	7.3487
pdxI	7.3487
yaiA	3.998628345069383
tam	7.055652139514064
ahr	7.3487
ggt	5.251453670767508
slp	5.268128141973607
yghA	7.3487
hchA	7.3487
poxB	7.3487
yehZ	7.3487
xylB	5.620578880213042
otsA	7.3487
amyA	4.135745133140784
yajO	7.3487
yhbO	7.3487
sodC	7.3487
nfi	6.184107902654158
rclA	6.151926489933834
deoA	7.275471881950218
leuC	7.3487
cbpA	7.3487
rob	5.581468275748617
lpp	4.346120568182748
ppsA	7.3487
dps	7.3487
yodD	3.270711094212372
trpR	3.741706722156575
gldA	7.3487
argD	2.969294195280066
dcyD	5.538838718569898
tolC	6.896827786685473
yebF	4.745536021808271
ygaM	7.3487
yciK	3.649022726531053
baeR	1.020947512562573
hupA	5.117070405080233
pgm	7.33381676883138
tas	3.158717087176361
lptA	5.266033840983293
iaaA	2.647390901955467
yfbU	0.9444953452966802
serA	-7.3487
moaC	-1.062060146024703
ydcF	7.3487
yhjJ	5.703887642883382
tpiA	-0.7060328607677315
sufC	-0.2194204171347432
ushA	5.538782566884229
tesB	2.764903209514714
yceF	7.3487
gcd	4.498726320268686
ydcS	7.3487
glnH	7.3487
lpxC	6.423153351688332
glgB	4.337498138520692
dapB	-5.213037785304357
yhbS	5.573119725087595
prkB	5.665450984677891
sra	5.170773004986897
yceM	5.368081593268681
sodA	3.191856699908382
fadE	6.544162050641902
flu	5.904224631754086
mdtA	2.876588356293602
deoC	6.290596050922075
yegS	4.534048633632299
ycgB	6.083460806743451
treA	7.3487
yfeY	3.377089922594191
cpxA	5.182356854522041
yicH	4.690884619452845
asmA	5.428154305475401
uvrA	7.3487
gabT	7.3487
yibT	1.877805447412164
plsB	5.232785609400112
gabD	7.3487
sufB	-3.540447224537194
grxC	4.726496362612388
sufD	-2.617062767961519
ychN	7.102490668977697
ahpC	7.3487
slyB	3.439199025243059
aldB	7.3487
yciI	1.024901231408501
uspF	7.3487
ydfG	4.559921179271813
glcG	7.133090152448359
hisJ	-1.1671620769529
dgt	4.991449928015003
yqjE	5.367705486128316
yqjH	-0.5131033584754349
udp	7.3487
mtlD	7.3487
yafJ	3.659964322683065
cpdA	4.920868157564497
rcsF	1.200684442877711
ugpQ	7.3487
ygiN	2.161491846053895
nagB	7.290170527464856
rodZ	4.17770706741896
leuA	7.3487
ugpB	7.3487
ompR	7.3487
yidQ	4.063215958410827
ygaP	6.388028635344455
ompA	-4.126704736966853
mrcB	3.592456750128318
glpK	7.3487
yecC	2.347218302553184
qorB	7.167713293545458
gstB	4.367428569995044
yfcG	5.855899342702625
ecnB	3.457099867468985
potD	0.9677800413555036
rlpA	-0.2232214679458418
fadJ	7.3487
rbsB	7.3487
tpx	1.574831266122056
hisB	-1.586743863066099
yidR	-0.1852474624885643
pcm	3.254067319624351
kgtP	6.596778803301374
fpr	1.572034129290133
can	-1.776951989229085
yjbJ	7.3487
degP	4.299817480626404
mug	2.545921612615625
ygjR	7.3487
ompT	0.8001527436098503
yhfA	3.50797938700065
rpe	2.705968177400837
yfcE	0.2599779925663296
ydgA	6.114956466173457
loiP	5.819231309586673
rsmH	4.528982187020324
lptE	2.05172310804454
ytfB	2.805861249312211
pepA	4.246089264651903
yfiF	3.038521526712915
ppsR	3.188728913401505
yraP	4.162387453555246
fadI	7.3487
eno	-7.3487
skp	1.334231626083812
trxA	0.2896132663216204
rbsC	7.3487
yeiG	3.991714475710515
adhP	4.245260013046106
